"study_id","site_id","core_id","latitude","longitude","year","position_notes","habitat","vegetation_class","inundation_class","inundation_notes","salinity_class","position_method","core_notes"
"Connor_et_al_2001","CNR01_Dipper_Harbour_D_HM","CNR01_Dipper_Harbour_D_HM",45.09598,-66.43261,1998,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Connor_et_al_2001","CNR01_Little_Lepreau_HM","CNR01_Little_Lepreau_HM",45.12744,-66.43443,1998,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Connor_et_al_2001","CNR01_Sa1_LM","CNR01_Sa1_LM",45.09598,-66.43261,1998,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Connor_et_al_2001","CNR01_Sa2_LM","CNR01_Sa2_LM",45.09598,-66.43261,1998,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Connor_et_al_2001","CNR01_Sa3_LM","CNR01_Sa3_LM",45.09598,-66.43261,1998,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Connor_et_al_2001","CNR01_Sp1_HM","CNR01_Sp1_HM",45.09598,-66.43261,1998,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Connor_et_al_2001","CNR01_Sp2_HM","CNR01_Sp2_HM",45.09598,-66.43261,1998,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Connor_et_al_2001","CNR01_Sp3_HM","CNR01_Sp3_HM",45.09598,-66.43261,1998,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Conrad_et_al_2019","Coffs","SC Coffs Site 1",-30.29923,153.1248,2016,"estimated from GE","marsh","emergent",NA,NA,NA,"other low resolution",NA
"Conrad_et_al_2019","Coffs","SC Coffs Site 2",-30.30316,153.13,2016,"estimated from GE","marsh","emergent",NA,NA,NA,"other low resolution",NA
"Conrad_et_al_2019","Coffs","SC Coffs Site 3",-30.297,153.1381,2016,"estimated from GE","marsh","emergent",NA,NA,NA,"other low resolution",NA
"Conrad_et_al_2019","Corindi","SC Corindi Site 1",-29.98215,153.2255,2017,"estimated from GE","marsh","emergent",NA,NA,NA,"other low resolution",NA
"Conrad_et_al_2019","Corindi","SC Corindi Site 2",-29.97605,153.2225,2017,"estimated from GE","marsh","emergent",NA,NA,NA,"other low resolution",NA
"Conrad_et_al_2019","Corindi","SC Corindi Site 3",-29.97423,153.2164,2017,"estimated from GE","marsh","emergent",NA,NA,NA,"other low resolution",NA
"Conrad_et_al_2019","Corindi","SC Corindi Site 4",-29.97683,153.2087,2017,"estimated from GE","marsh","emergent",NA,NA,NA,"other low resolution",NA
"Conrad_et_al_2019","Corindi","SC Corindi Site 5",-29.98868,153.2098,2017,"estimated from GE","marsh","emergent",NA,NA,NA,"other low resolution",NA
"Conrad_et_al_2019","Wooli","SC Wooli Site 1",-29.88759,153.2637,2018,"estimated from GE","marsh","emergent",NA,NA,NA,"other low resolution",NA
"Conrad_et_al_2019","Wooli","SC Wooli Site 3",-29.85864,153.2622,2018,"estimated from GE","marsh","emergent",NA,NA,NA,"other low resolution",NA
"Conrad_et_al_2019","Wooli","SC Wooli Site 5",-29.84364,153.243,2018,"estimated from GE","marsh","emergent",NA,NA,NA,"other low resolution",NA
"Copertino_unpublished","Patos Lagoon","MC 55",-32.019,-52.1002,2005,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Copertino_unpublished","Patos Lagoon","MC 56",-32.004,-52.1944,2005,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Copertino_unpublished","Patos Lagoon","MC 57",-32.023,-52.2376,2005,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Ahakista","Ahakista 1",51.59,-9.61,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Ahakista","Ahakista 2",51.59,-9.61,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Ahakista","Ahakista 3",51.59,-9.61,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Ahakista","Ahakista 4",51.59,-9.61,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Ahakista","Ahakista 5",51.59,-9.61,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Ahakista","Ahakista 6",51.59,-9.61,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Ahakista","Ahakista 7",51.59,-9.61,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Ahakista","Ahakista 8",51.59,-9.61,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Ahakista","Ahakista 9",51.59,-9.61,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Banna","Banna 1",52.35,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Banna","Banna 2",52.35,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Banna","Banna 3",52.35,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Banna","Banna 4",52.35,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Banna","Banna 5",52.35,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Banna","Banna 6",52.35,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Banna","Banna 7",52.35,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Banna","Banna 8",52.35,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Banna","Banna 9",52.35,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Barrow","Barrow 1",52.29,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Barrow","Barrow 2",52.29,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Barrow","Barrow 3",52.29,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Barrow","Barrow 4",52.29,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Barrow","Barrow 5",52.29,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Barrow","Barrow 6",52.29,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Barrow","Barrow 7",52.29,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Barrow","Barrow 8",52.29,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Barrow","Barrow 9",52.29,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Carrahane","Carrahane 1",52.32,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Carrahane","Carrahane 2",52.32,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Carrahane","Carrahane 3",52.32,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Carrahane","Carrahane 4",52.32,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Carrahane","Carrahane 5",52.32,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Carrahane","Carrahane 6",52.32,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Carrahane","Carrahane 7",52.32,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Carrahane","Carrahane 8",52.32,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Carrahane","Carrahane 9",52.32,-9.83,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Dunworley","Dunworley 1",51.59,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Dunworley","Dunworley 2",51.59,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Dunworley","Dunworley 3",51.59,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Dunworley","Dunworley 4",51.59,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Dunworley","Dunworley 5",51.59,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Dunworley","Dunworley 6",51.59,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Dunworley","Dunworley 7",51.59,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Dunworley","Dunworley 8",51.59,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Dunworley","Dunworley 9",51.59,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Kilbrttain","Kilbrttain 1",51.65,-8.67,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Kilbrttain","Kilbrttain 2",51.65,-8.67,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Kilbrttain","Kilbrttain 3",51.65,-8.67,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Kilbrttain","Kilbrttain 4",51.65,-8.67,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Kilbrttain","Kilbrttain 5",51.65,-8.67,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Kilbrttain","Kilbrttain 6",51.65,-8.67,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Kilbrttain","Kilbrttain 7",51.65,-8.67,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Kilbrttain","Kilbrttain 8",51.65,-8.67,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Kilbrttain","Kilbrttain 9",51.65,-8.67,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Lauragh","Lauragh 1",51.76,-9.77,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Lauragh","Lauragh 2",51.76,-9.77,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Lauragh","Lauragh 3",51.76,-9.77,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Lauragh","Lauragh 4",51.76,-9.77,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Lauragh","Lauragh 5",51.76,-9.77,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Lauragh","Lauragh 6",51.76,-9.77,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Lauragh","Lauragh 7",51.76,-9.77,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Lauragh","Lauragh 8",51.76,-9.77,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Lauragh","Lauragh 9",51.76,-9.77,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Schull","Schull 1",51.51,-9.58,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Schull","Schull 2",51.51,-9.58,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Schull","Schull 3",51.51,-9.58,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Schull","Schull 4",51.51,-9.58,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Schull","Schull 5",51.51,-9.58,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Schull","Schull 6",51.51,-9.58,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Schull","Schull 7",51.51,-9.58,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Schull","Schull 8",51.51,-9.58,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Schull","Schull 9",51.51,-9.58,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Timoleague","Timoleague 1",51.64,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Timoleague","Timoleague 2",51.64,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Timoleague","Timoleague 3",51.64,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Timoleague","Timoleague 4",51.64,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Timoleague","Timoleague 5",51.64,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Timoleague","Timoleague 6",51.64,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Timoleague","Timoleague 7",51.64,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Timoleague","Timoleague 8",51.64,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cott_et_al_2013","Timoleague","Timoleague 9",51.64,-8.76,2009,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Craft_et_al_1993","CFT93_BM_IF_JC","CFT93_BM_IF_JC",35.35002,-76.74558,1988,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Craft_et_al_1993","CFT93_BM_RF_OI","CFT93_BM_RF_OI",35.78136,-75.54623,1988,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Craft_et_al_1993","CFT93_SS_IF_JC","CFT93_SS_IF_JC",35.35002,-76.74558,1988,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Craft_et_al_1993","CFT93_SS_RF_OI","CFT93_SS_RF_OI",35.78136,-75.54623,1988,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cuellar-Martinez_et_al_2019","Ensenada","SQM1",30.45444,-116.0242,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cuellar-Martinez_et_al_2019","Ensenada","SQM2",30.43611,-116.0161,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cuellar-Martinez_et_al_2020","Laguna de Terminos","LTME1",18.79306,-91.46389,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Cuellar-Martinez_et_al_2020","Laguna de Terminos","LTME2",18.80611,-91.4575,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Angahook-Lorne State Park Reserve","AIR 1 Rep 1",-38.46667,144.0977,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Angahook-Lorne State Park Reserve","AIR 2 Rep 2",-38.46672,144.097,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Angahook-Lorne State Park Reserve","AIR 3 Rep 3",-38.46662,144.0966,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Belfast Coastal Reserve","PFE 1 Rep 1",-38.36608,142.2514,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Belfast Coastal Reserve","PFE 2 Rep 2",-38.36568,142.251,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Belfast Coastal Reserve","PFE 3 Rep 3",-38.3652,142.2506,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Belfast Coastal Reserve","PFW 1 Rep 1",-38.38045,142.2397,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Belfast Coastal Reserve","PFW 2 Rep 2",-38.37998,142.2401,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Belfast Coastal Reserve","PFW 3 Rep 3",-38.38053,142.2403,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Breamlea Flor and Fauna Reserve","BRE 1 Rep 1",-38.29577,144.3861,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Breamlea Flor and Fauna Reserve","BRE 2 Rep 2",-38.29497,144.3862,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Breamlea Flor and Fauna Reserve","BRE 3 Rep 3",-38.29447,144.3863,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Breamlea Flor and Fauna Reserve","BRM 1 Rep 1",-38.28683,144.3995,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Breamlea Flor and Fauna Reserve","BRM 2 Rep 2",-38.2867,144.4002,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Breamlea Flor and Fauna Reserve","BRM 3 Rep 3",-38.28648,144.4007,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Cape Liptrap Coastal Park","VB 7 Rep 1",-38.66028,145.7896,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Cape Liptrap Coastal Park","VB 8 Rep 2",-38.66053,145.7901,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Cape Liptrap Coastal Park","VB 9 Rep 3",-38.66102,145.7904,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Churchill Island MNP","CHU 1 Rep 1",-38.50983,145.3447,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Churchill Island MNP","CHU 2 Rep 2",-38.50992,145.3449,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Churchill Island MNP","CHU 3 Rep 3",-38.51,145.3451,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Corner Inlet Marine and Coastal Park","FOS 7 Rep 1",-38.69365,146.2436,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Corner Inlet Marine and Coastal Park","FOS 8 Rep 2",-38.69413,146.244,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Corner Inlet Marine and Coastal Park","FOS 9 Rep 3",-38.69447,146.2441,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Corner Inlet Marine and Coastal Park","TOORA 4 Rep 1",-38.68937,146.3337,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Corner Inlet Marine and Coastal Park","TOORA 5 Rep 2",-38.6894,146.3346,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Corner Inlet Marine and Coastal Park","TOORA 6 Rep 3",-38.68937,146.3351,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Croajingolong NP","MLBE 1 Rep 1",-37.56692,149.7608,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Croajingolong NP","MLBE 2 Rep 2",-37.56717,149.7608,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Croajingolong NP","MLBE 3 Rep 3",-37.56755,149.7609,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Croajingolong National Park","DOU 1 Rep 1",-37.52597,149.6972,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Croajingolong National Park","DOU 2 Rep 2",-37.52592,149.697,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Croajingolong National Park","DOU 3 Rep 3",-37.526,149.6966,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Discovery Bay Coastal park","NELS 4 Rep 1",-38.06018,141.0023,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Discovery Bay Coastal park","NELS 5 Rep 2",-38.06,141.0018,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Discovery Bay Coastal park","NELS 6 Rep 3",-38.05995,141.0013,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Eumeralla Coastal Reserve","YAM 4 Rep 1",-38.33005,142.0649,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Eumeralla Coastal Reserve","YAM 5 Rep 2",-38.33013,142.0646,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Eumeralla Coastal Reserve","YAM 6 Rep 3",-38.3304,142.0648,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","French Island MNP","HAS 1 Rep 1",-38.31753,145.1951,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","French Island MNP","HAS 2 Rep 2",-38.3179,145.1957,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","French Island MNP","HAS 3 Rep 3",-38.31838,145.1961,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Jawbone MS","JAW 1 Rep 1",-37.8663,144.879,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Jawbone MS","JAW 2 Rep 2",-37.86658,144.8789,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ewers_Lewis_et_al_2020","Jawbone MS","JAW 3 Rep 3",-37.86663,144.8785,2014,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
