study_id,bibliography_id,publication_type,key,bibtype,doi,url,year,month,publisher,volume,number,author,title,journal,school,pages,keywords,editor,booktitle,institution,copyright,language
MacKenzie_et_al_2016,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mao_et_al_2011,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mao_et_al_2012,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marchand_et_al_2003,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marchand_et_al_2004,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marchio_et_al_2016,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matsui_1998,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
McFadden_et_al_2016,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mfilinge_et_al_2002,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middelburg_et_al_1996,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murdiyarso_et_al_2015,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naidoo_1980,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naidoo_and_Raiman_1982,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nam_et_al_2016,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nsombo_et_al_2016,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pazi_et_al_2016,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahu_et_al_2016,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saintilan_et_al_2013,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2008,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2014,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smoak_et_al_2013,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stringer_et_al_2015,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tam_and_Wong_1998,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thompson_et_al_2014,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tue_et_al_2014,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Twilley_et_al_1997,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vasconcelos_et_al_2014,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang_et_al_2013,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodroffe_1985,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wooller_et_al_2003,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xia_et_al_2015,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xu_et_al_2012,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yando_et_al_2016,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yang_et_al_2013,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_et_al_2012,Sanderman_2018,synthesis,Sanderman_2017,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,Jonathan Sanderman,Global mangrove soil carbon: dataset and spatial maps,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2014,Sanders_et_al_2014,Article,Sanders_2014,Article,10.1002/2014gl059789,https://doi.org/10.1002/2014gl059789,2014,apr,American Geophysical Union ({AGU}),41,7,Christian J. Sanders and Bradley D. Eyre and Isaac R. Santos and Wilson Machado and Wanilson Luiz-Silva and Joseph M. Smoak and Joshua L. Breithaupt and Michael E. Ketterer and Luciana Sanders and Humberto Marotta and Emmanoel Silva-Filho,"Elevated rates of organic carbon, nitrogen, and phosphorus accumulation in a highly impacted mangrove wetland",Geophysical Research Letters,NA,2475--2480,NA,NA,NA,NA,NA,NA
Lacerda_et_al_1995,Lacerda_et_al_1995,Article,Lacerda_1995,Article,10.1006/ecss.1995.0048,https://doi.org/10.1006/ecss.1995.0048,1995,jun,Elsevier {BV},40,6,L.D. Lacerda and V. Ittekkot and S.R. Patchineelam,Biogeochemistry of Mangrove Soil Organic Matter: a Comparison {BetweenRhizophoraandAvicenniaSoils} in South-eastern Brazil,"Estuarine, Coastal and Shelf Science",NA,713--720,NA,NA,NA,NA,NA,NA
Alongi_et_al_1999,Alongi_et_al_1999,Article,Alongi_1999,Article,10.1006/ecss.1998.0465,https://doi.org/10.1006/ecss.1998.0465,1999,apr,Elsevier {BV},48,4,D.M. Alongi and F. Tirendi and P. Dixon and L.A. Trott and G.J. Brunskill,Mineralization of Organic Matter in Intertidal Sediments of a Tropical Semi-enclosed Delta,"Estuarine, Coastal and Shelf Science",NA,451--467,NA,NA,NA,NA,NA,NA
Brunskill_et_al_2002,Brunskill_et_al_2002,Article,Brunskill_2002,Article,10.1006/ecss.2001.0852,https://doi.org/10.1006/ecss.2001.0852,2002,apr,Elsevier {BV},54,4,G.J. Brunskill and I. Zagorskis and J. Pfitzner,"Carbon Burial Rates in Sediments and a Carbon Mass Balance for the Herbert River Region of the Great Barrier Reef Continental Shelf, North Queensland, Australia","Estuarine, Coastal and Shelf Science",NA,677--700,NA,NA,NA,NA,NA,NA
Ajonina_et_al_2014,Ajonina_et_al_2014,InCollection,Ajonina_2014,InCollection,10.1007/978-3-319-06388-1_12,https://doi.org/10.1007/978-3-319-06388-1_12,2014,NA,Springer International Publishing,NA,NA,Gordon N. Ajonina and Expedit Evariste Ago and Gautier Amoussou and Eugene Diyouke Mibog and Is Deen Akambi and Eunice Dossa,"Carbon Budget as a Tool for Assessing Mangrove Forests Degradation in the Western, Coastal Wetlands Complex (Ramsar Site 1017) of Southern Benin, West Africa",NA,NA,139--149,NA,NA,Estuaries of the World,NA,NA,NA
Jones_et_al_2016,Jones_et_al_2016,InCollection,Jones_2016,InCollection,10.1007/978-3-319-25370-1_5,https://doi.org/10.1007/978-3-319-25370-1_5,2016,NA,Springer International Publishing,NA,NA,Trevor Gareth Jones and Harifidy Rakoto Ratsimba and Aude Carro and Lalao Ravaoarinorotsihoarana and Leah Glass and Marianne Teoh and Lisa Benson and Garth Cripps and Chandra Giri and Bienvenue Zafindrasilivonona and Raymond Raherindray and Zo Andriamahenina and Mialy Andriamahefazafy,"The Mangroves of Ambanja and Ambaro Bays, Northwest Madagascar: Historical Dynamics, Current Status and Deforestation Mitigation Strategy",NA,NA,67--85,NA,NA,Estuaries of the World,NA,NA,NA
Chen_and_Twilley_1999,Chen_and_Twilley_1999,Article,Chen_1999,Article,10.1007/bf00993000,https://doi.org/10.1007/bf00993000,1999,jan,Springer Science and Business Media {LLC},44,1,Ronghua Chen and Robert R. Twilley,A simulation model of organic matter and nutrient accumulation in mangrove wetland soils,Biogeochemistry,NA,93--118,NA,NA,NA,NA,NA,NA
Jennerjahn_and_Ittekkot_2002,Jennerjahn_and_Ittekkot_2002,Article,Jennerjahn_2002,Article,10.1007/s00114-001-0283-x,https://doi.org/10.1007/s00114-001-0283-x,2002,jan,Springer Science and Business Media {LLC},89,1,Tim C. Jennerjahn and Venugopalan Ittekkot,Relevance of mangroves for the production and deposition of organic matter along tropical continental margins,Naturwissenschaften,NA,23--30,NA,NA,NA,NA,NA,NA
Twilley_et_al_1997,Twilley_et_al_1997,Article,Twilley_1997,Article,10.1007/s004420050214,https://doi.org/10.1007/s004420050214,1997,jun,Springer Science and Business Media {LLC},111,1,Robert R. Twilley and Mireya Pozo and Victor H. Garcia and Victor H. Rivera-Monroy and Ramon Zambrano and Alejandro Bodero,"Litter dynamics in riverine mangrove forests in the Guayas River estuary, Ecuador",Oecologia,NA,109--122,NA,NA,NA,NA,NA,NA
Mfilinge_et_al_2002,Mfilinge_et_al_2002,Article,Mfilinge_2002,Article,10.1007/s00468-001-0156-0,https://doi.org/10.1007/s00468-001-0156-0,2002,jan,Springer Science and Business Media {LLC},16,NA,P. Mfilinge and N. Atta and M. Tsuchiya,"Nutrient dynamics and leaf litter decomposition in a subtropical mangrove forest at Oura Bay, Okinawa, Japan",Trees,NA,172--180,NA,NA,NA,NA,NA,NA
Lovelock_et_al_2010,Lovelock_et_al_2010,Article,Lovelock_2010,Article,10.1007/s10021-010-9329-2,https://doi.org/10.1007/s10021-010-9329-2,2010,apr,Springer Science and Business Media {LLC},13,3,Catherine E. Lovelock and Brian K. Sorrell and Nicole Hancock and Quan Hua and Andrew Swales,Mangrove Forest and Soil Development on a Rapidly Accreting Shore in New Zealand,Ecosystems,NA,437--451,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,Osland_et_al_2012,Article,Osland_2012,Article,10.1007/s10021-012-9551-1,https://doi.org/10.1007/s10021-012-9551-1,2012,may,Springer Science and Business Media {LLC},15,5,Michael J. Osland and Amanda C. Spivak and Janet A. Nestlerode and Jeannine M. Lessmann and Alejandro E. Almario and Paul T. Heitmuller and Marc J. Russell and Ken W. Krauss and Federico Alvarez and Darrin D. Dantin and James E. Harvey and Andrew S. From and Nicole Cormier and Camille L. Stagg,Ecosystem Development After Mangrove Wetland Creation: Plant{\textendash}Soil Change Across a 20-Year Chronosequence,Ecosystems,NA,848--866,NA,NA,NA,NA,NA,NA
Nam_et_al_2016,Nam_et_al_2016,Article,Nam_2016,Article,10.1007/s11273-015-9479-2,https://doi.org/10.1007/s11273-015-9479-2,2016,jan,Springer Science and Business Media {LLC},24,2,Vien Ngoc Nam and Sigit D. Sasmito and Daniel Murdiyarso and Joko Purbopuspito and Richard A. MacKenzie,Carbon stocks in artificially and naturally regenerated mangrove ecosystems in the Mekong Delta,Wetlands Ecology and Management,NA,231--244,NA,NA,NA,NA,NA,NA
McFadden_et_al_2016,McFadden_et_al_2016,Article,McFadden_2016,Article,10.1007/s11273-016-9480-4,https://doi.org/10.1007/s11273-016-9480-4,2016,feb,Springer Science and Business Media {LLC},24,2,Tyler Neal McFadden and J. Boone Kauffman and Rupesh K. Bhomia,"Effects of nesting waterbirds on nutrient levels in mangroves, Gulf of Fonseca, Honduras",Wetlands Ecology and Management,NA,217--229,NA,NA,NA,NA,NA,NA
MacKenzie_et_al_2016,MacKenzie_et_al_2016,Article,MacKenzie_2016,Article,10.1007/s11273-016-9481-3,https://doi.org/10.1007/s11273-016-9481-3,2016,feb,Springer Science and Business Media {LLC},24,2,Richard A. MacKenzie and Patra B. Foulk and J. Val Klump and Kimberly Weckerly and Joko Purbospito and Daniel Murdiyarso and Daniel C. Donato and Vien Ngoc Nam,Sedimentation and belowground carbon accumulation rates in mangrove forests that differ in diversity and land use: a tale of two mangroves,Wetlands Ecology and Management,NA,245--261,NA,NA,NA,NA,NA,NA
Chanda_et_al_2013,Chanda_et_al_2013,Article,Chanda_2013,Article,10.1007/s12665-013-2962-2,https://doi.org/10.1007/s12665-013-2962-2,2013,nov,Springer Science and Business Media {LLC},72,2,Abhra Chanda and Anirban Akhand and Sudip Manna and Sachinandan Dutta and Indrani Das and Sugata Hazra and K. H. Rao and V. K. Dadhwal,Measuring daytime {CO}2 fluxes from the inter-tidal mangrove soils of Indian Sundarbans,Environmental Earth Sciences,NA,417--427,NA,NA,NA,NA,NA,NA
Andreetta_et_al_2016,Andreetta_et_al_2016,Article,Andreetta_2016,Article,10.1016/j.agee.2015.10.017,https://doi.org/10.1016/j.agee.2015.10.017,2016,jan,Elsevier {BV},216,NA,Anna Andreetta and Antonio Delgado Huertas and Matteo Lotti and Streng Cerise,Land use changes affecting soil organic carbon storage along a mangrove swamp rice chronosequence in the Cacheu and Oio regions (northern Guinea-Bissau),"Agriculture, Ecosystems {\&} Environment",NA,314--321,NA,NA,NA,NA,NA,NA
Dutta_et_al_2013,Dutta_et_al_2013,Article,Dutta_2013,Article,10.1016/j.atmosenv.2013.05.050,https://doi.org/10.1016/j.atmosenv.2013.05.050,2013,oct,Elsevier {BV},77,NA,M.K. Dutta and C. Chowdhury and T.K. Jana and S.K. Mukhopadhyay,"Dynamics and exchange fluxes of methane in the estuarine mangrove environment of the Sundarbans, {NE} coast of India",Atmospheric Environment,NA,631--639,NA,NA,NA,NA,NA,NA
Ferreira_et_al_2007,Ferreira_et_al_2007,Article,Ferreira_2007,Article,10.1016/j.catena.2006.07.006,https://doi.org/10.1016/j.catena.2006.07.006,2007,jun,Elsevier {BV},70,1,T.O. Ferreira and P. Vidal-Torrado and X.L. Otero and F. Mac\'\ias,Are mangrove forest substrates sediments or soils? A case study in southeastern Brazil,{CATENA},NA,79--91,NA,NA,NA,NA,NA,NA
Smoak_et_al_2013,Smoak_et_al_2013,Article,Smoak_2013,Article,10.1016/j.catena.2012.10.009,https://doi.org/10.1016/j.catena.2012.10.009,2013,may,Elsevier {BV},104,NA,Joseph M. Smoak and Joshua L. Breithaupt and Thomas J. Smith and Christian J. Sanders,Sediment accretion and organic carbon burial relative to sea-level rise and storm events in two mangrove forests in Everglades National Park,{CATENA},NA,58--66,NA,NA,NA,NA,NA,NA
Tue_et_al_2014,Tue_et_al_2014,Article,Tue_2014,Article,10.1016/j.catena.2014.05.008,https://doi.org/10.1016/j.catena.2014.05.008,2014,oct,Elsevier {BV},121,NA,Nguyen Tai Tue and Luu Viet Dung and Mai Trong Nhuan and Koji Omori,"Carbon storage of a tropical mangrove forest in Mui Ca Mau National Park, Vietnam",{CATENA},NA,119--126,NA,NA,NA,NA,NA,NA
Brunskill_et_al_2004,Brunskill_et_al_2004,Article,Brunskill_2004,Article,10.1016/j.csr.2004.07.024,https://doi.org/10.1016/j.csr.2004.07.024,2004,dec,Elsevier {BV},24,19,Gregg J. Brunskill and Irena Zagorskis and John Pfitzner and Joanna Ellison,"Sediment and trace element depositional history from the Ajkwa River estuarine mangroves of Irian Jaya (West Papua), Indonesia",Continental Shelf Research,NA,2535--2551,NA,NA,NA,NA,NA,NA
Thompson_et_al_2014,Thompson_et_al_2014,Article,Thompson_2014,Article,10.1016/j.ecoser.2014.03.004,https://doi.org/10.1016/j.ecoser.2014.03.004,2014,jun,Elsevier {BV},8,NA,Benjamin S. Thompson and Colin P. Clubbe and Jurgenne H. Primavera and David Curnick and Heather J. Koldewey,"Locally assessing the economic viability of blue carbon: A case study from Panay Island, the Philippines",Ecosystem Services,NA,128--140,NA,NA,NA,NA,NA,NA
Gonneea_et_al_2004,Gonneea_et_al_2004,Article,Gonneea_2004,Article,10.1016/j.ecss.2004.04.015,https://doi.org/10.1016/j.ecss.2004.04.015,2004,oct,Elsevier {BV},61,2,Meagan Eagle Gonneea and Adina Paytan and Jorge A. Herrera-Silveira,Tracing organic matter sources and carbon burial in mangrove sediments over the past 160 years,"Estuarine, Coastal and Shelf Science",NA,211--227,NA,NA,NA,NA,NA,NA
Alongi_et_al_2005,Alongi_et_al_2005,Article,Alongi_2005,Article,10.1016/j.ecss.2005.01.004,https://doi.org/10.1016/j.ecss.2005.01.004,2005,jun,Elsevier {BV},63,4,D.M. Alongi and J. Pfitzner and L.A. Trott and F. Tirendi and P. Dixon and D.W. Klumpp,"Rapid sediment accumulation and microbial mineralization in forests of the mangrove Kandelia candel in the Jiulongjiang Estuary, China","Estuarine, Coastal and Shelf Science",NA,605--618,NA,NA,NA,NA,NA,NA
Howe_et_al_2009,Howe_et_al_2009,Article,Howe_2009,Article,10.1016/j.ecss.2009.06.006,https://doi.org/10.1016/j.ecss.2009.06.006,2009,aug,Elsevier {BV},84,1,A.J. Howe and J.F. Rodr\'\iguez and P.M. Saco,"Surface evolution and carbon sequestration in disturbed and undisturbed wetland~soils of the Hunter estuary, southeast Australia","Estuarine, Coastal and Shelf Science",NA,75--83,NA,NA,NA,NA,NA,NA
