study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,6,7,NA,NA,0,0,disintegrationsPerMinutePerGram,1.76,0.25,2.81,0.23,disintegrationsPerMinutePerGram,1.06,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,7,8,NA,NA,0,0,disintegrationsPerMinutePerGram,3.01,0.27,3.45,0.26,disintegrationsPerMinutePerGram,0.44,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,8,9,NA,NA,0,0,disintegrationsPerMinutePerGram,1.89,0.28,2.94,0.26,disintegrationsPerMinutePerGram,1.05,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,9,10,NA,NA,0,0,disintegrationsPerMinutePerGram,0.99,0.28,2.25,0.26,disintegrationsPerMinutePerGram,1.26,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,10,11,NA,NA,0,0,disintegrationsPerMinutePerGram,1.48,0.26,2.14,0.26,disintegrationsPerMinutePerGram,0.66,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,11,12,NA,NA,0,0,disintegrationsPerMinutePerGram,0.98,0.24,2.1,0.22,disintegrationsPerMinutePerGram,1.12,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,12,13,NA,NA,0,0,disintegrationsPerMinutePerGram,0.8,0.24,2.04,0.22,disintegrationsPerMinutePerGram,1.23,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,13,14,NA,NA,0,0,disintegrationsPerMinutePerGram,0.68,0.32,2.06,0.27,disintegrationsPerMinutePerGram,1.37,0.18,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,14,15,NA,NA,0,0,disintegrationsPerMinutePerGram,0.21,0.21,1.81,0.2,disintegrationsPerMinutePerGram,1.6,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,15,16,NA,NA,0,0,disintegrationsPerMinutePerGram,0,0,0,0,disintegrationsPerMinutePerGram,0,0,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,16,17,NA,NA,0,0,disintegrationsPerMinutePerGram,0.24,0.18,1.88,0.16,disintegrationsPerMinutePerGram,1.64,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,17,18,NA,NA,0,0,disintegrationsPerMinutePerGram,0.11,0.19,1.42,0.17,disintegrationsPerMinutePerGram,1.31,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,18,19,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.01,0.2,1.65,0.18,disintegrationsPerMinutePerGram,1.66,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,19,20,NA,NA,0,0,disintegrationsPerMinutePerGram,1.05,0.34,1.86,0.33,disintegrationsPerMinutePerGram,0.81,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,20,21,NA,NA,0,0,disintegrationsPerMinutePerGram,0.22,0.21,1.68,0.18,disintegrationsPerMinutePerGram,1.46,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,21,22,NA,NA,0,0,disintegrationsPerMinutePerGram,0.03,0.17,1.65,0.15,disintegrationsPerMinutePerGram,1.62,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,22,23,NA,NA,0,0,disintegrationsPerMinutePerGram,0.68,0.21,1.41,0.2,disintegrationsPerMinutePerGram,0.73,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,23,24,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.28,0.19,1.24,0.16,disintegrationsPerMinutePerGram,1.51,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,24,25,NA,NA,0,0,disintegrationsPerMinutePerGram,0.86,0.3,2.14,0.28,disintegrationsPerMinutePerGram,1.28,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,25,26,NA,NA,0,0,disintegrationsPerMinutePerGram,0.12,0.2,1.63,0.18,disintegrationsPerMinutePerGram,1.51,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,26,27,NA,NA,0,0,disintegrationsPerMinutePerGram,0.15,0.18,1.79,0.15,disintegrationsPerMinutePerGram,1.64,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,27,28,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.16,0.21,1.36,0.19,disintegrationsPerMinutePerGram,1.51,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,28,29,NA,NA,0,0,disintegrationsPerMinutePerGram,0,0,0,0,disintegrationsPerMinutePerGram,0,0,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,29,30,NA,NA,0,0,disintegrationsPerMinutePerGram,0,0,0,0,disintegrationsPerMinutePerGram,0,0,disintegrationsPerMinutePerGram
