PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,DATE_COL,STATE,SITE_USE,SAMPLE_ID,PIT,LAYER,DEPTH,DEPTH_FLAG,CLAY,CLAY_FLAG,SILT,SILT_FLAG,SAND,SAND_FLAG,CACO3_2MM,CACO3_2MM_FLAG,CACO3_20MM,CACO3_20MM_FLAG,CACO3_2TO20MM,CACO3_2TO20MM_FLAG,TOT_CARBON,TOT_CARBON_FLAG,TOT_NITROGEN,TOT_NITROGEN_FLAG,TOT_SULFUR,TOT_SULFUR_FLAG,PH_H2O,PH_H2O_FLAG,PH_CACL2,PH_CACL2_FLAG,CEC,CEC_FLAG,CA,CA_FLAG,K,K_FLAG,MG,MG_FLAG,SODIUM,SODIUM_FLAG,AL,AL_FLAG,FE,FE_FLAG,MN,MN_FLAG,P,P_FLAG,SI,SI_FLAG,EC,EC_FLAG,AL_DC,AL_DC_FLAG,FE_DC,FE_DC_FLAG,MN_DC,MN_DC_FLAG,OLSEN_P,OLSEN_P_FLAG,MEHLICH_P,MEHLICH_P_FLAG,AG,AG_FLAG,AS,AS_FLAG,BA,BA_FLAG,BE,BE_FLAG,CD,CD_FLAG,CO,CO_FLAG,CR,CR_FLAG,CU,CU_FLAG,HG,HG_FLAG,MN_T,MN_T_FLAG,MO,MO_FLAG,NI,NI_FLAG,P_T,P_T_FLAG,PB,PB_FLAG,SB,SB_FLAG,SE,SE_FLAG,SN,SN_FLAG,SR,SR_FLAG,V,V_FLAG,W,W_FLAG,ZN,ZN_FLAG,BULK_DEN_DBF,BULK_DEN_DBF_FLAG
7/28/2016,2776,NWCA11-1006,1,5/24/2011,AL,NWCA_PROBABILITY,NWCA11-1006-1-11-AL-003-016-4,A,4,58,NA,0.4,NA,1.1,NA,98.5,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.02,< MDL 0.04 %,0,< MDL 0.04 %,0,< MDL 0.04 %,5.2,NA,4.1,NA,0.1,< PQL 0.6 cmol(+) / kg,0,< MDL 0.07 cmol(+) / kg,0,< MDL 0.06 cmol(+) / kg,0,< MDL 0.01 cmol(+) / kg,0.1,NA,0.01,NA,0,< MDL 0.0001 %,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.02,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,0.3,< PQL 0.7 mg / kg,0.2,< PQL 0.6 mg / kg,0,< MDL 0.001 mg / kg,0.28,NA,4.4,NA,0.05,NA,0.1,NA,0.11,NA,2.08,NA,0.41,NA,-5,< MDL 1.3 ug / kg,5.7,NA,0.24,NA,0.43,NA,13.38,NA,1.61,NA,0.03,NA,35.06,NA,0.09,NA,1.45,NA,1.74,NA,-0.01,< MDL 0 mg / kg,1.54,NA,1.17,NA
7/28/2016,2776,NWCA11-1006,1,5/24/2011,AL,NWCA_PROBABILITY,NWCA11-1006-1-11-AL-003-016-5,A,5,77,NA,1.9,NA,2.2,NA,95.9,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.07,< PQL 0.2 %,0.01,< MDL 0.04 %,0,< MDL 0.04 %,4.9,NA,4,NA,0.5,< PQL 0.6 cmol(+) / kg,0,< MDL 0.07 cmol(+) / kg,0,< MDL 0.06 cmol(+) / kg,0,< MDL 0.01 cmol(+) / kg,0.1,NA,0.01,NA,0.02,NA,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.03,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,1.7,NA,1.5,NA,0,< MDL 0.001 mg / kg,0.69,NA,6.4,NA,0.07,NA,0.1,NA,0.22,NA,3.83,NA,0.79,NA,-5,< MDL 1.3 ug / kg,5.64,NA,0.36,NA,0.71,NA,16.36,NA,2.01,NA,0.05,NA,126.39,NA,0.12,NA,2.08,NA,4.77,NA,0,NA,2.44,NA,1.58,NA
7/28/2016,2776,NWCA11-1006,1,5/24/2011,AL,NWCA_PROBABILITY,NWCA11-1006-1-11-AL-003-016-6,A,6,107,NA,4,NA,7.9,NA,88.1,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1.66,NA,0.05,< PQL 0.2 %,0.05,< PQL 0.2 %,3.5,NA,3.4,NA,5.2,NA,0,< MDL 0.07 cmol(+) / kg,0,< MDL 0.06 cmol(+) / kg,0.1,NA,0.1,NA,0.07,NA,0.06,NA,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.45,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,4.6,NA,7.1,NA,0,< MDL 0.001 mg / kg,0.91,NA,9.67,NA,0.15,NA,0.09,NA,0.72,NA,4.61,NA,0.81,NA,19,NA,7.62,NA,0.21,NA,2,NA,48.12,NA,2.66,NA,0.04,NA,215.45,NA,0.22,NA,2.44,NA,7.67,NA,0,NA,5.49,NA,NA,NA
7/28/2016,2776,NWCA11-1006,1,5/24/2011,AL,NWCA_PROBABILITY,NWCA11-1006-1-11-AL-003-016-7,A,7,130,NA,3.1,NA,8.3,NA,88.6,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.69,NA,0,< MDL 0.04 %,0.01,< MDL 0.04 %,4.2,NA,3.8,NA,9.7,NA,0,< MDL 0.07 cmol(+) / kg,0,< MDL 0.06 cmol(+) / kg,0,< MDL 0.01 cmol(+) / kg,0.1,NA,0.05,NA,0.03,NA,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.08,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,2.7,NA,4.2,NA,0,< MDL 0.001 mg / kg,0.63,NA,9.64,NA,0.07,NA,0.09,NA,0.48,NA,4.66,NA,0.69,NA,4,< PQL 6.5 ug / kg,7.81,NA,0.18,NA,1.57,NA,42.02,NA,2.27,NA,0.03,NA,299.06,NA,0.22,NA,2.76,NA,7.73,NA,-0.01,< MDL 0 mg / kg,3.34,NA,NA,NA
7/28/2016,2791,NWCA11-2434,1,5/9/2011,SC,NWCA_PROBABILITY,NWCA11-2434-1-11-SC-013-003-1,B,1,12,NA,22.7,NA,13.9,NA,63.4,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.17,< PQL 0.2 %,0.05,< PQL 0.2 %,0.03,< MDL 0.04 %,6.8,NA,6.8,NA,14.5,NA,1.9,NA,1.5,NA,8.3,NA,26.4,NA,0.04,NA,0.06,NA,118.5,NA,0,< MDL 26 mg / kg,0.01,NA,10.08,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,0.5,< PQL 0.7 mg / kg,2.3,NA,0,< MDL 0.001 mg / kg,2.96,NA,27.92,NA,0.72,NA,0.02,NA,2.92,NA,27.41,NA,2.15,NA,40,NA,178.01,NA,0.71,NA,7.49,NA,71.94,NA,15.04,NA,0.05,NA,305.22,NA,0.7,NA,26.67,NA,29.78,NA,-0.03,< MDL 0 mg / kg,21.86,NA,0.99,NA
7/28/2016,2791,NWCA11-2434,1,5/9/2011,SC,NWCA_PROBABILITY,NWCA11-2434-1-11-SC-013-003-2,B,2,28,NA,6.3,NA,12.1,NA,81.6,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.54,NA,0.04,< PQL 0.2 %,0.04,< PQL 0.2 %,6.9,NA,6.9,NA,5.2,NA,1.4,NA,0.7,NA,6,NA,20.6,NA,0.01,NA,0.04,NA,9.3,NA,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,11.17,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,1.3,NA,5.6,NA,0,< MDL 0.001 mg / kg,1.44,NA,16.91,NA,0.25,NA,-0.01,< MDL 0.001 mg / kg,1.01,NA,9.88,NA,1.43,NA,15,NA,83.34,NA,0.31,NA,2.34,NA,65.01,NA,12.91,NA,0.04,NA,327.99,NA,0.31,NA,20.74,NA,12.7,NA,-0.04,< MDL 0 mg / kg,7.05,NA,1.48,NA
7/28/2016,2791,NWCA11-2434,1,5/9/2011,SC,NWCA_PROBABILITY,NWCA11-2434-1-11-SC-013-003-3,B,3,73,NA,22.8,NA,13.9,NA,63.3,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.12,< PQL 0.2 %,0.06,< PQL 0.2 %,0.02,< MDL 0.04 %,6.7,NA,6.8,NA,15,NA,1.9,NA,1.3,NA,8.7,NA,26.8,NA,0.04,NA,0.07,NA,233.8,NA,0,< MDL 26 mg / kg,0.01,NA,11.05,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,0.8,NA,3.6,NA,0.01,NA,4.03,NA,68.47,NA,0.98,NA,-0.01,< MDL 0.001 mg / kg,4.19,NA,26.85,NA,1.98,NA,44,NA,300.81,NA,0.68,NA,7.08,NA,78.1,NA,10.44,NA,0.04,NA,430.85,NA,0.65,NA,27.44,NA,31.73,NA,-0.03,< MDL 0 mg / kg,20.45,NA,1.48,NA
7/28/2016,2792,NWCA11-2435,1,5/18/2011,SC,NWCA_PROBABILITY,NWCA11-2435-1-11-SC-019-007-1,B,1,24,NA,8.2,NA,16.2,NA,75.6,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.58,NA,0.05,< PQL 0.2 %,0.02,< MDL 0.04 %,6.7,NA,6.7,NA,5.6,NA,1.9,NA,1,NA,5.4,NA,17.3,NA,0.08,NA,0.23,NA,38.6,NA,116.8,< PQL 129 mg / kg,0.02,NA,9.29,NA,0.1,NA,0.2,NA,0,< MDL 0.0006 %,7.6,NA,34,NA,0.02,NA,3.38,NA,29.8,NA,0.75,NA,0.01,NA,2.23,NA,10.61,NA,3.01,NA,46,NA,84.47,NA,0.81,NA,5.1,NA,245.9,NA,10.01,NA,0.06,NA,586.87,NA,0.45,NA,19.8,NA,14.78,NA,-0.02,< MDL 0 mg / kg,14.88,NA,1.39,NA
7/28/2016,2792,NWCA11-2435,1,5/18/2011,SC,NWCA_PROBABILITY,NWCA11-2435-1-11-SC-019-007-2,B,2,70,NA,7.8,NA,15.2,NA,77,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.38,NA,0.02,< MDL 0.04 %,0.03,< MDL 0.04 %,6.7,NA,6.6,NA,4.3,NA,1.4,NA,0.8,NA,4.8,NA,15.6,NA,0.1,NA,0.11,NA,31.2,NA,151.7,NA,0.02,NA,8.75,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,12.5,NA,72.2,NA,0.01,NA,2.48,NA,27.79,NA,0.81,NA,-0.01,< MDL 0.001 mg / kg,2.1,NA,9.93,NA,2.29,NA,45,NA,61.93,NA,0.49,NA,4.98,NA,261.87,NA,5.91,NA,0.05,NA,449.09,NA,0.3,NA,17.46,NA,12.15,NA,-0.02,< MDL 0 mg / kg,13.32,NA,1.46,NA
7/28/2016,2811,NWCA11-R067,1,6/8/2011,FL,NWCA_NOT_PROBABILITY,NWCA11-R067-1-11-FL-091-001-1,D,1,19,HORIZON 1 - HEAVY ROOT MAT.  HORIZON 2 LESS FIBROUS THAN A & B.,49.3,NA,30.6,NA,20.1,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,13.31,NA,0.77,NA,1.06,NA,4.7,NA,4.7,NA,35.8,NA,7.8,NA,2.3,NA,19.2,NA,31.4,NA,0.25,NA,0.76,NA,31.1,NA,129.7,NA,0.03,NA,NA,Analysis could not be done or was not relevant to the sample,0.2,NA,1.2,NA,0,< MDL 0.0006 %,6.7,NA,3.3,NA,0.03,NA,12.13,NA,51.89,NA,1.32,NA,0.09,NA,8.34,NA,90.53,NA,9.18,NA,92,NA,79.08,NA,5.68,NA,30.89,NA,436.43,NA,28.93,NA,0.2,NA,1180.82,NA,1.59,NA,47.3,NA,62.99,NA,-0.02,< MDL 0 mg / kg,52.52,NA,0.13,"Db inconsistent with layer position, g/cc"
7/28/2016,2811,NWCA11-R067,1,6/8/2011,FL,NWCA_NOT_PROBABILITY,NWCA11-R067-1-11-FL-091-001-2,D,2,73,HORIZON 1 - HEAVY ROOT MAT.  HORIZON 2 LESS FIBROUS THAN A & B.,25.1,NA,36.3,NA,38.6,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,9.11,NA,0.33,NA,2.06,NA,4.5,NA,4.6,NA,27,NA,7.4,NA,1.6,NA,17.8,NA,30.8,NA,0.08,NA,0.2,NA,29.5,NA,0,< MDL 26 mg / kg,0.01,NA,14.47,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,1.4,NA,1,NA,0.01,NA,7.41,NA,43.23,NA,0.93,NA,0.01,NA,4.37,NA,39.08,NA,2.77,NA,41,NA,64.32,NA,2.8,NA,9.73,NA,108.32,NA,12.68,NA,0.1,NA,678.52,NA,0.97,NA,38.57,NA,38.03,NA,-0.02,< MDL 0 mg / kg,22.86,NA,0.41,"Db inconsistent with layer position, g/cc"
7/28/2016,2812,NWCA11-1002,1,5/26/2011,AL,NWCA_PROBABILITY,NWCA11-1002-1-11-AL-003-001-1,C,1,9,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,23.88,NA,1.25,NA,0.48,NA,4,NA,4,NA,62,NA,12.4,NA,1.4,NA,22.9,NA,26.4,NA,0.36,NA,0.82,NA,12.5,NA,204.2,NA,0.02,NA,15.02,NA,0.2,NA,0.8,NA,0,< MDL 0.0006 %,8.5,NA,4.6,NA,0.05,NA,5.83,NA,74.28,NA,1.01,NA,0.21,NA,3.29,NA,40.03,NA,15.72,NA,150,NA,50.8,NA,3.57,NA,14.31,NA,968.96,NA,26.82,NA,0.21,NA,1740.9,NA,1.45,NA,77.13,NA,54.56,NA,0.05,NA,43.33,NA,0.2,NA
7/28/2016,2812,NWCA11-1002,1,5/26/2011,AL,NWCA_PROBABILITY,NWCA11-1002-1-11-AL-003-001-2,C,2,23,NA,39.4,NA,30.9,NA,29.7,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,5.49,NA,0.48,NA,0.19,< PQL 0.2 %,4.8,NA,4.7,NA,27,NA,5.4,NA,1.4,NA,13.2,NA,8.4,NA,0.23,NA,0.17,NA,0,< MDL 0.1 mg / kg,29.8,< PQL 129 mg / kg,0.02,NA,4.77,NA,0.2,NA,0.1,NA,0,< MDL 0.0006 %,3.5,NA,5.2,NA,0.03,NA,3.63,NA,92.98,NA,1.2,NA,0.1,NA,3.37,NA,47.59,NA,3.11,NA,36,NA,44.27,NA,1.13,NA,13.79,NA,273.23,NA,17.91,NA,0.1,NA,1091.65,NA,1.47,NA,43.08,NA,64.11,NA,0.04,NA,34.99,NA,0.74,NA
7/28/2016,2812,NWCA11-1002,1,5/26/2011,AL,NWCA_PROBABILITY,NWCA11-1002-1-11-AL-003-001-3,C,3,42,NA,3.8,NA,9,NA,87.2,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.24,NA,0.01,< MDL 0.04 %,0,< MDL 0.04 %,5.2,NA,4.9,NA,1.8,NA,0.3,< PQL 0.4 cmol(+) / kg,0.1,< PQL 0.3 cmol(+) / kg,1.2,NA,1.8,NA,0.02,NA,0.02,NA,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,1.24,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,0.7,NA,0.4,< PQL 0.6 mg / kg,0,< MDL 0.001 mg / kg,0.45,NA,11.72,NA,0.1,NA,-0.01,< MDL 0.001 mg / kg,0.46,NA,6.49,NA,0.65,NA,5,< PQL 6.5 ug / kg,9.65,NA,0.17,NA,1.78,NA,28.42,NA,2.85,NA,0.04,NA,206.59,NA,0.29,NA,4.14,NA,9.17,NA,0.02,NA,3.61,NA,1.74,NA
7/28/2016,2812,NWCA11-1002,1,5/26/2011,AL,NWCA_PROBABILITY,NWCA11-1002-1-11-AL-003-001-4,C,4,65,NA,6.6,NA,8,NA,85.4,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.31,NA,0.07,< PQL 0.2 %,0.06,< PQL 0.2 %,5.6,NA,5.4,NA,3,NA,0.7,NA,0.1,< PQL 0.3 cmol(+) / kg,2.5,NA,3.4,NA,0.02,NA,0.02,NA,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,2.44,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,0.3,< PQL 0.7 mg / kg,0,< MDL 0.1 mg / kg,0,< MDL 0.001 mg / kg,0.7,NA,19.7,NA,0.16,NA,0.02,NA,0.66,NA,8.25,NA,0.52,NA,5,< PQL 6.5 ug / kg,9.31,NA,0.17,NA,2.74,NA,13.8,NA,3.88,NA,0.05,NA,258.19,NA,0.36,NA,6.05,NA,12.44,NA,0.02,NA,3.95,NA,1.78,NA
7/28/2016,2812,NWCA11-1002,1,5/26/2011,AL,NWCA_PROBABILITY,NWCA11-1002-1-11-AL-003-001-5,C,5,125,NA,5.8,NA,7.6,NA,86.6,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.34,NA,0.02,< MDL 0.04 %,0.16,< PQL 0.2 %,6.1,NA,6,NA,2.8,NA,0.9,NA,0.1,< PQL 0.3 cmol(+) / kg,2.8,NA,3.6,NA,0.02,NA,0.01,NA,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,2.24,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,0.3,< PQL 0.7 mg / kg,0.1,< PQL 0.6 mg / kg,0,< MDL 0.001 mg / kg,0.69,NA,18.13,NA,0.18,NA,0.01,NA,0.67,NA,9.27,NA,0.57,NA,0,< MDL 1.3 ug / kg,11.6,NA,0.2,NA,3.05,NA,4.74,NA,4.06,NA,0.06,NA,284.5,NA,0.37,NA,6.49,NA,13.76,NA,0.02,NA,4.26,NA,NA,NA
7/28/2016,3239,NWCA11-1014,1,5/4/2011,AL,NWCA_PROBABILITY,NWCA11-1014-1-11-AL-003-008-1,A,1,14,NA,3.1,NA,17.8,NA,79.1,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,8.71,NA,0.44,NA,0.04,< PQL 0.2 %,4.5,NA,3.8,NA,15.9,NA,0.4,NA,0,< MDL 0.06 cmol(+) / kg,0.4,NA,0,NA,0.31,NA,0.2,NA,23.4,NA,178.4,NA,0.01,NA,0.22,NA,0.2,NA,0.1,NA,0,< MDL 0.0006 %,28.9,NA,24.4,NA,0.02,NA,1.95,NA,41.79,NA,0.38,NA,0.12,NA,1.12,NA,63.35,NA,5.02,NA,119,NA,41.53,NA,0.95,NA,14.28,NA,437.28,NA,15.39,NA,0.15,NA,1094.73,NA,1.05,NA,8.65,NA,19.49,NA,-0.01,< MDL 0 mg / kg,11.96,NA,0.6,NA
7/28/2016,3239,NWCA11-1014,1,5/4/2011,AL,NWCA_PROBABILITY,NWCA11-1014-1-11-AL-003-008-2,A,2,22,NA,0.8,NA,12.5,NA,86.7,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,6,NA,0.24,NA,0,< MDL 0.04 %,4.3,NA,3.7,NA,11.1,NA,0.1,< PQL 0.4 cmol(+) / kg,0,< MDL 0.06 cmol(+) / kg,0.3,NA,0.1,NA,0.14,NA,0.03,NA,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.09,NA,0.2,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,4.1,NA,6.4,NA,0.01,NA,0.99,NA,24.73,NA,0.26,NA,0.11,NA,0.4,NA,8.63,NA,2.11,NA,82,NA,16.34,NA,0.36,NA,2.53,NA,199.57,NA,8.65,NA,0.07,NA,762.94,NA,0.59,NA,6.48,NA,10.64,NA,0,NA,5.58,NA,0.78,NA
7/28/2016,3239,NWCA11-1014,1,5/4/2011,AL,NWCA_PROBABILITY,NWCA11-1014-1-11-AL-003-008-3,A,3,44,NA,0.8,NA,9,NA,90.2,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,2.29,NA,0.07,< PQL 0.2 %,0,< MDL 0.04 %,4.6,NA,3.7,NA,4.7,NA,0,< MDL 0.07 cmol(+) / kg,0,< MDL 0.06 cmol(+) / kg,0.2,NA,0.1,NA,0.06,NA,0,< MDL 0.0001 %,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.05,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,2.2,NA,2.3,NA,0,< MDL 0.001 mg / kg,0.41,NA,10.61,NA,0.13,NA,0.09,NA,0.16,NA,4.17,NA,2.06,NA,34,NA,9,NA,0.24,NA,0.97,NA,66.38,NA,3.14,NA,0.04,NA,382.6,NA,0.29,NA,3.1,NA,4.72,NA,-0.02,< MDL 0 mg / kg,2.62,NA,1.29,NA
7/28/2016,3239,NWCA11-1014,1,5/4/2011,AL,NWCA_PROBABILITY,NWCA11-1014-1-11-AL-003-008-4,A,4,71,NA,1.2,NA,9.6,NA,89.2,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1.93,NA,0.05,< PQL 0.2 %,0,< MDL 0.04 %,4.6,NA,3.8,NA,3.2,NA,0,< MDL 0.07 cmol(+) / kg,0,< MDL 0.06 cmol(+) / kg,0.1,NA,0.1,NA,0.05,NA,0,< MDL 0.0001 %,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.03,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,1.3,NA,0.3,< PQL 0.6 mg / kg,0.01,NA,0.27,NA,8.69,NA,0.12,NA,0.09,NA,0.14,NA,3.72,NA,0.7,NA,10,NA,8.19,NA,0.2,NA,0.7,NA,40.87,NA,2.51,NA,0.03,NA,341.25,NA,0.23,NA,2.5,NA,3.67,NA,-0.01,< MDL 0 mg / kg,1.95,NA,1.3,NA
7/28/2016,3265,NWCA11-1011,1,5/10/2011,AL,NWCA_PROBABILITY,NWCA11-1011-1-11-AL-003-006-1,D,1,12,ONLY CHEMISTRY SAMPLES COLLECTED - RUNNING OUT OF DAYLIGHT - NO TIME TO HAMMER MORE CORES FOR BULK DENSITY SAMPLES.,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,22.51,NA,1.39,NA,0.36,NA,5.3,NA,5,NA,63.2,NA,31.1,NA,0.6,NA,13.8,NA,2.2,NA,0.23,NA,0.68,NA,219.7,NA,179.4,NA,0.02,NA,1.15,NA,0.2,NA,0.7,NA,0,< MDL 0.0006 %,10.6,NA,12.1,NA,0.06,NA,4.2,NA,217.02,NA,1.79,NA,0.21,NA,6.74,NA,58.44,NA,19.53,NA,136,NA,299.9,NA,2.21,NA,24.46,NA,780.98,NA,24.1,NA,0.28,NA,1090.49,NA,2.25,NA,74.27,NA,76.78,NA,0.05,NA,89.27,NA,NA,NA
7/28/2016,3265,NWCA11-1011,1,5/10/2011,AL,NWCA_PROBABILITY,NWCA11-1011-1-11-AL-003-006-2,D,2,33,NA,70.6,NA,25.2,NA,4.2,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,9.94,NA,0.7,NA,0.45,NA,4.8,NA,4.6,NA,46.7,NA,20.7,NA,0.5,NA,13.2,NA,2,NA,0.27,NA,0.23,NA,72.6,NA,128.6,< PQL 129 mg / kg,0.02,NA,1.35,NA,0.2,NA,0.1,NA,0,< MDL 0.0006 %,6.2,NA,19.6,NA,0.05,NA,6.65,NA,245.53,NA,2.31,NA,0.23,NA,10.06,NA,72.08,NA,20.85,NA,148,NA,158.85,NA,1.54,NA,30.79,NA,526.27,NA,27.77,NA,0.17,NA,1352.12,NA,2.14,NA,64.08,NA,94.53,NA,0.05,NA,117.76,NA,NA,NA
7/28/2016,3265,NWCA11-1011,1,5/10/2011,AL,NWCA_PROBABILITY,NWCA11-1011-1-11-AL-003-006-3,D,3,74,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,23.49,NA,1.14,NA,0.49,NA,4.9,NA,4.7,NA,80.2,NA,34.6,NA,0.4,NA,13.8,NA,3.4,NA,0.24,NA,0.85,NA,116.6,NA,17.6,< MDL 26 mg / kg,0.01,NA,2.44,NA,0.2,NA,0.9,NA,0,< MDL 0.0006 %,3.4,NA,3.7,NA,0.04,NA,6.36,NA,162.7,NA,1.84,NA,0.12,NA,5.49,NA,52.21,NA,8.17,NA,70,NA,186.25,NA,1.42,NA,21.92,NA,547.76,NA,14,NA,0.13,NA,1266.95,NA,1.35,NA,82.88,NA,71.07,NA,0.05,NA,43.97,NA,NA,NA
7/28/2016,3265,NWCA11-1011,1,5/10/2011,AL,NWCA_PROBABILITY,NWCA11-1011-1-11-AL-003-006-4,D,4,106,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,23.88,NA,1.26,NA,1.19,NA,4.8,NA,4.7,NA,86.5,NA,37.7,NA,0.3,NA,14,NA,3.9,NA,0.23,NA,0.8,NA,54.2,NA,0,< MDL 26 mg / kg,0.01,NA,1.82,NA,0.1,NA,0.8,NA,0,< MDL 0.0006 %,4.7,NA,6.5,NA,0.04,NA,3.87,NA,185.64,NA,1.94,NA,0.13,NA,5.13,NA,56.74,NA,11.38,NA,50,NA,114.16,NA,1.92,NA,21.2,NA,451.9,NA,13.89,NA,0.15,NA,1756.32,NA,1.48,NA,100.85,NA,78.23,NA,0.07,NA,41.02,NA,NA,NA
