study_id,site_id,plot_id,year,month,day,latitude,longitude,method_id,plot_area,plot_sapling_area,site_notes,position_accuracy,position_notes,disturbance_notes,disturbance_year,habitat,ecosystem_condition,disturbance_class,ecotype,plot_shape,plot_notes,aboveground_plant_carbon,belowground_plant_carbon,basal_area,field_or_manipulation_code,harvest_or_allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_74,2012,12,31,-18.76,36.144,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",53.769999999999996,20.48,0.17400000000000002,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_75,2012,12,31,-18.76,36.144,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",77.53999999999999,39.68,0.155,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_76,2012,12,31,-18.76,36.144,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",84.50999999999999,25.47,0.21200000000000002,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_77,2012,12,31,-18.762,36.139,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",101.92,39.099999999999994,0.333,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_78,2012,12,31,-18.762,36.139,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",63.98,23.09,0.198,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_79,2012,12,31,-18.762,36.139,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",89.5,31.47,0.202,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_80,2012,12,31,-18.762,36.139,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",73.42,35.36,0.15899999999999997,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_81,2012,12,31,-18.762,36.139,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",77.33000000000001,27.32,0.17099999999999999,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_82,2012,12,31,-18.762,36.139,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",93.18,41.53,0.188,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_83,2012,12,31,-18.766,36.15,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",95.47,31.66,0.366,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_84,2012,12,31,-18.766,36.15,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",69.94,22.66,0.29,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_85,2012,12,31,-18.766,36.15,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",38.540000000000006,18.48,0.151,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_86,2012,12,31,-18.766,36.15,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",13.16,4.76,0.051,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_87,2012,12,31,-18.766,36.15,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",100.15,30.37,0.184,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_88,2012,12,31,-18.766,36.15,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",58.55,22.1,0.196,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_89,2012,12,31,-18.767,36.151,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",84.21000000000001,29.2,0.341,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_90,2012,12,31,-18.767,36.151,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",129.15,42.27,0.517,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_91,2012,12,31,-18.767,36.151,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",103.83,32.730000000000004,0.347,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_92,2012,12,31,-18.767,36.151,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",133,43.15,0.376,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_93,2012,12,31,-18.767,36.151,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",103.46000000000001,36.69,0.352,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_94,2012,12,31,-18.767,36.151,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",88.3,39.980000000000004,0.319,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_95,2012,12,31,-18.746,36.21,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",103.21,32.21,0.328,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_96,2012,12,31,-18.746,36.21,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",124.41,36.29,0.383,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_97,2012,12,31,-18.746,36.21,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",151.98000000000002,35.44,0.418,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_98,2012,12,31,-18.746,36.21,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",139.98,34.09,0.411,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_99,2012,12,31,-18.746,36.21,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",162.58,51.71,0.506,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_100,2012,12,31,-18.746,36.21,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",563.2900000000001,169.88000000000002,1.663,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_101,2012,12,31,-18.747,36.216,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",87.11,30.27,0.346,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_102,2012,12,31,-18.747,36.216,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",70.57,27.450000000000003,0.225,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_103,2012,12,31,-18.747,36.216,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",52.98,19.39,0.181,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_104,2012,12,31,-18.747,36.216,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",130.79,42.93000000000001,0.447,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_105,2012,12,31,-18.747,36.216,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",65.5,25.79,0.23500000000000001,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_106,2012,12,31,-18.747,36.216,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",70.44,31.82,0.11699999999999999,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_107,2012,12,31,-18.746,36.223,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",106.25,36.6,0.404,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_108,2012,12,31,-18.746,36.223,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",60.61,24,0.229,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_109,2012,12,31,-18.746,36.223,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",72.25,26.87,0.23500000000000001,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_110,2012,12,31,-18.746,36.223,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",104.08000000000001,35.4,0.334,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_111,2012,12,31,-18.746,36.223,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",94,33.379999999999995,0.327,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_112,2012,12,31,-18.746,36.223,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",74.05,28.09,0.243,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_113,2012,12,31,-18.752,36.214,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",132.37,45.78,0.42,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_114,2012,12,31,-18.752,36.214,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",173.91,57.42,0.507,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_115,2012,12,31,-18.752,36.214,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",172.95,54.919999999999995,0.485,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_116,2012,12,31,-18.752,36.214,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",146.5,44.79,0.424,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_117,2012,12,31,-18.752,36.214,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",139.03,45.269999999999996,0.418,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_118,2012,12,31,-18.752,36.214,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",96.05,34.17,0.278,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_119,2013,12,31,-18.808457,36.3035,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",72.77,25.189999999999998,0.276,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_120,2013,12,31,-18.808457,36.3035,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",72.3,24.73,0.276,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_121,2013,12,31,-18.808457,36.3035,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",118.46000000000001,39.989999999999995,0.423,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_122,2013,12,31,-18.808457,36.3035,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",153.52,49.85,0.561,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_123,2013,12,31,-18.808457,36.3035,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",109.99,36.06,0.407,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_124,2013,12,31,-18.818504,36.24601,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",144.39,47.53,0.494,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_125,2013,12,31,-18.818504,36.24601,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",74.02,23.8,0.24,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_126,2013,12,31,-18.818504,36.24601,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",238.08,74.59,0.657,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_127,2013,12,31,-18.818504,36.24601,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",214.61,65.51,0.5630000000000001,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_128,2013,12,31,-18.818504,36.24601,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",227.08,66.78,0.599,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_129,2013,12,31,-18.831799,36.240201,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",214.56,65.55,0.635,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_130,2013,12,31,-18.831533,36.240036,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",189.38,63.400000000000006,0.5,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_131,2013,12,31,-18.831774,36.240393,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",257.13,74.63000000000001,0.644,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_132,2013,12,31,-18.831961,36.240132,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",196.81,56.97,0.456,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_133,2013,12,31,-18.831805,36.239894,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",131.26,45.37,0.429,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_134,2013,12,31,-18.840148,36.264355,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",613.0699999999999,173.11,1.44,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_135,2013,12,31,-18.840148,36.264355,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",317.07,83.36999999999999,0.637,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_136,2013,12,31,-18.840148,36.264355,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",442.54,131.12,1.14,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_137,2013,12,31,-18.840148,36.264355,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",4.67,2.29,0.002,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_138,2013,12,31,-18.840148,36.264355,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",1.13,0.8,0.001,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_139,2013,12,31,-18.845148,36.213549,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",200.92,61.620000000000005,0.56,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_140,2013,12,31,-18.845148,36.213549,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",149.16,47.63,0.465,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_141,2013,12,31,-18.845148,36.213549,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",189.38,49.87,0.503,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_142,2013,12,31,-18.845148,36.213549,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",197.4,54.73,0.525,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_143,2013,12,31,-18.845148,36.213549,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",8.36,4.57,0.004,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_144,2013,12,31,-18.845914,36.306805,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",67.61,23.47,0.292,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_145,2013,12,31,-18.845914,36.306805,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",113.6,41.14,0.515,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_146,2013,12,31,-18.845914,36.306805,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",105.36999999999999,34.06,0.399,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_147,2013,12,31,-18.845914,36.306805,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",97.36,32.05,0.334,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_148,2013,12,31,-18.845914,36.306805,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",91.93,30.52,0.34,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_149,2013,12,31,-18.854252,36.123515,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",106.29,30.94,0.279,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_150,2013,12,31,-18.854252,36.123515,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",114.74,33.93,0.309,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_151,2013,12,31,-18.854252,36.123515,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",166.16,47.72,0.425,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_152,2013,12,31,-18.854252,36.123515,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",90.89,25.98,0.23,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_153,2013,12,31,-18.854252,36.123515,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",131.72,38.13,0.344,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_154,2013,12,31,-18.854268,36.237751,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",235.35999999999999,66.99000000000001,0.639,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_155,2013,12,31,-18.854268,36.237751,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",221.51,65.41000000000001,0.748,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_156,2013,12,31,-18.854268,36.237751,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",56.9,18.73,0.20500000000000002,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_157,2013,12,31,-18.854268,36.237751,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",174.53,48.83,0.5,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_158,2013,12,31,-18.854268,36.237751,7,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",315.38000000000005,87.92,0.809,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_159,2013,12,31,-18.860066,36.269428,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",350.71,106.48,0.929,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_160,2013,12,31,-18.859817,36.269438,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",238.60999999999999,76.8,0.67,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_161,2013,12,31,-18.860025,36.269648,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",307.88,89.79,0.761,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_162,2013,12,31,-18.860349,36.269503,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",314.96000000000004,89.98,0.803,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_163,2013,12,31,-18.86015,36.269204,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",351.75,94.06,0.767,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_164,2013,12,31,-18.86529,36.141464,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",228.02,72.95,0.756,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_165,2013,12,31,-18.86495,36.141608,7,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",173.69,53.36,0.584,field,allometry
