study_id,bibliography_id,publication_type,bibtype,doi,url,author,keywords,title,publisher,year,copyright,month,volume,number,pages,journal,school,key,editor,booktitle,institution,language
Leopold_et_al_2013,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liu_et_al_2008,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liu_et_al_2014,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Livesley_and_Andrusiak_2012,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loi_and_Ni_2015,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lovelock_et_al_2010,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MacKenzie_et_al_2016,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mao_et_al_2011,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mao_et_al_2012,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marchand_et_al_2003,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marchand_et_al_2004,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marchio_et_al_2016,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matsui_1998,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McFadden_et_al_2016,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mfilinge_et_al_2002,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middelburg_et_al_1996,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murdiyarso_et_al_2015,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naidoo_1980,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naidoo_and_Raiman_1982,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nam_et_al_2016,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nsombo_et_al_2016,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pazi_et_al_2016,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahu_et_al_2016,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saintilan_et_al_2013,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2008,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2014,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smoak_et_al_2013,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stringer_et_al_2015,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tam_and_Wong_1998,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thompson_et_al_2014,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tue_et_al_2014,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Twilley_et_al_1997,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vasconcelos_et_al_2014,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang_et_al_2013,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodroffe_1985,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wooller_et_al_2003,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xia_et_al_2015,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xu_et_al_2012,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yando_et_al_2016,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yang_et_al_2013,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang_et_al_2012,Sanderman_2018_data,synthesis,Misc,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,Jonathan Sanderman,NA,Global mangrove soil carbon: dataset and spatial maps,Harvard Dataverse,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2014,Sanders_et_al_2014_article,associated,Article,10.1002/2014gl059789,https://doi.org/10.1002/2014gl059789,Christian J. Sanders and Bradley D. Eyre and Isaac R. Santos and Wilson Machado and Wanilson Luiz-Silva and Joseph M. Smoak and Joshua L. Breithaupt and Michael E. Ketterer and Luciana Sanders and Humberto Marotta and Emmanoel Silva-Filho,NA,"Elevated rates of organic carbon, nitrogen, and phosphorus accumulation in a highly impacted mangrove wetland",American Geophysical Union ({AGU}),2014,NA,apr,41,7,2475--2480,Geophysical Research Letters,NA,NA,NA,NA,NA,NA
Lacerda_et_al_1995,Lacerda_et_al_1995_article,associated,Article,10.1006/ecss.1995.0048,https://doi.org/10.1006/ecss.1995.0048,L.D. Lacerda and V. Ittekkot and S.R. Patchineelam,NA,Biogeochemistry of Mangrove Soil Organic Matter: a Comparison {BetweenRhizophoraandAvicenniaSoils} in South-eastern Brazil,Elsevier {BV},1995,NA,jun,40,6,713--720,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA
Alongi_et_al_1999,Alongi_et_al_1999_article,associated,Article,10.1006/ecss.1998.0465,https://doi.org/10.1006/ecss.1998.0465,D.M. Alongi and F. Tirendi and P. Dixon and L.A. Trott and G.J. Brunskill,NA,Mineralization of Organic Matter in Intertidal Sediments of a Tropical Semi-enclosed Delta,Elsevier {BV},1999,NA,apr,48,4,451--467,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA
Brunskill_et_al_2002,Brunskill_et_al_2002_article,associated,Article,10.1006/ecss.2001.0852,https://doi.org/10.1006/ecss.2001.0852,G.J. Brunskill and I. Zagorskis and J. Pfitzner,NA,"Carbon Burial Rates in Sediments and a Carbon Mass Balance for the Herbert River Region of the Great Barrier Reef Continental Shelf, North Queensland, Australia",Elsevier {BV},2002,NA,apr,54,4,677--700,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA
Ajonina_et_al_2014,Ajonina_et_al_2014_article,associated,InCollection,10.1007/978-3-319-06388-1_12,https://doi.org/10.1007/978-3-319-06388-1_12,Gordon N. Ajonina and Expedit Evariste Ago and Gautier Amoussou and Eugene Diyouke Mibog and Is Deen Akambi and Eunice Dossa,NA,"Carbon Budget as a Tool for Assessing Mangrove Forests Degradation in the Western, Coastal Wetlands Complex (Ramsar Site 1017) of Southern Benin, West Africa",Springer International Publishing,2014,NA,NA,NA,NA,139--149,NA,NA,NA,NA,Estuaries of the World,NA,NA
Jones_et_al_2016,Jones_et_al_2016_article,associated,InCollection,10.1007/978-3-319-25370-1_5,https://doi.org/10.1007/978-3-319-25370-1_5,Trevor Gareth Jones and Harifidy Rakoto Ratsimba and Aude Carro and Lalao Ravaoarinorotsihoarana and Leah Glass and Marianne Teoh and Lisa Benson and Garth Cripps and Chandra Giri and Bienvenue Zafindrasilivonona and Raymond Raherindray and Zo Andriamahenina and Mialy Andriamahefazafy,NA,"The Mangroves of Ambanja and Ambaro Bays, Northwest Madagascar: Historical Dynamics, Current Status and Deforestation Mitigation Strategy",Springer International Publishing,2016,NA,NA,NA,NA,67--85,NA,NA,NA,NA,Estuaries of the World,NA,NA
Chen_and_Twilley_1999,Chen_and_Twilley_1999_article,associated,Article,10.1007/bf00993000,https://doi.org/10.1007/bf00993000,Ronghua Chen and Robert R. Twilley,NA,A simulation model of organic matter and nutrient accumulation in mangrove wetland soils,Springer Science and Business Media {LLC},1999,NA,jan,44,1,93--118,Biogeochemistry,NA,NA,NA,NA,NA,NA
Jennerjahn_and_Ittekkot_2002,Jennerjahn_and_Ittekkot_2002_article,associated,Article,10.1007/s00114-001-0283-x,https://doi.org/10.1007/s00114-001-0283-x,Tim C. Jennerjahn and Venugopalan Ittekkot,NA,Relevance of mangroves for the production and deposition of organic matter along tropical continental margins,Springer Science and Business Media {LLC},2002,NA,jan,89,1,23--30,Naturwissenschaften,NA,NA,NA,NA,NA,NA
Twilley_et_al_1997,Twilley_et_al_1997_article,associated,Article,10.1007/s004420050214,https://doi.org/10.1007/s004420050214,Robert R. Twilley and Mireya Pozo and Victor H. Garcia and Victor H. Rivera-Monroy and Ramon Zambrano and Alejandro Bodero,NA,"Litter dynamics in riverine mangrove forests in the Guayas River estuary, Ecuador",Springer Science and Business Media {LLC},1997,NA,jun,111,1,109--122,Oecologia,NA,NA,NA,NA,NA,NA
Mfilinge_et_al_2002,Mfilinge_et_al_2002_article,associated,Article,10.1007/s00468-001-0156-0,https://doi.org/10.1007/s00468-001-0156-0,P. Mfilinge and N. Atta and M. Tsuchiya,NA,"Nutrient dynamics and leaf litter decomposition in a subtropical mangrove forest at Oura Bay, Okinawa, Japan",Springer Science and Business Media {LLC},2002,NA,jan,16,NA,172--180,Trees,NA,NA,NA,NA,NA,NA
Lovelock_et_al_2010,Lovelock_et_al_2010_article,associated,Article,10.1007/s10021-010-9329-2,https://doi.org/10.1007/s10021-010-9329-2,Catherine E. Lovelock and Brian K. Sorrell and Nicole Hancock and Quan Hua and Andrew Swales,NA,Mangrove Forest and Soil Development on a Rapidly Accreting Shore in New Zealand,Springer Science and Business Media {LLC},2010,NA,apr,13,3,437--451,Ecosystems,NA,NA,NA,NA,NA,NA
Osland_et_al_2012,Osland_et_al_2012_article,associated,Article,10.1007/s10021-012-9551-1,https://doi.org/10.1007/s10021-012-9551-1,Michael J. Osland and Amanda C. Spivak and Janet A. Nestlerode and Jeannine M. Lessmann and Alejandro E. Almario and Paul T. Heitmuller and Marc J. Russell and Ken W. Krauss and Federico Alvarez and Darrin D. Dantin and James E. Harvey and Andrew S. From and Nicole Cormier and Camille L. Stagg,NA,Ecosystem Development After Mangrove Wetland Creation: Plant{\textendash}Soil Change Across a 20-Year Chronosequence,Springer Science and Business Media {LLC},2012,NA,may,15,5,848--866,Ecosystems,NA,NA,NA,NA,NA,NA
Nam_et_al_2016,Nam_et_al_2016_article,associated,Article,10.1007/s11273-015-9479-2,https://doi.org/10.1007/s11273-015-9479-2,Vien Ngoc Nam and Sigit D. Sasmito and Daniel Murdiyarso and Joko Purbopuspito and Richard A. MacKenzie,NA,Carbon stocks in artificially and naturally regenerated mangrove ecosystems in the Mekong Delta,Springer Science and Business Media {LLC},2016,NA,jan,24,2,231--244,Wetlands Ecology and Management,NA,NA,NA,NA,NA,NA
McFadden_et_al_2016,McFadden_et_al_2016_article,associated,Article,10.1007/s11273-016-9480-4,https://doi.org/10.1007/s11273-016-9480-4,Tyler Neal McFadden and J. Boone Kauffman and Rupesh K. Bhomia,NA,"Effects of nesting waterbirds on nutrient levels in mangroves, Gulf of Fonseca, Honduras",Springer Science and Business Media {LLC},2016,NA,feb,24,2,217--229,Wetlands Ecology and Management,NA,NA,NA,NA,NA,NA
MacKenzie_et_al_2016,MacKenzie_et_al_2016_article,associated,Article,10.1007/s11273-016-9481-3,https://doi.org/10.1007/s11273-016-9481-3,Richard A. MacKenzie and Patra B. Foulk and J. Val Klump and Kimberly Weckerly and Joko Purbospito and Daniel Murdiyarso and Daniel C. Donato and Vien Ngoc Nam,NA,Sedimentation and belowground carbon accumulation rates in mangrove forests that differ in diversity and land use: a tale of two mangroves,Springer Science and Business Media {LLC},2016,NA,feb,24,2,245--261,Wetlands Ecology and Management,NA,NA,NA,NA,NA,NA
Chanda_et_al_2013,Chanda_et_al_2013_article,associated,Article,10.1007/s12665-013-2962-2,https://doi.org/10.1007/s12665-013-2962-2,Abhra Chanda and Anirban Akhand and Sudip Manna and Sachinandan Dutta and Indrani Das and Sugata Hazra and K. H. Rao and V. K. Dadhwal,NA,Measuring daytime {CO}2 fluxes from the inter-tidal mangrove soils of Indian Sundarbans,Springer Science and Business Media {LLC},2013,NA,nov,72,2,417--427,Environmental Earth Sciences,NA,NA,NA,NA,NA,NA
Andreetta_et_al_2016,Andreetta_et_al_2016_article,associated,Article,10.1016/j.agee.2015.10.017,https://doi.org/10.1016/j.agee.2015.10.017,Anna Andreetta and Antonio Delgado Huertas and Matteo Lotti and Streng Cerise,NA,Land use changes affecting soil organic carbon storage along a mangrove swamp rice chronosequence in the Cacheu and Oio regions (northern Guinea-Bissau),Elsevier {BV},2016,NA,jan,216,NA,314--321,"Agriculture, Ecosystems {\&} Environment",NA,NA,NA,NA,NA,NA
Dutta_et_al_2013,Dutta_et_al_2013_article,associated,Article,10.1016/j.atmosenv.2013.05.050,https://doi.org/10.1016/j.atmosenv.2013.05.050,M.K. Dutta and C. Chowdhury and T.K. Jana and S.K. Mukhopadhyay,NA,"Dynamics and exchange fluxes of methane in the estuarine mangrove environment of the Sundarbans, {NE} coast of India",Elsevier {BV},2013,NA,oct,77,NA,631--639,Atmospheric Environment,NA,NA,NA,NA,NA,NA
Ferreira_et_al_2007,Ferreira_et_al_2007_article,associated,Article,10.1016/j.catena.2006.07.006,https://doi.org/10.1016/j.catena.2006.07.006,T.O. Ferreira and P. Vidal-Torrado and X.L. Otero and F. Mac\'\ias,NA,Are mangrove forest substrates sediments or soils? A case study in southeastern Brazil,Elsevier {BV},2007,NA,jun,70,1,79--91,{CATENA},NA,NA,NA,NA,NA,NA
Smoak_et_al_2013,Smoak_et_al_2013_article,associated,Article,10.1016/j.catena.2012.10.009,https://doi.org/10.1016/j.catena.2012.10.009,Joseph M. Smoak and Joshua L. Breithaupt and Thomas J. Smith and Christian J. Sanders,NA,Sediment accretion and organic carbon burial relative to sea-level rise and storm events in two mangrove forests in Everglades National Park,Elsevier {BV},2013,NA,may,104,NA,58--66,{CATENA},NA,NA,NA,NA,NA,NA
