study_id,site_id,core_id,year,core_notes,latitude,longitude,position_method,salinity_class,salinity_method,vegetation_class,vegetation_method,inundation_class,inundation_method,month,day,position_accuracy,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_notes,vegetation_notes,habitat,inundation_notes,core_length_flag
Trettin_et_al_2017,1359,1359_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,1361,1361_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,1361,1361_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,1361,1361_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,1361,1361_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,1361,1361_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,1382,1382_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,1382,1382_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,1382,1382_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,1382,1382_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,1382,1382_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,15,15_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,15,15_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,15,15_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,16,16_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,16,16_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,16,16_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,16,16_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,16,16_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,16,16_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,17,17_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,17,17_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,17,17_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,17,17_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,17,17_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,17,17_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,25,25_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,25,25_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,25,25_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,25,25_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,25,25_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,26,26_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,26,26_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,26,26_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,26,26_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,26,26_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,26,26_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,27,27_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,27,27_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,27,27_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,27,27_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,27,27_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,29,29_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,29,29_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,29,29_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,29,29_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,29,29_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,29,29_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,32B,32B_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,32B,32B_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,32B,32B_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,32B,32B_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,32B,32B_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,32B,32B_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,35,35_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,35,35_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,35,35_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,35,35_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,35,35_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,35,35_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,36,36_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,36,36_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,36,36_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,36,36_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,36,36_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,36,36_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,37,37_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,37,37_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,37,37_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,37,37_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,37,37_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,37,37_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,806,806_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,806,806_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,806,806_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,806,806_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,806,806_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,864,864_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,864,864_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,864,864_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,864,864_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,864,864_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9001,9001_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9001,9001_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9001,9001_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9001,9001_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9001,9001_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9002,9002_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9002,9002_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9002,9002_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9002,9002_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9003,9003_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9003,9003_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9003,9003_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9003,9003_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9003,9003_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9004,9004_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Trettin_et_al_2017,9004,9004_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
