"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","TC_mg_g","OC_mg_g","IC_mg_g","TN_mg_g","DOI"
"353","Ewers Lewis et al 2020","CEL WGB 4 Rep 1","Stony Creek Backwash","WGB 4 Rep 1","Tidal marsh",-37.825283,144.89565,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",6.95,0.84,75.13,69.51,NA,3.41,"https://doi.org/10.7910/DVN/6PFBO0"
"354","Ewers Lewis et al 2020","CEL WGB 4 Rep 1","Stony Creek Backwash","WGB 4 Rep 1","Tidal marsh",-37.825283,144.89565,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",10.96,0.52,119.31,109.57,NA,3.95,"https://doi.org/10.7910/DVN/6PFBO0"
"355","Ewers Lewis et al 2020","CEL WGB 6 Rep 3","Stony Creek Backwash","WGB 6 Rep 3","Tidal marsh",-37.8268,144.89565,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",6.53,0.83,67.99,65.28,NA,3.2,"https://doi.org/10.7910/DVN/6PFBO0"
"356","Ewers Lewis et al 2020","CEL WGB 6 Rep 3","Stony Creek Backwash","WGB 6 Rep 3","Tidal marsh",-37.8268,144.89565,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",7.6,0.85,78.24,75.97,NA,2.88,"https://doi.org/10.7910/DVN/6PFBO0"
"357","Ewers Lewis et al 2020","CEL WGB 6 Rep 3","Stony Creek Backwash","WGB 6 Rep 3","Tidal marsh",-37.8268,144.89565,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",2.02,1.73,28.55,20.21,NA,0.52,"https://doi.org/10.7910/DVN/6PFBO0"
"358","Ewers Lewis et al 2020","CEL YAM 5 Rep 2","Eumeralla Coastal Reserve","YAM 5 Rep 2","Tidal marsh",-38.330133,142.064567,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",11.5,0.22,145.45,114.95,35.85,9.62,"https://doi.org/10.7910/DVN/6PFBO0"
"359","Ewers Lewis et al 2020","CEL YAM 5 Rep 2","Eumeralla Coastal Reserve","YAM 5 Rep 2","Tidal marsh",-38.330133,142.064567,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",10.85,0.56,121.1,108.5,22.8,9.28,"https://doi.org/10.7910/DVN/6PFBO0"
"360","Ewers Lewis et al 2020","CEL YAM 5 Rep 2","Eumeralla Coastal Reserve","YAM 5 Rep 2","Tidal marsh",-38.330133,142.064567,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",6.37,0.59,66.47,63.69,NA,5.64,"https://doi.org/10.7910/DVN/6PFBO0"
"361","Ewers Lewis et al 2020","CEL YAM 6 Rep 3","Eumeralla Coastal Reserve","YAM 6 Rep 3","Tidal marsh",-38.3304,142.06475,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",9.95,0.61,145.42,99.46,45.44,9.61,"https://doi.org/10.7910/DVN/6PFBO0"
"362","Ewers Lewis et al 2020","CEL YAM 6 Rep 3","Eumeralla Coastal Reserve","YAM 6 Rep 3","Tidal marsh",-38.3304,142.06475,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",7.4,0.76,77.21,74.03,NA,7.15,"https://doi.org/10.7910/DVN/6PFBO0"
"363","Ewers Lewis et al 2020","CEL YAM 6 Rep 3","Eumeralla Coastal Reserve","YAM 6 Rep 3","Tidal marsh",-38.3304,142.06475,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",3.81,0.75,42.84,38.14,NA,4.41,"https://doi.org/10.7910/DVN/6PFBO0"
"364","Ewers Lewis et al 2020","CEL YAM 4 Rep 1","Eumeralla Coastal Reserve","YAM 4 Rep 1","Tidal marsh",-38.33005,142.064933,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",10.52,0.38,147.13,105.19,42.88,9.13,"https://doi.org/10.7910/DVN/6PFBO0"
"365","Ewers Lewis et al 2020","CEL YAM 4 Rep 1","Eumeralla Coastal Reserve","YAM 4 Rep 1","Tidal marsh",-38.33005,142.064933,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",9.26,0.53,97.38,92.64,16.25,7.5,"https://doi.org/10.7910/DVN/6PFBO0"
"366","Ewers Lewis et al 2020","CEL YAM 4 Rep 1","Eumeralla Coastal Reserve","YAM 4 Rep 1","Tidal marsh",-38.33005,142.064933,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",5.09,0.55,52.3,50.92,NA,4.17,"https://doi.org/10.7910/DVN/6PFBO0"
"367","Ewers Lewis et al 2020","CEL YBR 8 Rep 3","Yaringa Marine National Park","YBR 8 Rep 3","Tidal marsh",-38.24955,145.248667,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",8.44,0.51,79.81,84.4,NA,6.3,"https://doi.org/10.7910/DVN/6PFBO0"
"368","Ewers Lewis et al 2020","CEL YBR 8 Rep 3","Yaringa Marine National Park","YBR 8 Rep 3","Tidal marsh",-38.24955,145.248667,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",15.6,0.27,146.29,156.02,NA,9.52,"https://doi.org/10.7910/DVN/6PFBO0"
"369","Ewers Lewis et al 2020","CEL YBR 8 Rep 3","Yaringa Marine National Park","YBR 8 Rep 3","Tidal marsh",-38.24955,145.248667,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",3.62,0.86,36.32,36.22,NA,2.87,"https://doi.org/10.7910/DVN/6PFBO0"
"370","Ewers Lewis et al 2020","CEL YBR 2 Rep 1","Yaringa Marine National Park","YBR 2 Rep 1","Tidal marsh",-38.247567,145.249517,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",17.84,0.2,176.33,178.41,NA,13.06,"https://doi.org/10.7910/DVN/6PFBO0"
"371","Ewers Lewis et al 2020","CEL YBR 2 Rep 1","Yaringa Marine National Park","YBR 2 Rep 1","Tidal marsh",-38.247567,145.249517,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",17.42,0.17,175,174.23,NA,12.8,"https://doi.org/10.7910/DVN/6PFBO0"
"372","Ewers Lewis et al 2020","CEL YBR 2 Rep 1","Yaringa Marine National Park","YBR 2 Rep 1","Tidal marsh",-38.247567,145.249517,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",9.11,0.38,86.87,91.1,NA,7.1,"https://doi.org/10.7910/DVN/6PFBO0"
"373","Ewers Lewis et al 2020","CEL YBR 7 Rep 2","Yaringa Marine National Park","YBR 7 Rep 2","Tidal marsh",-38.249317,145.248333,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",12.82,0.33,126.34,128.15,NA,9.16,"https://doi.org/10.7910/DVN/6PFBO0"
"374","Ewers Lewis et al 2020","CEL YBR 7 Rep 2","Yaringa Marine National Park","YBR 7 Rep 2","Tidal marsh",-38.249317,145.248333,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",18.4,0.19,189.46,184.04,NA,13.96,"https://doi.org/10.7910/DVN/6PFBO0"
"375","Ewers Lewis et al 2020","CEL YBR 7 Rep 2","Yaringa Marine National Park","YBR 7 Rep 2","Tidal marsh",-38.249317,145.248333,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",4.65,0.67,45.88,46.47,NA,4.25,"https://doi.org/10.7910/DVN/6PFBO0"
