"study_id","site_id","core_id","sample_id","representative_depth_min","representative_depth_max","dry_bulk_density","fraction_carbon","depth_interval_notes"
"Nahlik_and_Fennessy_2016","NWCA11-1408","NWCA11-1408-5434","NWCA11-1408-1-11-GA-179-004-1",0,60,0.32,0.041,"No photo taken"
"Nahlik_and_Fennessy_2016","NWCA11-1409","NWCA11-1409-5435","NWCA11-1409-1-11-GA-039-005-1",0,60,0.24,0.1057,NA
"Nahlik_and_Fennessy_2016","NWCA11-1411","NWCA11-1411-5436","NWCA11-1411-1-11-GA-179-005-1",0,100,0.34,0.0467,NA
"Nahlik_and_Fennessy_2016","NWCA11-1412","NWCA11-1412-5437","NWCA11-1412-1-11-GA-051-007-1",0,89,0.45,0.0274,NA
"Nahlik_and_Fennessy_2016","NWCA11-1670","NWCA11-1670-5452","NWCA11-1670-1-11-LA-023-005-1",0,8,0.79,0.0173,NA
"Nahlik_and_Fennessy_2016","NWCA11-1670","NWCA11-1670-5452","NWCA11-1670-1-11-LA-023-005-2",8,38,1.08,0.0199,NA
"Nahlik_and_Fennessy_2016","NWCA11-1670","NWCA11-1670-5452","NWCA11-1670-1-11-LA-023-005-3",38,60,1.26,0.0016,NA
"Nahlik_and_Fennessy_2016","NWCA11-1670","NWCA11-1670-5452","NWCA11-1670-1-11-LA-023-005-4",60,125,NA,0.0015,NA
"Nahlik_and_Fennessy_2016","NWCA11-1678","NWCA11-1678-5455","NWCA11-1678-1-11-LA-023-006-1",0,22,0.3,0.0466,NA
"Nahlik_and_Fennessy_2016","NWCA11-1678","NWCA11-1678-5455","NWCA11-1678-1-11-LA-023-006-2",22,70,0.96,0.033,NA
"Nahlik_and_Fennessy_2016","NWCA11-1678","NWCA11-1678-5455","NWCA11-1678-1-11-LA-023-006-3",70,125,NA,0.0037,NA
"Nahlik_and_Fennessy_2016","NWCA11-1691","NWCA11-1691-5459","NWCA11-1691-1-11-LA-023-007-1",0,20,0.47,0.031,NA
"Nahlik_and_Fennessy_2016","NWCA11-1691","NWCA11-1691-5459","NWCA11-1691-1-11-LA-023-007-2",20,125,0.04,0.3314,"outside of valid range (0.06-2.53 g/cc)"
"Nahlik_and_Fennessy_2016","NWCA11-1694","NWCA11-1694-5460","NWCA11-1694-1-11-LA-057-008-1",0,125,0.33,0.4678,NA
"Nahlik_and_Fennessy_2016","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-2",0,38,0.13,0.2791,NA
"Nahlik_and_Fennessy_2016","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-3",38,50,0.22,0.2806,NA
"Nahlik_and_Fennessy_2016","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-4",50,60,0.22,0.1347,NA
"Nahlik_and_Fennessy_2016","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-6",60,85,NA,0.0136,NA
"Nahlik_and_Fennessy_2016","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-7",85,94,NA,0.0145,NA
"Nahlik_and_Fennessy_2016","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-8",94,130,NA,0.0056,NA
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-1",0,15,0.09,0.3592,NA
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-3",15,35,0.11,0.3604,NA
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-5",35,66,1.37,0.0065,"Oxidized rhizosphere"
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-6",66,87,NA,0.0024,NA
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-8",87,111,NA,0.0013,NA
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-9",111,125,NA,0.001,NA
"Nahlik_and_Fennessy_2016","NWCA11-1778","NWCA11-1778-5494","NWCA11-1778-1-11-MD-047-002-2",0,23,0.23,0.1324,NA
"Nahlik_and_Fennessy_2016","NWCA11-1778","NWCA11-1778-5494","NWCA11-1778-1-11-MD-047-002-3",23,46,1.13,0.014,NA
"Nahlik_and_Fennessy_2016","NWCA11-1778","NWCA11-1778-5494","NWCA11-1778-1-11-MD-047-002-4",46,68,1.13,0.0042,NA
"Nahlik_and_Fennessy_2016","NWCA11-1778","NWCA11-1778-5494","NWCA11-1778-1-11-MD-047-002-5",68,120,NA,4e-04,NA
"Nahlik_and_Fennessy_2016","NWCA11-1789","NWCA11-1789-5496","NWCA11-1789-1-11-MD-019-003-2",0,24,0.1,0.4644,NA
"Nahlik_and_Fennessy_2016","NWCA11-1789","NWCA11-1789-5496","NWCA11-1789-1-11-MD-019-003-4",24,44,1.16,0.0668,NA
"Nahlik_and_Fennessy_2016","NWCA11-1789","NWCA11-1789-5496","NWCA11-1789-1-11-MD-019-003-5",44,74,1.49,0.0149,NA
"Nahlik_and_Fennessy_2016","NWCA11-1789","NWCA11-1789-5496","NWCA11-1789-1-11-MD-019-003-6",74,125,NA,0.0103,NA
"Nahlik_and_Fennessy_2016","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-1",0,10,0.11,0.1581,NA
"Nahlik_and_Fennessy_2016","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-2",10,21,0.9,0.0331,NA
"Nahlik_and_Fennessy_2016","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-3",21,41,1.07,0.0202,NA
"Nahlik_and_Fennessy_2016","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-4",41,57,1.71,0.0057,NA
"Nahlik_and_Fennessy_2016","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-5",57,101,1.05,0.003,NA
"Nahlik_and_Fennessy_2016","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-6",101,127,NA,0.0024,NA
"Nahlik_and_Fennessy_2016","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-1",0,11,0.07,0.4399,"Layer of mucky peat may have been vegetative cap"
"Nahlik_and_Fennessy_2016","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-2",11,29,NA,0.1478,"Organic bodies in 1st three horizons are suspect observations; no bulk density."
"Nahlik_and_Fennessy_2016","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-3",29,38,1.12,0.0173,NA
"Nahlik_and_Fennessy_2016","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-4",38,60,1.1,0.0081,NA
"Nahlik_and_Fennessy_2016","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-5",60,90,NA,0.0078,NA
"Nahlik_and_Fennessy_2016","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-6",90,125,NA,0.007,NA
"Nahlik_and_Fennessy_2016","NWCA11-1810","NWCA11-1810-5499","NWCA11-1810-1-11-MD-039-004-4",0,33,1.62,0.0115,NA
"Nahlik_and_Fennessy_2016","NWCA11-1810","NWCA11-1810-5499","NWCA11-1810-1-11-MD-039-004-5",33,69,1.78,0.0052,NA
"Nahlik_and_Fennessy_2016","NWCA11-1810","NWCA11-1810-5499","NWCA11-1810-1-11-MD-039-004-6",69,97,NA,0.0019,NA
"Nahlik_and_Fennessy_2016","NWCA11-1810","NWCA11-1810-5499","NWCA11-1810-1-11-MD-039-004-7",97,113,NA,0.0019,NA
"Nahlik_and_Fennessy_2016","NWCA11-1816","NWCA11-1816-5500","NWCA11-1816-1-11-MD-047-004-2",0,28,0.28,0.1201,NA
"Nahlik_and_Fennessy_2016","NWCA11-1816","NWCA11-1816-5500","NWCA11-1816-1-11-MD-047-004-3",28,96,0.45,0.1154,NA
"Nahlik_and_Fennessy_2016","NWCA11-1817","NWCA11-1817-5501","NWCA11-1817-1-11-MD-039-005-4",0,30,1.39,0.0096,NA
"Nahlik_and_Fennessy_2016","NWCA11-1817","NWCA11-1817-5501","NWCA11-1817-1-11-MD-039-005-5",30,47,NA,0.0138,NA
"Nahlik_and_Fennessy_2016","NWCA11-1817","NWCA11-1817-5501","NWCA11-1817-1-11-MD-039-005-7",47,67,NA,0.0029,NA
"Nahlik_and_Fennessy_2016","NWCA11-1817","NWCA11-1817-5501","NWCA11-1817-1-11-MD-039-005-8",67,99,NA,0.0036,NA
"Nahlik_and_Fennessy_2016","NWCA11-1817","NWCA11-1817-5501","NWCA11-1817-1-11-MD-039-005-9",99,140,NA,0.0026,NA
"Nahlik_and_Fennessy_2016","NWCA11-1819","NWCA11-1819-5502","NWCA11-1819-1-11-MD-019-011-2",0,14,0.26,0.153,NA
"Nahlik_and_Fennessy_2016","NWCA11-1819","NWCA11-1819-5502","NWCA11-1819-1-11-MD-019-011-4",14,32,1.7,0.0056,"Feature and matrix are switched layer 4 is same as 5"
"Nahlik_and_Fennessy_2016","NWCA11-1819","NWCA11-1819-5502","NWCA11-1819-1-11-MD-019-011-6",32,85,1.19,0.0026,NA
"Nahlik_and_Fennessy_2016","NWCA11-1819","NWCA11-1819-5502","NWCA11-1819-1-11-MD-019-011-7",85,110,NA,0.0022,NA
"Nahlik_and_Fennessy_2016","NWCA11-1819","NWCA11-1819-5502","NWCA11-1819-1-11-MD-019-011-8",110,125,NA,0.0019,NA
"Nahlik_and_Fennessy_2016","NWCA11-1832","NWCA11-1832-5505","NWCA11-1832-1-11-ME-015-001-1",0,36,0.29,0.1519,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1832","NWCA11-1832-5505","NWCA11-1832-1-11-ME-015-001-2",36,56,0.22,0.1628,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1832","NWCA11-1832-5505","NWCA11-1832-1-11-ME-015-001-3",56,71,0.12,0.1781,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1832","NWCA11-1832-5505","NWCA11-1832-1-11-ME-015-001-4",71,130,0.23,0.1477,"Horizon is same as the one above: excavated to 130cm Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1966","NWCA11-1966-5516","NWCA11-1966-1-11-MS-045-002-1",0,28,0.27,0.1936,NA
"Nahlik_and_Fennessy_2016","NWCA11-1966","NWCA11-1966-5516","NWCA11-1966-1-11-MS-045-002-2",28,120,1.13,0.0274,NA
"Nahlik_and_Fennessy_2016","NWCA11-1969","NWCA11-1969-5517","NWCA11-1969-1-11-MS-059-006-1",0,60,1.54,0.0039,"Appears same sand just moist deeper"
"Nahlik_and_Fennessy_2016","NWCA11-1973","NWCA11-1973-5521","NWCA11-1973-1-11-MS-047-003-1",0,120,1.44,0.0017,"Soil moist at 30cm - all sand no color matches - like beach sand."
"Nahlik_and_Fennessy_2016","NWCA11-2033","NWCA11-2033-5551","NWCA11-2033-1-11-NC-095-004-1",0,11,NA,0.05,"Dry bulk density inconsistent with layer position, wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2033","NWCA11-2033-5551","NWCA11-2033-1-11-NC-095-004-2",11,35,NA,0.0467,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2033","NWCA11-2033-5551","NWCA11-2033-1-11-NC-095-004-3",35,130,NA,0.0479,"Photo #5 @ 1345 outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2038","NWCA11-2038-5555","NWCA11-2038-1-11-NC-031-003-1",0,23,0.52,0.0477,NA
"Nahlik_and_Fennessy_2016","NWCA11-2038","NWCA11-2038-5555","NWCA11-2038-1-11-NC-031-003-2",23,96,0.47,0.0248,NA
"Nahlik_and_Fennessy_2016","NWCA11-2048","NWCA11-2048-5566","NWCA11-2048-1-11-NC-095-006-1",0,36,NA,0.4595,"Photo @ 1315 Dry bulk density inconsistent with layer position, wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2048","NWCA11-2048-5566","NWCA11-2048-1-11-NC-095-006-2",36,68,NA,0.3403,"Dry bulk density inconsistent with layer position, wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2048","NWCA11-2048-5566","NWCA11-2048-1-11-NC-095-006-3",68,86,NA,0.0223,NA
"Nahlik_and_Fennessy_2016","NWCA11-2048","NWCA11-2048-5566","NWCA11-2048-1-11-NC-095-006-4",86,127,NA,0.0694,NA
"Nahlik_and_Fennessy_2016","NWCA11-2070","NWCA11-2070-5582","NWCA11-2070-1-11-NC-053-002-2",0,82,0.36,0.1386,NA
"Nahlik_and_Fennessy_2016","NWCA11-2074","NWCA11-2074-5586","NWCA11-2074-1-11-NC-055-002-1",0,21,0.42,0.0648,NA
"Nahlik_and_Fennessy_2016","NWCA11-2074","NWCA11-2074-5586","NWCA11-2074-1-11-NC-055-002-2",21,110,0.8,0.0067,NA
"Nahlik_and_Fennessy_2016","NWCA11-2076","NWCA11-2076-5590","NWCA11-2076-1-11-NC-055-003-1",0,30,NA,0.2068,"Photo at 1445 Dry bulk density inconsistent with layer position, wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2076","NWCA11-2076-5590","NWCA11-2076-1-11-NC-055-003-2",30,48,NA,0.1784,"Dry bulk density inconsistent with layer position, wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2076","NWCA11-2076-5590","NWCA11-2076-1-11-NC-055-003-3",48,99,NA,0.1117,"Dry bulk density inconsistent with layer position, wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2077","NWCA11-2077-5591","NWCA11-2077-1-11-NC-095-014-1",0,71,NA,0.0528,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2079","NWCA11-2079-5592","NWCA11-2079-1-11-NC-013-002-1",0,37,NA,0.3158,"Dry bulk density inconsistent with layer position, wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2079","NWCA11-2079-5592","NWCA11-2079-1-11-NC-013-002-2",37,56,NA,0.074,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2081","NWCA11-2081-5593","NWCA11-2081-1-11-NC-095-015-1",0,34,NA,0.3477,"Photo @ 1150 Dry bulk density inconsistent with layer position, wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2081","NWCA11-2081-5593","NWCA11-2081-1-11-NC-095-015-2",34,55,NA,0.2467,"Dry bulk density inconsistent with layer position, wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2081","NWCA11-2081-5593","NWCA11-2081-1-11-NC-095-015-3",55,74,NA,0.1864,NA
"Nahlik_and_Fennessy_2016","NWCA11-2081","NWCA11-2081-5593","NWCA11-2081-1-11-NC-095-015-4",74,100,NA,0.0301,"Photo @ 1300?"
"Nahlik_and_Fennessy_2016","NWCA11-2168","NWCA11-2168-5603","NWCA11-2168-1-11-NH-015-002-1",0,24,0.48,0.3825,NA
"Nahlik_and_Fennessy_2016","NWCA11-2168","NWCA11-2168-5603","NWCA11-2168-1-11-NH-015-002-2",24,40,0.56,0.3091,NA
"Nahlik_and_Fennessy_2016","NWCA11-2168","NWCA11-2168-5603","NWCA11-2168-1-11-NH-015-002-3",40,58,0.27,0.3027,NA
"Nahlik_and_Fennessy_2016","NWCA11-2168","NWCA11-2168-5603","NWCA11-2168-1-11-NH-015-002-4",58,90,0.23,0.0133,NA
"Nahlik_and_Fennessy_2016","NWCA11-2170","NWCA11-2170-5604","NWCA11-2170-1-11-NH-015-004-1",0,19,0.12,0.1239,NA
"Nahlik_and_Fennessy_2016","NWCA11-2170","NWCA11-2170-5604","NWCA11-2170-1-11-NH-015-004-2",19,56,0.15,0.0992,NA
"Nahlik_and_Fennessy_2016","NWCA11-2170","NWCA11-2170-5604","NWCA11-2170-1-11-NH-015-004-3",56,120,0.13,0.1097,NA
"Nahlik_and_Fennessy_2016","NWCA11-2175","NWCA11-2175-5606","NWCA11-2175-1-11-NH-015-005-1",0,20,0.33,0.1014,NA
"Nahlik_and_Fennessy_2016","NWCA11-2175","NWCA11-2175-5606","NWCA11-2175-1-11-NH-015-005-2",20,48,0.23,0.1301,NA
"Nahlik_and_Fennessy_2016","NWCA11-2175","NWCA11-2175-5606","NWCA11-2175-1-11-NH-015-005-3",48,110,0.34,0.0845,NA
"Nahlik_and_Fennessy_2016","NWCA11-2175","NWCA11-2175-5606","NWCA11-2175-1-11-NH-015-005-4",110,125,1.19,0.0045,NA
"Nahlik_and_Fennessy_2016","NWCA11-R073","NWCA11-R073-5679","NWCA11-R073-1-11-FL-021-007-1",0,60,0.23,0.253,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-R073","NWCA11-R073-5679","NWCA11-R073-1-11-FL-021-007-2",60,125,NA,0.0857,NA
"Nahlik_and_Fennessy_2016","NWCA11-R077","NWCA11-R077-5682","NWCA11-R077-1-11-FL-021-008-2",0,65,0.13,0.3931,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-R077","NWCA11-R077-5682","NWCA11-R077-1-11-FL-021-008-3",65,125,NA,0.0146,NA
"Nahlik_and_Fennessy_2016","NWCA11-2527","NWCA11-2527-5714","NWCA11-2527-1-11-TX-061-001-2",0,33,1.49,0.0263,"Small white crystalline dispersed throughout layer (<1% composition) Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2527","NWCA11-2527-5714","NWCA11-2527-1-11-TX-061-001-3",33,83,1.18,0.0262,"Same structures as in f1 throughout (5% composition) Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2527","NWCA11-2527-5715","NWCA11-2527-2-11-TX-061-002-1",0,19,0.99,0.0287,NA
"Nahlik_and_Fennessy_2016","NWCA11-2527","NWCA11-2527-5715","NWCA11-2527-2-11-TX-061-002-2",19,60,1.75,0.0269,"Salt veins, 3%"
"Nahlik_and_Fennessy_2016","NWCA11-2527","NWCA11-2527-5715","NWCA11-2527-2-11-TX-061-002-3",60,79,NA,0.0279,"Salt veins, 3%"
"Nahlik_and_Fennessy_2016","NWCA11-2527","NWCA11-2527-5715","NWCA11-2527-2-11-TX-061-002-5",79,108,NA,0.0313,"Clay dominant with high sand content."
"Nahlik_and_Fennessy_2016","NWCA11-2527","NWCA11-2527-5715","NWCA11-2527-2-11-TX-061-002-6",108,125,NA,0.0278,NA
"Nahlik_and_Fennessy_2016","NWCA11-2530","NWCA11-2530-5716","NWCA11-2530-1-11-TX-071-005-1",0,22,0.35,0.1657,NA
"Nahlik_and_Fennessy_2016","NWCA11-2530","NWCA11-2530-5716","NWCA11-2530-1-11-TX-071-005-2",22,38,0.62,0.0708,NA
"Nahlik_and_Fennessy_2016","NWCA11-2530","NWCA11-2530-5716","NWCA11-2530-1-11-TX-071-005-3",38,72,1.24,0.0184,NA
"Nahlik_and_Fennessy_2016","NWCA11-2535","NWCA11-2535-5717","NWCA11-2535-1-11-TX-239-001-2",0,22,1.41,0.0203,"Soil not saturated but moist starting at -4cm. Only distinction between horizon 1 and 2 is moisture maybe same horizon."
"Nahlik_and_Fennessy_2016","NWCA11-2535","NWCA11-2535-5717","NWCA11-2535-1-11-TX-239-001-3",22,42,0.68,0.0173,NA
"Nahlik_and_Fennessy_2016","NWCA11-2535","NWCA11-2535-5717","NWCA11-2535-1-11-TX-239-001-4",42,74,0.99,0.0194,NA
"Nahlik_and_Fennessy_2016","NWCA11-2535","NWCA11-2535-5717","NWCA11-2535-1-11-TX-239-001-5",74,112,NA,0.0179,NA
"Nahlik_and_Fennessy_2016","NWCA11-2535","NWCA11-2535-5717","NWCA11-2535-1-11-TX-239-001-6",112,123,NA,0.0151,"High sand content, unspecified feature."
"Nahlik_and_Fennessy_2016","NWCA11-2540","NWCA11-2540-5718","NWCA11-2540-1-11-TX-039-004-2",0,22,1.1,0.0211,NA
"Nahlik_and_Fennessy_2016","NWCA11-2540","NWCA11-2540-5718","NWCA11-2540-1-11-TX-039-004-3",22,53,1.43,0.005,NA
"Nahlik_and_Fennessy_2016","NWCA11-2540","NWCA11-2540-5718","NWCA11-2540-1-11-TX-039-004-4",53,89,1.55,0.0019,NA
"Nahlik_and_Fennessy_2016","NWCA11-2541","NWCA11-2541-5719","NWCA11-2541-1-11-TX-071-001-1",0,8,0.59,0.0715,NA
"Nahlik_and_Fennessy_2016","NWCA11-2541","NWCA11-2541-5719","NWCA11-2541-1-11-TX-071-001-2",8,25,0.95,0.069,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2541","NWCA11-2541-5719","NWCA11-2541-1-11-TX-071-001-3",25,49,0.66,0.0259,NA
"Nahlik_and_Fennessy_2016","NWCA11-2541","NWCA11-2541-5719","NWCA11-2541-1-11-TX-071-001-4",49,69,1.11,0.0126,NA
"Nahlik_and_Fennessy_2016","NWCA11-2546","NWCA11-2546-5722","NWCA11-2546-1-11-TX-071-002-1",0,9,1.09,0.0046,"Soil horizons and photos taken vertically (in situ), soil too crumbly to remove"
"Nahlik_and_Fennessy_2016","NWCA11-2546","NWCA11-2546-5722","NWCA11-2546-1-11-TX-071-002-2",9,16,1.37,0.0027,"Soil horizons and photos taken vertically (in situ), soil too crumbly to remove"
"Nahlik_and_Fennessy_2016","NWCA11-2546","NWCA11-2546-5722","NWCA11-2546-1-11-TX-071-002-3",16,125,0.77,0.0024,"Large soft masses of clay like material interspersed at approximately 80cm and below Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2551","NWCA11-2551-5723","NWCA11-2551-1-11-TX-239-002-1",0,20,1.92,0.0274,NA
"Nahlik_and_Fennessy_2016","NWCA11-2551","NWCA11-2551-5723","NWCA11-2551-1-11-TX-239-002-2",20,46,1.92,0.0194,NA
"Nahlik_and_Fennessy_2016","NWCA11-2551","NWCA11-2551-5723","NWCA11-2551-1-11-TX-239-002-3",46,75,1.54,0.0218,NA
"Nahlik_and_Fennessy_2016","NWCA11-2551","NWCA11-2551-5723","NWCA11-2551-1-11-TX-239-002-4",75,119,NA,0.0202,NA
"Nahlik_and_Fennessy_2016","NWCA11-2551","NWCA11-2551-5723","NWCA11-2551-1-11-TX-239-002-5",119,132,NA,0.0158,NA
"Nahlik_and_Fennessy_2016","NWCA11-2557","NWCA11-2557-5724","NWCA11-2557-1-11-TX-071-003-1",0,9,1.16,0.0229,NA
"Nahlik_and_Fennessy_2016","NWCA11-2557","NWCA11-2557-5724","NWCA11-2557-1-11-TX-071-003-2",9,18,1.46,0.0086,NA
"Nahlik_and_Fennessy_2016","NWCA11-2557","NWCA11-2557-5724","NWCA11-2557-1-11-TX-071-003-3",18,33,2.27,0.0044,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2557","NWCA11-2557-5724","NWCA11-2557-1-11-TX-071-003-4",33,65,1.47,0.0034,NA
"Nahlik_and_Fennessy_2016","NWCA11-2562","NWCA11-2562-5725","NWCA11-2562-1-11-TX-071-004-3",0,33,2.35,7e-04,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2562","NWCA11-2562-5725","NWCA11-2562-1-11-TX-071-004-4",33,47,1.89,0.0048,NA
"Nahlik_and_Fennessy_2016","NWCA11-2562","NWCA11-2562-5725","NWCA11-2562-1-11-TX-071-004-5",47,63,2.49,0.0027,NA
"Nahlik_and_Fennessy_2016","NWCA11-2564","NWCA11-2564-5726","NWCA11-2564-1-11-TX-167-002-1",0,13,0.43,0.0576,"Layer dominated by roots; not enough soil to do color."
"Nahlik_and_Fennessy_2016","NWCA11-2564","NWCA11-2564-5726","NWCA11-2564-1-11-TX-167-002-2",13,31,0.55,0.0429,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2564","NWCA11-2564-5726","NWCA11-2564-1-11-TX-167-002-3",31,44,0.45,0.0402,NA
"Nahlik_and_Fennessy_2016","NWCA11-2564","NWCA11-2564-5726","NWCA11-2564-1-11-TX-167-002-4",44,57,1.42,0.012,NA
"Nahlik_and_Fennessy_2016","NWCA11-2573","NWCA11-2573-5733","NWCA11-2573-1-11-TX-071-006-2",0,30,0.3,0.0674,NA
"Nahlik_and_Fennessy_2016","NWCA11-2573","NWCA11-2573-5733","NWCA11-2573-1-11-TX-071-006-3",30,45,0.28,0.0323,NA
"Nahlik_and_Fennessy_2016","NWCA11-2573","NWCA11-2573-5733","NWCA11-2573-1-11-TX-071-006-4",45,61,0.67,0.0143,NA
"Nahlik_and_Fennessy_2016","NWCA11-2580","NWCA11-2580-5734","NWCA11-2580-1-11-TX-167-008-1",0,13,1.68,0.0146,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2580","NWCA11-2580-5734","NWCA11-2580-1-11-TX-167-008-2",13,25,1.54,0.0038,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2580","NWCA11-2580-5734","NWCA11-2580-1-11-TX-167-008-3",25,45,2.07,0.0016,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2580","NWCA11-2580-5734","NWCA11-2580-1-11-TX-167-008-4",45,91,1.73,0.0012,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2584","NWCA11-2584-5735","NWCA11-2584-1-11-TX-039-006-2",0,18,1.82,0.0073,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2584","NWCA11-2584-5735","NWCA11-2584-1-11-TX-039-006-4",18,35,1.27,0.0056,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2584","NWCA11-2584-5735","NWCA11-2584-1-11-TX-039-006-5",35,44,0.99,0.0078,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2584","NWCA11-2584-5735","NWCA11-2584-1-11-TX-039-006-6",44,66,1.62,0.0068,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2589","NWCA11-2589-5736","NWCA11-2589-1-11-TX-071-009-3",0,26,1.71,0.0133,NA
"Nahlik_and_Fennessy_2016","NWCA11-2589","NWCA11-2589-5736","NWCA11-2589-1-11-TX-071-009-4",26,41,1.76,0.0052,NA
"Nahlik_and_Fennessy_2016","NWCA11-2589","NWCA11-2589-5736","NWCA11-2589-1-11-TX-071-009-5",41,69,1.76,0.0057,NA
"Nahlik_and_Fennessy_2016","NWCA11-2591","NWCA11-2591-5737","NWCA11-2591-1-11-TX-057-005-1",0,10,0.97,0.0109,NA
"Nahlik_and_Fennessy_2016","NWCA11-2591","NWCA11-2591-5737","NWCA11-2591-1-11-TX-057-005-2",10,26,1.59,0.0045,NA
"Nahlik_and_Fennessy_2016","NWCA11-2591","NWCA11-2591-5737","NWCA11-2591-1-11-TX-057-005-3",26,39,1.06,0.0062,NA
"Nahlik_and_Fennessy_2016","NWCA11-2591","NWCA11-2591-5737","NWCA11-2591-1-11-TX-057-005-4",39,71,1.38,0.0049,"Shells/fragments - % rocks"
