study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_unit,cs137_activity_notes,total_pb210_activity,ra226_activity,excess_pb210_activity,pb210_unit,be7_activity,be7_activity_notes,age
Gonneea_et_al_2018,Eel_Pond,EPB,23,24,0.153689567,0.3402669683,0,disintegrations_per_minute_per_gram,below detection limits,1.568911675,0.35,1.218911675,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,24,25,0.150381679,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.770948706,0.213193958,1.557754749,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,25,26,0.130025445,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.818700865,0.35,1.468700865,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,26,27,0.168193384,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.12838842,0.323927683,0.804460737,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,27,28,0.154961832,0.3017504799,0,disintegrations_per_minute_per_gram,below detection limits,1.043943608,0.35780856,0.686135048,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,28,29,0.189058524,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.047951832,0.259025459,0.788926373,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,29,30,0.183715013,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.953083437,0.556394196,0.396689241,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,30,32,0.164076433,0.2356700369,0,disintegrations_per_minute_per_gram,below detection limits,1.170812817,0.415762781,0.755050036,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,32,34,0.160254777,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.755819607,0.467393825,0.288425782,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,34,36,0.181910828,0.2477621358,0,disintegrations_per_minute_per_gram,below detection limits,1.216654939,0.42084537,0.795809569,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,36,38,0.165477707,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.308627563,0.256405962,0.052221601,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,38,40,0.170573248,0.2400305703,0,disintegrations_per_minute_per_gram,below detection limits,0.366525986,0.327023716,0.039502269,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPB,40,42,0.156305732,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,42,44,0.130700637,0.27996701949999997,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,44,46,0.143057325,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,46,48,0.13044586,0.3034700081,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,48,50,0.143312102,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,50,52,0.161019108,0.2649236564,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,52,54,0.131847134,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,54,56,0.122038217,0.2697834701,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,56,58,0.115414013,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,58,60,0.114267516,0.3072473184,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,60,62,0.103821656,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,62,64,0.102420382,0.2501395623,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,64,66,0.242292994,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,66,68,0.333757962,0.15636888100000002,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,68,70,0.245605096,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,70,72,0.219363057,0.1810921995,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,72,74,0.208535032,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,74,76,0.145605096,0.2491276111,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,76,78,0.158089172,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,78,80,0.173375796,0.20109681510000002,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,80,82,0.446751592,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,82,84,0.400382166,0.1981107555,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,84,86,0.827006369,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,86,88,1.104585987,0.05810515657,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,88,90,1.207515924,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,90,92,1.307770701,0.01131109099,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,92.25,94.25,1.324203822,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
