"study_id","site_id","plot_id","plot_area","plot_shape","plot_center_latitude","plot_center_longitude","plot_radius","year","month","day","field_or_manipulation_code","habitat","dominant_species","plant_plot_detail_present","soil_core_present","latitude","longitude","position_method","max_soil_depth_reporting","plot_notes","ecosystem_type","protection_status","protection_notes","ecosystem_health","salinity","plant_count","plot_soil_carbon_total","plot_soil_carbon_100cm","plot_plant_carbon","salinity_class","salinity_method","vegetation_class","coordinates_obscured_flag","land_use_class","land_use_status","plot_basal_density","position_notes","debris_carbon","understory_carbon","soil_carbon_100cm","soil_carbon_300cm","aboveground_plant_carbon","belowground_plant_carbon","method_id","plot_sapling_area","site_notes","position_accuracy","disturbance_notes","disturbance_year","ecosystem_condition","disturbance_class","ecotype","basal_area","harvest_or_allometry","coordinate_obscured_flag","stand_age","aboveground_biomass","belowground_biomass","aboveground_carbon","belowground_carbon","basal_area_unit"
"Simard_et_al_2019","central_america_Honduras","SanBernardoE3","78.5","circle","13.10551667","-87.27935","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoE4","78.5","circle","13.10566667","-87.2796","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoE5","78.5","circle","13.10565","-87.2799","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoE6","78.5","circle","13.10571667","-87.28013333","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoE7","78.5","circle","13.10563333","-87.28055","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoE8","78.5","circle","13.105667","-87.280786","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoE9","78.5","circle","13.105717","-87.281038","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW1","78.5","circle","13.09148333","-87.33315","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW10","78.5","circle","13.093044","-87.334844","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW15","78.5","circle","13.093413","-87.335041","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW16","78.5","circle","13.093772","-87.335135","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW17","78.5","circle","13.094019","-87.335194","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW18","78.5","circle","13.094431","-87.335239","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW19","78.5","circle","13.09483333","-87.33525","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW2","78.5","circle","13.09158333","-87.33323333","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW3","78.5","circle","13.091666","-87.333332","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW4","78.5","circle","13.09181","-87.333549","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW5","78.5","circle","13.091933","-87.333767","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW5b","78.5","circle","13.091933","-87.333801","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW6","78.5","circle","13.091999","-87.333834","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW7","78.5","circle","13.09224","-87.334132","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW8","78.5","circle","13.092416","-87.334322","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","central_america_Honduras","SanBernardoW9","78.5","circle","13.092847","-87.334679","4.998732445873411","2004","8","20","field","mangrove","Avicennia germinans","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","Genesis_1","78.5","circle",NA,"-79.79354","4.998732445873411","2014","5","22","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","Genesis_2","78.5","circle",NA,NA,"4.998732445873411","2014","5","22","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","Genesis_3","78.5","circle",NA,NA,"4.998732445873411","2014","5","22","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","Genesis_4","78.5","circle",NA,"-79.79269","4.998732445873411","2014","5","22","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","Isla_Ingleses_1","625","square",NA,"-79.78812",NA,"2014","5","19","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","Isla_Ingleses_2","625","square",NA,"-79.78786",NA,"2014","5","19","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","Isla_Mondragon_1","1256.6","circle",NA,"-79.85952","19.999705072289224","2014","5","20","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","Isla_Mondragon_2","1256.6","circle",NA,"-79.85994","19.999705072289224","2014","5","20","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","Med-E","1256.6","circle",NA,"-79.73917","19.999705072289224","2014","5","21","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","sitio_1","1000","square","5.741345761","-77.23978917",NA,"2014","8","3","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","sitio_2","1000","square","5.707042236","-77.26685727",NA,"2014","8","3","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","sitio_3","314","circle","5.76477","-77.24216","9.997464891746821","2014","8","3","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_tropical_Pacific_Colombia_Ecuador","sitio_4","706","circle","5.81769","-77.252045","14.99088988838742","2014","8","3","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T1B_100",NA,NA,"10.133194","-62.624028",NA,"2006","6","15","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T1B_300",NA,NA,"10.133472","-62.625972",NA,"2006","6","15","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T1B_400",NA,NA,"10.133472","-62.626806",NA,"2006","6","15","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T1E_213",NA,NA,"10.139306","-62.606806",NA,"2006","6","12","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T1E_274",NA,NA,"10.139306","-62.60625",NA,"2006","6","12","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T1E_30",NA,NA,"10.138472","-62.608194",NA,"2006","6","12","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T1E_474",NA,NA,"10.140139","-62.604583",NA,"2006","6","12","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T1E_674",NA,NA,"10.140694","-62.602639",NA,"2006","6","12","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T1E_91",NA,NA,"10.13875","-62.607639",NA,"2006","6","12","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T2_176",NA,NA,"10.227083","-62.620972",NA,"2006","6","14","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T2_295",NA,NA,"10.227639","-62.619861",NA,"2006","6","14","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T2_456",NA,NA,"10.228194","-62.61875",NA,"2006","6","14","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T2_51",NA,NA,"10.226528","-62.622083",NA,"2006","6","14","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T2_542",NA,NA,"10.228472","-62.617917",NA,"2006","6","14","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T2_679",NA,NA,"10.229028","-62.616806",NA,"2006","6","14","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T3_100",NA,NA,"10.225972","-62.583194",NA,"2006","6","13","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T3_150",NA,NA,"10.225694","-62.583194",NA,"2006","6","13","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T3_250",NA,NA,"10.22483","-62.582917",NA,"2006","6","13","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T3_350",NA,NA,"10.22375","-62.582917",NA,"2006","6","13","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T3_450",NA,NA,"10.222917","-62.582917",NA,"2006","6","13","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T3_500",NA,NA,"10.222361","-62.582639",NA,"2006","6","13","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T4_105",NA,NA,"10.065139","-62.659583",NA,"2006","6","16","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T4_150",NA,NA,"10.064861","-62.0659306",NA,"2006","6","16","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simard_et_al_2019","south_america_Venezuela","Venezuela_T4_155",NA,NA,"10.064861","-62.659861",NA,"2006","6","16","field","mangrove","Rhizophora mangle","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
