study_id,site_id,site_description,site_latitude_max,site_latitude_min,site_longitude_max,site_longitude_min,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes
Veldkornet_2016_PhD,Gouritz,"Eastern Cape, Warm Temperate, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Great Brak,"Western Cape, Warm Temperate, Estuarine Bay, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Great Brak,"Western Cape, Warm Temperate, Estuarine Bay, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Kleinmond,"Western Cape, Cool Temperate, Estuarine Lake, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Uilkraals,"Western Cape, Cool Temperate, Predominantly Open, Supra, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Uilkraals,"Western Cape, Cool Temperate, Predominantly Open, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Uilkraals,"Western Cape, Cool Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Verlorenvlei,"Western Cape, Cool Temperate, Estuarine Lake, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Verlorenvlei,"Western Cape, Cool Temperate, Estuarine Lake, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_et_al_2016,Orange,"Western Cape, Cool Temperate, Large Fluvially Dominated, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_et_al_2016,Orange,"Western Cape, Cool Temperate, Large Fluvially Dominated, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_et_al_2016,Olifants,"Western Cape, Cool Temperate, Predominantly Open, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_et_al_2016,Olifants,"Western Cape, Cool Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Verle_2013,Mbashe,Warm Temperate,NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Vromans_2010,East Kleinemonde,"Eastern Cape, Warm Temperate, Large Temporarily Closed, Submerged",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Vromans_2010,East Kleinemonde,"Eastern Cape, Warm Temperate, Large Temporarily Closed, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Vromans_2010,East Kleinemonde,"Eastern Cape, Warm Temperate, Large Temporarily Closed, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Wooldridge_et_al_2016,Groen,"Western Cape, Cool Temperate, Arid Predominantly Closed, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Kauffman_et_al_2020,Barview Eelgrass,Coos Bay Estuary,43.3459,43.3454,-124.3182,-124.3189,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Blind Slough Swamp,Lower Columbia River Estuary,46.1924,46.1919,-123.579,-123.5807,NA,NA,NA,forested,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Chehalis Flood Plain,Grays Harbor Estuary,46.9419,46.9411,-123.7209,-123.7215,NA,NA,NA,forested,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Coal Creek Swamp,Nehalem Estuary,45.7446,45.7437,-123.8569,-123.8574,NA,NA,NA,forested,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Criteser's Marsh,Yaquina Bay Estuary,44.5899,44.5896,-123.9464,-123.9476,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Danger Point High Marsh,Coos Bay Estuary,43.2836,43.2828,-124.323,-124.3235,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Delta Island Marsh,Skagit Estuary,48.3531,48.3526,-122.4633,-122.4643,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Fir Island Marsh,Skagit Estuary,48.3326,48.3318,-122.417,-122.4177,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Hampel High Marsh,Coos Bay Estuary,43.3196,43.3192,-124.3313,-124.3324,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Hidden Creek Low Marsh,Coos Bay Estuary,43.2936,43.2928,-124.3233,-124.3238,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Humboldt Eelgrass,Humboldt Bay,40.7173,40.7172,-124.2259,-124.227,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Kauffman_et_al_2020,John's Marsh,Grays Harbor Estuary,46.8915,46.8908,-123.9868,-123.9876,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,John's Swamp,Grays Harbor Estuary,46.8813,46.8806,-123.9583,-123.9588,NA,NA,NA,forested,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Mad River Marsh,Humboldt Bay,40.8865,40.8856,-124.1406,-124.1406,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Metcalf High Marsh,Coos Bay Estuary,43.3359,43.3351,-124.3281,-124.3284,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Metcalf Low Marsh,Coos Bay Estuary,43.3354,43.3345,-124.3277,-124.328,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Millicoma High Marsh,Coos Bay Estuary,43.3691,43.3682,-124.1849,-124.185,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Otter Island Swamp,Snohomish Estuary,48.0135,48.0132,-122.1496,-122.1508,NA,NA,NA,forested,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Padilla lower transect,Padilla Bay,48.5493,48.5492,-122.5317,-122.5331,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Padilla upper Transect,Padilla Bay,48.5479,48.5478,-122.5098,-122.511,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Poole Slough,Yaquina Bay Estuary,44.5784,44.5781,-124.0136,-124.0147,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Sally's Bend,Yaquina Bay Estuary,44.6256,44.6253,-124.0207,-124.0218,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Secret River High Marsh,Lower Columbia River Estuary,46.3057,46.3048,-123.6924,-123.6924,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Secret River Low Marsh,Lower Columbia River Estuary,46.306,46.3051,-123.695,-123.6951,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Secret River Swamp,Lower Columbia River Estuary,46.3071,46.3064,-123.6893,-123.691,NA,NA,NA,forested,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Skagit Wildlife Marsh,Skagit Estuary,48.3219,48.3217,-122.3939,-122.3952,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,South Bay,Humboldt Bay,40.7045,40.704,-124.211,-124.2166,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Valino Island Eelgrass,Coos Bay Estuary,43.3141,43.3133,-124.3189,-124.3193,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Howard_and_Fourqurean_2020,Urca,urban beach near mouth of Guanabara Bay,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Arrial do Cabo,long sandy beach with minimal surrounding vegetation,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Ilha do Japones- site 1,beach located near inlet,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Ilha do Japones- site 2,"beach located near inlet, adjacent to tropical forest.",NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Praia dos Ossos,long sandy beach adjacent to urban area,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Praia da Ferradura,long sandy beach with minimal surrounding vegetation,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Manguinhos,long sandy beach adjacent to urban area,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Ilha Grande - site 1,shallow water beach used for harvesting infauna,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Ilha Grande - site 2,near mangrove-lined coast,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Bracui - site 1,on subtidal sandban,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Bracui - site 2,near mangrove-lined embayment,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Santa Cruz,beach located at river mouth,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Vitoria,long sandy beach adjacent to urban area,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Vila Velha,small embayment used for ship storage,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Bob Allen Keys,Sparse seagrass in fine sediment.,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Russell Bank,Sparse seagrass in fine sediment.,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Nine Mile Bank,Dense seagrass on shallow bank,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Howard_and_Fourqurean_2020,Trout Cove,Sparse seagrass in fine sediment,NA,NA,NA,NA,saline,measurement,NA,seagrass,NA,NA,low,field observation,NA
Giblin_and_Forbrich_2018,Nelson_Island_Creek,"Plum Island Sound Estuary, Massachusetts, USA",42.7426052,42.7422908,-70.8305103,-70.8308067,NA,NA,NA,emergent,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Aarhus_Bay,NA,56.13,56.13,10.34,10.34,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Marba_unpublished,Anglesey,NA,53.27,53.27,-4.58,-4.58,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Cotner_et_al_2004,Baffin_Bay,NA,27.3534,27.2406,-97.39784,-97.66376,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Carruthers_et_al_2005,Bahia_Almirante,NA,9.331773,9.331773,-82.319068,-82.319068,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Erftemeijer_and_Middelburg_1993,Barrang_Lompo,NA,-5.05,-5.05,119.333,119.333,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Van_Engeland_2010,Bay_of_Cadiz,NA,36.47021944,36.47021944,-6.251963889,-6.251963889,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,NA,34.75803,34.64607,-76.43114,-76.63586,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mellors_et_al_2002,Bolger_Bay,NA,-19.1487,-19.1487,146.7909,146.7909,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Marba_unpublished,Bolinao,NA,16.461083333333335,16.334083333333332,119.97725,119.84825,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Lewis_et_al_2007,Bonito_Bay,NA,30.081,30.081,-85.494,-85.494,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_and_Serrano_unpublished,Cádiz_Bay,NA,36.5431,36.5431,-6.2444,-6.2444,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Calleja_et_al_2007,Cala_Millor,NA,39.60063333,39.60063333,2.390166667,2.390166667,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Maher_and_Eyre_2010,Camden_Haven,NA,-31.39,-31.39,152.47,152.47,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Holmer_et_al_2007,Campello,NA,38.42083333,38.42083333,-0.347666667,-0.347666667,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Agawin_et_al_1996,Cape_Bolinao,NA,16.45435,16.40815,119.92405,119.90545,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Gonneea_et_al_2004,Celestun_Lagoon,NA,20.9254,20.9254,-90.3446,-90.3446,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Gonneea_et_al_2004,Chelem_Lagoon,NA,21.2746,21.2746,-89.6863,-89.6863,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Lewis_et_al_2007,Choctwhatchee_Bay,NA,30.416,30.416,-86.573,-86.573,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_et_al_1997,Culip,NA,42.322,42.322,3.309,3.309,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Holmer_et_al_2007,Cyprus,NA,34.4015,34.4015,33.0358,33.0358,NA,NA,NA,unvegetated,NA,NA,NA,NA,NA
Vichkovitten_et_al_2005,Denmark,NA,55.5166217,54.9171653,11.2477103,9.2751827,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Yamamuro_et_al_1993,Dravuni_Is,NA,-18.75,-18.75,178.5,178.5,NA,NA,NA,unvegetated,NA,NA,NA,NA,NA
Yamamuro_et_al_1993,Dravuni_Is._Fiji,NA,-18.75,-18.75,178.5,178.5,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Koch_and_Madden_2001,Eastern_Grand_Bahama,NA,26.621,26.621,-77.828,-77.828,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Barron_et_al_2004,Ebro_Delta,NA,40.6,40.6,0.716666667,0.716666667,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_et_al_1997,El_Campello,NA,38.423,38.423,-0.384,-0.384,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,El_Nido,NA,11.197983333333335,11.028183333333333,119.42575,119.38075,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mellors_et_al_2002,Ellie_Pt,NA,-16.8773,-16.8773,145.7853,145.7853,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Gacia_unpublished,Es_Cargol,NA,39.27323333333333,39.27323333333333,3.0412666666666666,3.0412666666666666,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Calleja_et_al_2007,Es_Castell,NA,39.15266667,39.15266667,2.9305,2.9305,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_and_Serrano_unpublished,Es_Pujols,NA,38.728,38.728,1.4594,1.457,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Boschker_et_al_2000,Europe_1,NA,55.171973,55.171973,10.493102,10.493102,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Boschker_et_al_2000,Europe_2,NA,44.39,44.39,-1.09,-1.09,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Boschker_et_al_2000,Europe_3,NA,51.36,51.36,4.06,4.06,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Gacia_et_al_2002,Fanals_point,NA,40.41,40.41,2.52,2.52,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Fourqurean_unpublished,Florida_Bay,NA,25.242160000000002,24.913839999999997,-80.44690833333334,-80.95220833333333,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Fourqurean_et_al_2010,Florida_Keys,NA,25.320370324,24.407508796,-80.06149777299999,-81.899668897,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Bouillon_et_al_2004,Gazi_bay,NA,-4.22,-4.22,39.3,39.3,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
De_Troch_et_al_2006,Gazi_Bay,NA,-4.394437,-4.661233,39.5223,39.2547,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mellors_et_al_2002,Geoffrey_Bay,NA,-19.16745,-19.16745,146.8602,146.8602,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Spivak_et_al_2009,Goodwin_islands,NA,37.227998888888884,37.21121222222222,-76.38806888900001,-76.39684222100001,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Holmer_et_al_2007,Greece,NA,37.3945,37.3945,23.58,23.58,NA,NA,NA,unvegetated,NA,NA,NA,NA,NA
Miyajima_et_al_1998,Green_Island_Great_Barrier_Reef,NA,-16.45,-16.45,145.58,145.58,NA,NA,NA,unvegetated,NA,NA,NA,NA,NA
Al-Rousan_et_al_2005,Gulf_of_Aqaba,NA,29.537000000000003,29.453,34.980999999999995,34.969,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Danovaro_et_al_1994,Gulf_of_Marconi,NA,44.333,44.333,9.233,9.233,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
De_Falco_et_al_2006,Gulf_of_Oristano,NA,39.845,39.845,8.519,8.519,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Erftemeijer_and_Middelburg_1993,Gusung_Tallang,NA,-5.07,-5.07,119.45,119.45,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Maher_and_Eyre_2010,Hastings_River,NA,-31.25,-31.25,152.5,152.5,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Horsens_Fjord,NA,55.82,55.82,10.14,10.14,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mellors_et_al_2002,Horseshoe_Bay,NA,-19.1133,-19.1133,146.8514,146.8514,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Paula_et_al_2001,Inhaca_Island,NA,-26.02484,-26.06996,33.00546,31.970340000000004,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_et_al_1997,Ischia,NA,40.753,40.753,13.9,13.9,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Amon_and_Herndl_1991,Ischia_Italy,NA,40.7543,40.7543,13.8913,13.8913,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Burns_and_Swart_1992,Jimmy_Key,NA,25.0462,25.0462,-80.6446,-80.6446,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Thimdee_et_al_2003,Khung_Krabaen_bay,NA,12.5667,12.5667,101.9,101.9,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Carruthers_et_al_2005,Laguna_de_Chiriqui_Panama,NA,9.007419,9.007419,-82.023899,-82.023899,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Gonneea_et_al_2004,Laguna_de_Terminos,NA,18.6297,18.6297,-91.7997,-91.7997,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Pulich_1985,Laguna_Madre,NA,27.52,27.52,-97.3,-97.3,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Fonseca_et_al_2011,Lake_Conjola,NA,-35.25,-35.25,150.48333333333332,150.48333333333332,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Qu_et_al_2006,Lake_Illawara,NA,-34.32,-34.32,150.5,150.5,NA,NA,NA,unvegetated,NA,NA,NA,NA,NA
Eyre_and_Ferguson_2002,Lake_Macquarie,NA,-33.4,-33.4,151.35,151.35,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Limfjorden,NA,56.88,56.88,9.07,9.07,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Little_Belt_area,NA,55.02,55.02,10,10,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Lewis_et_al_2007,Little_Duck_Key,NA,24.679,24.679,-81.236,-81.236,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Lewis_et_al_2007,Little_Sabine_Bay,NA,30.335,30.335,-87.239,-87.239,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mellors_et_al_2002,Lugger_Bay,NA,-17.9486,-17.9486,146.1056,146.1056,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Calleja_et_al_2007,Magalluf,NA,39.50416667,39.50416667,2.543166667,2.543166667,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Holmer_et_al_2003,Mallorca,NA,39.96797,39.15233,3.210187,2.354383,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Danovaro_and_Fabiano_1995,Marconi_Gulf,NA,44.3321,44.3321,9.2353,9.2353,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_et_al_1997,Medes_Islands,NA,42.046,42.046,3.217,3.217,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_unpublished,Melieha_Bay,NA,35.972,35.972,14.3624,14.3624,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Borg_et_al_2010,Mellieha_Bay,NA,35.58,35.58,14.21,14.21,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mellors_et_al_2002,Meunga_Creek,NA,-18.2634,-18.2634,146.0358,146.0358,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Lillebo_et_al_2006,Mondego_Estuary._Portugal,NA,40.1333,40.1333,8.8333,8.8333,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
De_Iongh_et_al_1995,Nang_Bay,NA,-3.91667,-3.91667,128.8333,128.8333,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Marba_unpublished,Nefyn,NA,52.93,52.93,-4.57,-4.57,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Grenz_et_al_2003,Noumea_New_Caledonia,NA,-22,-22,165,165,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Danovaro_and_Gambi_2002,NW_Marconi,NA,44.2,44.2,9.12,9.12,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Odense_Fjord,NA,55.58,55.58,10.53,10.53,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Lewis_et_al_2007,Ohio_Key,NA,24.674,24.674,-81.242,-81.242,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_and_Serrano_unpublished,Oued_Tahaddart,NA,35.5788,35.5788,-5.9897,-5.9897,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Carruthers_et_al_2005,Outer_Lagoon,NA,9.221818,9.221818,-82.023482,-82.023482,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Kairis_and_Rybczyk_2010,Padilla_Bay,NA,48.51479,48.51479,-122.52914,-122.52914,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Leduc_and_Probert_2011,Papanui_Inlet,NA,-45.847435973,-45.847470977,170.71185868,170.71182652000002,NA,NA,NA,unvegetated,NA,NA,NA,NA,NA
Copertino_unpublished,Patos_Lagoon_Estuary,NA,-31.9166652,-32.0866788,-51.9970692,-52.2389028,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Sfriso_and_Marcomini_1999,Petta_di_Po_-_Venice,NA,45.39,45.39,12.33,12.33,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Kristensen_et_al_2000,Phuket,NA,8.052366666666668,8.023966666666666,98.43298,98.41522,NA,NA,NA,unvegetated,NA,NA,NA,NA,NA
Fonseca_et_al_2011,Pittwater,NA,-33.583333333333336,-33.583333333333336,151.26666666666668,151.26666666666668,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Calleja_et_al_2007,Pollença,NA,39.8965,39.8965,2.09205,2.09205,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mellors_et_al_2002,Port_Dennison,NA,-20.026,-20.026,148.255,148.255,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Fonseca_et_al_2011,Port_Hacking,NA,-34.05,-34.05,151.13333333333333,151.13333333333333,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_et_al_1997,Portlligat_I,NA,42.294,42.294,3.289,3.289,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Serrano_unpublished,Portlligat_II,NA,42.293,42.293,3.293,3.293,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_and_Serrano_unpublished,Portlligat_III,NA,42.293,42.293,3.293,3.293,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Calleja_et_al_2007,Porto_Colom,NA,39.41753333,39.41753333,2.269716667,2.269716667,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Apostolaki_unpublished,Psaromoura_Crete,NA,35.24,35.24,25.01,25.01,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Puerto_Galera,NA,13.546050000036667,13.499449999996667,120.9734,120.93860000000001,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
De_Troch_et_al_2006,Pujada_Bay,NA,6.885,6.885,126.23,126.23,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Ooi_et_al_2011,Pulau_Tinggi_Malasia,NA,2.3146778,2.2600442000000003,104.1547526,104.08680140000001,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
De_Troch_et_al_2006,Punta_Allen,NA,19.77,19.77,-87.48,-87.48,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Borg_et_al_2010,Ramla_Bay,NA,36.03,36.03,14.17,14.17,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Pulich_1985,Redfish_Bay,NA,27.75,27.75,-97.23,-97.23,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Oakes_and_Connolly_2004,Redland_Bay,NA,-27.5333,-27.5333,153.31667,153.31667,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,NA,40.848608999999996,40.586061,-8.646887,-8.755523,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Spruzen_et_al_2008,Robbins_Passage,NA,-40.4,-40.4,144.5,144.5,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Holmer_et_al_2007,Rottnest,NA,-32.00975,-32.00975,115.4928333,115.4928333,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Alongi_et_al_2008,S_Sulawesi,NA,-4.14,-4.14,119.36,119.36,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Calleja_et_al_2007,Sa_Paret,NA,39.14683333,39.14683333,2.931,2.931,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_unpublished,Saline_Bay,NA,35.96,35.96,14.43,14.43,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Lewis_et_al_2007,Santa_Rosa_Sound,NA,30.393600000000003,30.182399999999998,-87.0032,-87.10879999999999,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_and_Serrano_unpublished,Santander_Bay,NA,43.4392,43.4392,-3.7749,-3.7749,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
