study_id,bibliography_id,publication_type,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,issn,eprint,article-number
Ashton_and_Macintosh_2002,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AU_NatSoil,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Banerjee_et_al_2012_article,synthesis source,Article,Influence of anthropogenic and natural factors on the mangrove soil of Indian Sundarbans wetland,"Banerjee, Kakoli and Roy Chowdhury, M and Sengupta, Kasturi and Sett, Saurov and Mitra, Abhijit",NA,NA,NA,2012,NA,NA,6,NA,NA,Arch Environ Sci,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banerjee_et_al_2012,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_Honduras,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhomia_et_al_2016_India,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bianchi_et_al_2012,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Bouillon_et_al_2003_article,synthesis source,Article,Sources of organic carbon in mangrove sediments: variability and possible ecological implications,"Bouillon, Steven and Dahdouh-Guebas, Farid and Rao, AVVS and Koedam, Nico and Dehairs, Frank",NA,NA,NA,2003,NA,NA,495,NA,NA,Hydrobiologia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2003,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2004_FEMS,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunskill_et_al_2002,Brunskill_et_al_2002_article,synthesis source,Article,"Carbon Burial Rates in Sediments and a Carbon Mass Balance for the Herbert River Region of the Great Barrier Reef Continental Shelf, North Queensland, Australia",G.J. Brunskill and I. Zagorskis and J. Pfitzner,NA,10.1006/ecss.2001.0852,https://doi.org/10.1006/ecss.2001.0852,2002,apr,Elsevier {BV},54,4,677--700,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunskill_et_al_2002,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunskill_et_al_2004,Brunskill_et_al_2004_article,synthesis source,Article,"Sediment and trace element depositional history from the Ajkwa River estuarine mangroves of Irian Jaya (West Papua), Indonesia",Gregg J. Brunskill and Irena Zagorskis and John Pfitzner and Joanna Ellison,NA,10.1016/j.csr.2004.07.024,https://doi.org/10.1016/j.csr.2004.07.024,2004,dec,Elsevier {BV},24,19,2535--2551,Continental Shelf Research,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunskill_et_al_2004,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2017,Bukoski_et_al_2017_article,synthesis source,Article,The Use of Mixed Effects Models for Obtaining Low-Cost Ecosystem Carbon Stock Estimates in Mangroves of the Asia-Pacific,Jacob J. Bukoski and Jeremy S. Broadhead and Daniel C. Donato and Daniel Murdiyarso and Timothy G. Gregoire,NA,10.1371/journal.pone.0169096,https://doi.org/10.1371/journal.pone.0169096,2017,jan,Public Library of Science ({PLoS}),12,1,e0169096,{PLOS} {ONE},NA,Shing Yip Lee,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2017,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulmer_et_al_2016,Bulmer_et_al_2016_article,synthesis source,Article,Carbon and Nitrogen Stocks and Below-Ground Allometry in Temperate Mangroves,Richard H. Bulmer and Luitgard Schwendenmann and Carolyn J. Lundquist,NA,10.3389/fmars.2016.00150,https://doi.org/10.3389/fmars.2016.00150,2016,aug,Frontiers Media {SA},3,NA,NA,Frontiers in Marine Science,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulmer_et_al_2016,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C._Sanders_Submitted_to_ECSS,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C._Sanders_Unpublished,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cahoon_and_Lynch_1997,Cahoon_and_Lynch_1997_article,synthesis source,Article,"Vertical accretion and shallow subsidence in a mangrove forest of southwestern Florida, USA","Cahoon, Donald R and Lynch, James C",NA,NA,NA,1997,NA,NA,1,3,NA,Mangroves and Salt Marshes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cahoon_and_Lynch_1997,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_1997,Callaway_et_al_1997_article,synthesis source,Article,Sediment accretion rates from four coastal wetlands along the Gulf of Mexico,"Callaway, JC and DeLaune, RD and Patrick Jr, WH",NA,NA,NA,1997,NA,NA,NA,NA,NA,Journal of Coastal Research,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_1997,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardona_and_Botero_1998,Cardona_and_Botero_1998_article,synthesis source,Article,Soil Characteristics and Vegetation Structure in a Heavily Deteriorated Mangrove Forest in the Caribbean Coast of Colombia,Pablo Cardona and Leonor Botero,NA,10.1111/j.1744-7429.1998.tb00366.x,https://doi.org/10.1111/j.1744-7429.1998.tb00366.x,1998,mar,Wiley,30,1,24--34,Biotropica,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardona_and_Botero_1998,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceron-Breton_et_al_2011,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chanda_et_al_2013,Chanda_et_al_2013_article,synthesis source,Article,Measuring daytime {CO}2 fluxes from the inter-tidal mangrove soils of Indian Sundarbans,Abhra Chanda and Anirban Akhand and Sudip Manna and Sachinandan Dutta and Indrani Das and Sugata Hazra and K. H. Rao and V. K. Dadhwal,NA,10.1007/s12665-013-2962-2,https://doi.org/10.1007/s12665-013-2962-2,2013,nov,Springer Science and Business Media {LLC},72,2,417--427,Environmental Earth Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chanda_et_al_2013,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chen_and_Twilley_1999,Chen_and_Twilley_1999_article,synthesis source,Article,A simulation model of organic matter and nutrient accumulation in mangrove wetland soils,Ronghua Chen and Robert R. Twilley,NA,10.1007/bf00993000,https://doi.org/10.1007/bf00993000,1999,jan,Springer Science and Business Media {LLC},44,1,93--118,Biogeochemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chen_and_Twilley_1999,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chen_et_al_2010,Chen_et_al_2010_article,synthesis source,Article,"Summer fluxes of atmospheric greenhouse gases N2O, {CH}4 and {CO}2 from mangrove soil in South China",G.C. Chen and N.F.Y. Tam and Y. Ye,NA,10.1016/j.scitotenv.2010.03.007,https://doi.org/10.1016/j.scitotenv.2010.03.007,2010,jun,Elsevier {BV},408,13,2761--2767,Science of The Total Environment,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chen_et_al_2010,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chen_et_al_2012,Chen_et_al_2012_article,synthesis source,Article,Spatial and seasonal variations of atmospheric N2O and {CO}2 fluxes from a subtropical mangrove swamp and their relationships with soil characteristics,Guang C. Chen and Nora F.Y. Tam and Yong Ye,NA,10.1016/j.soilbio.2012.01.029,https://doi.org/10.1016/j.soilbio.2012.01.029,2012,may,Elsevier {BV},48,NA,175--181,Soil Biology and Biochemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chen_et_al_2012,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chen_et_al_2014,Chen_et_al_2014_article,synthesis source,Article,Rich soil carbon and nitrogen but low atmospheric greenhouse gas fluxes from North Sulawesi mangrove swamps in Indonesia,Guang C. Chen and Yaya I. Ulumuddin and Sastro Pramudji and Shun Y. Chen and Bin Chen and Yong Ye and Dan Y. Ou and Zhi Y. Ma and Hao Huang and Jing K. Wang,NA,10.1016/j.scitotenv.2014.03.140,https://doi.org/10.1016/j.scitotenv.2014.03.140,2014,jul,Elsevier {BV},487,NA,91--96,Science of The Total Environment,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chen_et_al_2014,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chen_et_al_2016,Chen_et_al_2016_article,synthesis source,Article,Soil greenhouse gases emissions reduce the benefit of mangrove plant to mitigating atmospheric warming effect,Guangcheng Chen and Bin Chen and Dan Yu and Yong Ye and Nora F. Y. Tam and Shunyang Chen,NA,10.5194/bg-2015-662,https://doi.org/10.5194/bg-2015-662,2016,feb,Copernicus {GmbH},NA,NA,1--22,Biogeosciences Discussions,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chen_et_al_2016,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chmura_et_al_2003,Chmura_et_al_2003_article,synthesis source,Article,"Global carbon sequestration in tidal, saline wetland soils",Gail L. Chmura and Shimon C. Anisfeld and Donald R. Cahoon and James C. Lynch,NA,10.1029/2002gb001917,https://doi.org/10.1029/2002gb001917,2003,dec,American Geophysical Union ({AGU}),17,4,n/a--n/a,Global Biogeochemical Cycles,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chmura_et_al_2003,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cifuentes_Unpublished,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DelVecchia_et_al_2014,DelVecchia_et_al_2014_article,synthesis source,Article,Organic carbon inventories in natural and restored Ecuadorian mangrove forests,Amanda G. DelVecchia and John F. Bruno and Larry Benninger and Marc Alperin and Ovik Banerjee and Juan {de Dios Morales},NA,10.7717/peerj.388,https://doi.org/10.7717/peerj.388,2014,may,{PeerJ},2,NA,e388,{PeerJ},NA,NA,NA,NA,NA,NA,NA,NA,NA
DelVecchia_et_al_2014,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dissanayake_and_Chandrasekara_2014,Dissanayake_and_Chandrasekara_2014_article,synthesis source,Article,"Effects of Mangrove Zonation and the Physicochemical Parameters of Soil on the Distribution of Macrobenthic Fauna in Kadolkele Mangrove Forest, a Tropical Mangrove Forest in Sri Lanka",Navodha Dissanayake and Upali Chandrasekara,NA,10.1155/2014/564056,https://doi.org/10.1155/2014/564056,2014,NA,Hindawi Limited,2014,NA,1--13,Advances in Ecology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dissanayake_and_Chandrasekara_2014,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donato_et_al_2011,Donato_et_al_2011_article,synthesis source,Article,Mangroves among the most carbon-rich forests in the tropics,Daniel C. Donato and J. Boone Kauffman and Daniel Murdiyarso and Sofyan Kurnianto and Melanie Stidham and Markku Kanninen,NA,10.1038/ngeo1123,https://doi.org/10.1038/ngeo1123,2011,apr,Springer Science and Business Media {LLC},4,5,293--297,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donato_et_al_2011,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donato_et_al_2012,Donato_et_al_2012_article,synthesis source,Article,Whole-island carbon stocks in the tropical Pacific: Implications for mangrove conservation and upland restoration,D.C. Donato and J.B. Kauffman and R.A. Mackenzie and A. Ainsworth and A.Z. Pfleeger,NA,10.1016/j.jenvman.2011.12.004,https://doi.org/10.1016/j.jenvman.2011.12.004,2012,apr,Elsevier {BV},97,NA,89--96,Journal of Environmental Management,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donato_et_al_2012,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Duncan_et_al_2016,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dung_et_al_2016,Dung_et_al_2016_article,synthesis source,Article,"Carbon storage in a restored mangrove forest in Can Gio Mangrove Forest Park, Mekong Delta, Vietnam",Luu Viet Dung and Nguyen Tai Tue and Mai Trong Nhuan and Koji Omori,NA,10.1016/j.foreco.2016.08.032,https://doi.org/10.1016/j.foreco.2016.08.032,2016,nov,Elsevier {BV},380,NA,31--40,Forest Ecology and Management,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dung_et_al_2016,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dutta_et_al_2013,Dutta_et_al_2013_article,synthesis source,Article,"Dynamics and exchange fluxes of methane in the estuarine mangrove environment of the Sundarbans, {NE} coast of India",M.K. Dutta and C. Chowdhury and T.K. Jana and S.K. Mukhopadhyay,NA,10.1016/j.atmosenv.2013.05.050,https://doi.org/10.1016/j.atmosenv.2013.05.050,2013,oct,Elsevier {BV},77,NA,631--639,Atmospheric Environment,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dutta_et_al_2013,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eid_and_Shaltout_2016_Egypt,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eid_et_al_2016_Saudi_Arabia,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezcurra_et_al_2016,Ezcurra_et_al_2016_article,synthesis source,Article,Coastal landforms and accumulation of mangrove peat increase carbon sequestration and storage,Paula Ezcurra and Exequiel Ezcurra and Pedro P. GarcillÃ¡n and Matthew T. Costa and Octavio Aburto-Oropeza,NA,10.1073/pnas.1519774113,https://doi.org/10.1073/pnas.1519774113,2016,mar,Proceedings of the National Academy of Sciences,113,16,4404--4409,Proceedings of the National Academy of Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA
