study_id,core_id,country,core_latitude,core_longitude,latitude_precision,longitude_precision,core_elevation,salinity_code,vegetation_code,inundation_class,core_length_flag,depth_min,depth_max,Holocene_RSLR,carbon_stock (Mg ha-1),corrected_carbon_stock_using_estimated_conversion_factor (Mg ha-1),carbon_stock_final  (Mg ha-1)?,Included_in_previous_compilations?
Lovelock et al. unpublished data,hinch-3CFB,Australia,-18.47418,146.16452,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,148.0749291,,148.074929,Yes
Lovelock et al. unpublished data,hinch-3CFC,Australia,-18.47418,146.16452,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,121.5224586,,121.522459,Yes
Lovelock et al. unpublished data,main dain-1,Australia,-16.278377,145.405455,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,470.85,,470.85,Yes
Lovelock et al. unpublished data,main dain-2,Australia,-16.27822,145.405376,5,6,NA,NA,NA,NA,NA,NA,NA,III~V,387.81,,387.81,Yes
Lovelock et al. unpublished data,main dain-3,Australia,-16.278101,145.405263,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,464.76,,464.76,Yes
Lovelock et al. unpublished data,schrimp-C9,Australia,-16.4909,145.44707,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,48.63605712,,48.6360571,Yes
Lovelock et al. unpublished data,shrimp-C11,Australia,-16.4909,145.44707,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,64.42686313,,64.4268631,Yes
Lovelock et al. unpublished data,shrimp-C13,Australia,-16.4909,145.44707,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,68.07958269,,68.0795827,Yes
Lovelock et al. unpublished data,shrimp-C17,Australia,-16.4909,145.44707,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,101.0075169,,101.007517,Yes
Lovelock et al. unpublished data,shrimp-C19,Australia,-16.4909,145.44707,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,76.22059524,,76.2205952,Yes
Lovelock et al. unpublished data,shrimp-C20,Australia,-16.4909,145.44707,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,88.97869031,,88.9786903,Yes
Lovelock et al. unpublished data,shrimp-C21,Australia,-16.4909,145.44707,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,51.53678242,,51.5367824,Yes
Lovelock et al. unpublished data,shrimp-C8,Australia,-16.4909,145.44707,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,55.87169216,,55.8716922,Yes
Lovelock et al. unpublished data,south arm-1,Australia,-16.294971,145.417219,5,6,NA,NA,NA,NA,NA,NA,NA,III~V,299.8,,299.8,Yes
Lovelock et al. unpublished data,south arm-2,Australia,-16.294895,145.417226,5,6,NA,NA,NA,NA,NA,NA,NA,III~V,428.94,,428.94,Yes
Lovelock et al. unpublished data,south arm-3,Australia,-16.294734,145.417284,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,346.06,,346.06,Yes
Lovelock et al. unpublished data,wet scrub c,Australia,-16.314644,145.421446,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,330.49,,330.49,Yes
Lovelock et al. unpublished data,wet scrub-a,Australia,-16.314644,145.421446,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,212.86,,212.86,Yes
Lovelock et al. unpublished data,wet scrub-b,Australia,-16.314644,145.421446,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,318.38,,318.38,Yes
Lovelock et al. unpublished data,wet scrub-C1,Australia,-16.314644,145.421446,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,487.6340063,,487.634006,Yes
Lovelock et al. unpublished data,wet scrub-C13,Australia,-16.314644,145.421446,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,397.10636,,397.10636,Yes
Lovelock et al. unpublished data,wet scrub-C16,Australia,-16.314644,145.421446,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,228.0068914,,228.006891,Yes
Lovelock et al. unpublished data,wet scrub-C4,Australia,-16.314644,145.421446,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,399.0371137,,399.037114,Yes
Lovelock et al. unpublished data,wet scrub-C5,Australia,-16.314644,145.421446,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,375.4379457,,375.437946,Yes
Lovelock et al. unpublished data,Wet scrub-C9,Australia,-16.314644,145.421446,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,445.5740272,,445.574027,Yes
Macreadie et al. unpublished data,BlueC0995,Australia,-38.5093,145.34445,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,192.3655843,,192.365584,Yes
Macreadie et al. unpublished data,BlueC0998,Australia,-38.509733,145.344683,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,236.6819645,,236.681965,Yes
Macreadie et al. unpublished data,BlueC1001,Australia,-38.509767,145.344717,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,271.1092217,,271.109222,Yes
Macreadie et al. unpublished data,BlueC1031,Australia,-38.694367,146.243817,5,6,NA,NA,NA,NA,NA,NA,NA,III~V,197.2629376,,197.262938,Yes
Macreadie et al. unpublished data,BlueC1034,Australia,-38.693917,146.243433,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,123.3096221,,123.309622,Yes
Macreadie et al. unpublished data,BlueC1061,Australia,-37.875533,148.010917,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,62.09180658,,62.0918066,Yes
Macreadie et al. unpublished data,BlueC1067,Australia,-38.612167,146.889317,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,106.0065006,,106.006501,Yes
Macreadie et al. unpublished data,BlueC1076,Australia,-38.647267,146.783417,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,120.3509144,,120.350914,Yes
Macreadie et al. unpublished data,BlueC1103,Australia,-38.69905,146.469017,4,6,NA,NA,NA,NA,NA,NA,NA,III~V,265.4240661,,265.424066,Yes
Macreadie et al. unpublished data,BlueC1118,Australia,-38.457117,145.290417,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,271.096078,,271.096078,Yes
Macreadie et al. unpublished data,BlueC1121,Australia,-38.457233,145.289267,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,350.8979962,,350.897996,Yes
Macreadie et al. unpublished data,BlueC1124,Australia,-38.45925,145.288033,5,6,NA,NA,NA,NA,NA,NA,NA,III~V,305.4887837,,305.488784,Yes
Macreadie et al. unpublished data,BlueC1145,Australia,-38.213317,145.376883,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,205.8711363,,205.871136,Yes
Macreadie et al. unpublished data,BlueC1148,Australia,-38.68895,146.335517,5,6,NA,NA,NA,NA,NA,NA,NA,III~V,218.4705716,,218.470572,Yes
Macreadie et al. unpublished data,BlueC1151,Australia,-38.212733,145.376867,5,6,NA,NA,NA,NA,NA,NA,NA,III~V,272.8110525,,272.811053,Yes
Macreadie et al. unpublished data,BlueC1160,Australia,-38.65955,145.788567,5,5,NA,NA,NA,NA,NA,NA,NA,III~V,238.3994522,,238.399452,Yes
Macreadie et al. unpublished data,BlueC1163,Australia,-38.659833,145.788733,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,366.7820487,,366.782049,Yes
Macreadie et al. unpublished data,BlueC1169,Australia,-38.228533,145.307917,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,496.2319488,,496.231949,Yes
Macreadie et al. unpublished data,BlueC1182,Australia,-38.24745,145.249733,5,6,NA,NA,NA,NA,NA,NA,NA,III~V,288.5786421,,288.578642,Yes
Macreadie et al. unpublished data,BlueC1188,Australia,-38.249567,145.248767,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,50.69481701,,50.694817,Yes
Macreadie et al. unpublished data,BlueC1197,Australia,-38.6949,146.243733,4,6,NA,NA,NA,NA,NA,NA,NA,III~V,82.38202991,,82.3820299,Yes
Macreadie et al. unpublished data,BlueC1210,Australia,-37.875817,148.010333,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,107.6828152,,107.682815,Yes
Macreadie et al. unpublished data,BlueC1213,Australia,-37.87555,148.01065,5,5,NA,NA,NA,NA,NA,NA,NA,III~V,231.8330604,,231.83306,Yes
Macreadie et al. unpublished data,BlueC1221,Australia,-38.612,146.890517,3,6,NA,NA,NA,NA,NA,NA,NA,III~V,96.14438701,,96.144387,Yes
Macreadie et al. unpublished data,BlueC1236,Australia,-38.64705,146.783933,4,6,NA,NA,NA,NA,NA,NA,NA,III~V,107.4150387,,107.415039,Yes
Macreadie et al. unpublished data,BlueC1239,Australia,-38.646733,146.784283,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,233.6102565,,233.610257,Yes
Macreadie et al. unpublished data,BlueC1246,Australia,-38.698683,146.468783,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,116.0289178,,116.028918,Yes
Macreadie et al. unpublished data,BlueC1249,Australia,-38.698783,146.469167,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,164.1977426,,164.197743,Yes
Macreadie et al. unpublished data,BlueC1264,Australia,-38.689117,146.335867,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,260.6629689,,260.662969,Yes
Macreadie et al. unpublished data,BlueC1267,Australia,-38.213233,145.377533,6,5,NA,NA,NA,NA,NA,NA,NA,III~V,151.8976564,,151.897656,Yes
Macreadie et al. unpublished data,BlueC1273,Australia,-38.660033,145.789217,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,217.2525704,,217.25257,Yes
Macreadie et al. unpublished data,BlueC1282,Australia,-38.22815,145.31105,5,5,NA,NA,NA,NA,NA,NA,NA,III~V,210.0594453,,210.059445,Yes
Macreadie et al. unpublished data,BlueC1285,Australia,-38.248883,145.250967,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,26.65530362,,26.6553036,Yes
Macreadie et al. unpublished data,BlueC1288,Australia,-38.249567,145.248767,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,454.9285087,,454.928509,Yes
Macreadie et al. unpublished data,BlueC1348,Australia,-38.053233,144.41165,6,5,NA,NA,NA,NA,NA,NA,NA,III~V,392.7214597,,392.72146,Yes
Macreadie et al. unpublished data,BlueC1395,Australia,-38.265483,144.49735,6,5,NA,NA,NA,NA,NA,NA,NA,III~V,233.0860877,,233.086088,Yes
Macreadie et al. unpublished data,BlueC1401,Australia,-38.262767,144.492017,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,149.8545802,,149.85458,Yes
Macreadie et al. unpublished data,BlueC1404,Australia,-38.247683,144.498833,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,218.9334799,,218.93348,Yes
Macreadie et al. unpublished data,BlueC1413,Australia,-38.265417,144.497017,6,5,NA,NA,NA,NA,NA,NA,NA,III~V,242.8623034,,242.862303,Yes
Macreadie et al. unpublished data,BlueC1419,Australia,-38.257933,144.483417,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,83.51293318,,83.5129332,Yes
Macreadie et al. unpublished data,BlueC1455,Australia,-38.61215,146.889883,4,6,NA,NA,NA,NA,NA,NA,NA,III~V,145.9038131,,145.903813,Yes
Macreadie et al. unpublished data,BlueC1467,Australia,-37.826417,144.89545,6,5,NA,NA,NA,NA,NA,NA,NA,III~V,571.7498771,,571.749877,Yes
Macreadie et al. unpublished data,BlueC1488,Australia,-38.053,144.411567,3,6,NA,NA,NA,NA,NA,NA,NA,III~V,261.2316943,,261.231694,Yes
Macreadie et al. unpublished data,BlueC1497,Australia,-38.052733,144.411233,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,240.2265048,,240.226505,Yes
Macreadie et al. unpublished data,BlueC1530,Australia,-38.6752,146.691183,4,6,NA,NA,NA,NA,NA,NA,NA,III~V,185.2362717,,185.236272,Yes
Macreadie et al. unpublished data,BlueC1560,Australia,-38.317433,145.196033,6,5,NA,NA,NA,NA,NA,NA,NA,III~V,299.9933408,,299.993341,Yes
Macreadie et al. unpublished data,BlueC1602,Australia,-38.247333,144.498433,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,276.8051722,,276.805172,Yes
Macreadie et al. unpublished data,BlueC1608,Australia,-38.246933,144.4981,6,4,NA,NA,NA,NA,NA,NA,NA,III~V,234.9384447,,234.938445,Yes
Macreadie et al. unpublished data,BlueC1655,Australia,-38.3182,145.196517,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,315.9004368,,315.900437,Yes
Macreadie et al. unpublished data,BlueC1658,Australia,-38.3179,145.19625,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,415.2630758,,415.263076,Yes
Macreadie et al. unpublished data,BlueC1684,Australia,-38.228367,145.30855,6,5,NA,NA,NA,NA,NA,NA,NA,III~V,281.7006271,,281.700627,Yes
Macreadie et al. unpublished data,BlueC1701,Australia,-38.2593,144.486667,4,6,NA,NA,NA,NA,NA,NA,NA,III~V,171.6349854,,171.634985,Yes
Macreadie et al. unpublished data,BlueC1704,Australia,-38.259583,144.48705,6,5,NA,NA,NA,NA,NA,NA,NA,III~V,177.3122686,,177.312269,Yes
Macreadie et al. unpublished data,BlueC1707,Australia,-37.827083,144.895533,6,5,NA,NA,NA,NA,NA,NA,NA,III~V,558.1248919,,558.124892,Yes
Macreadie et al. unpublished data,BlueC1710,Australia,-37.8254,144.89575,4,5,NA,NA,NA,NA,NA,NA,NA,III~V,570.2509006,,570.250901,Yes
Macreadie et al. unpublished data,BlueC1737,Australia,-38.675417,146.692133,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,237.7184008,,237.718401,Yes
Macreadie et al. unpublished data,BlueC1740,Australia,-38.6754,146.691683,4,6,NA,NA,NA,NA,NA,NA,NA,III~V,139.0206069,,139.020607,Yes
Macreadie et al. unpublished data,BlueC1743,Australia,-38.688933,146.336,6,3,NA,NA,NA,NA,NA,NA,NA,III~V,366.881952,,366.881952,Yes
Macreadie et al. unpublished data,BlueC1752,Australia,-37.867117,144.87845,5,5,NA,NA,NA,NA,NA,NA,NA,III~V,432.874201,,432.874201,Yes
Macreadie et al. unpublished data,BlueC1764,Australia,-37.866783,144.87805,6,5,NA,NA,NA,NA,NA,NA,NA,III~V,180.2051166,,180.205117,Yes
Macreadie et al. unpublished data,BlueC1770,Australia,-37.867017,144.878367,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,325.3340674,,325.334067,Yes
Matsui (1998),matsui1,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,403.0571688,,403.057169,Yes
Matsui (1998),matsui10,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,317.0535928,,317.053593,Yes
Matsui (1998),matsui11,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,347.6026359,,347.602636,Yes
Matsui (1998),matsui12,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,288.222,,288.222,Yes
Matsui (1998),matsui13,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,296.882288,,296.882288,Yes
Matsui (1998),matsui14,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,213.705213,,213.705213,Yes
Matsui (1998),matsui15,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,274.758858,,274.758858,Yes
Matsui (1998),matsui16,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,254.67264,,254.67264,Yes
Matsui (1998),matsui17,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,303.3681,,303.3681,Yes
Matsui (1998),matsui18,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,298.926204,,298.926204,Yes
Matsui (1998),matsui19,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,242.373807,,242.373807,Yes
Matsui (1998),matsui2,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,388.0921629,,388.092163,Yes
Matsui (1998),matsui20,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,239.863344,,239.863344,Yes
Matsui (1998),matsui21,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,244.323926,,244.323926,Yes
Matsui (1998),matsui3,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,387.2109595,,387.21096,Yes
Matsui (1998),matsui4,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,367.413662,,367.413662,Yes
Matsui (1998),matsui5,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,357.589947,,357.589947,Yes
Matsui (1998),matsui6,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,342.1624332,,342.162433,Yes
Matsui (1998),matsui7,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,351.8869783,,351.886978,Yes
Matsui (1998),matsui8,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,367.6747872,,367.674787,Yes
Matsui (1998),matsui9,Australia,-18.4192,146.2037,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,335.90994,,335.90994,Yes
Saintilan et al. (2013),Berowra Creek,Australia,-33.63,151.4,2,1,NA,NA,NA,riverine,1,0,1,III~V,285,,285,Yes
Saintilan et al. (2013),Cararma Inlet,Australia,-35.118,150.785,3,3,NA,saline,NA,fringe,1,0,1,III~V,241,,241,Yes
Saintilan et al. (2013),Currambene Creek,Australia,-35.037,150.672,3,3,NA,saline,NA,fringe,1,0,1,III~V,25.2,,25.2,Yes
Saintilan et al. (2013),Koorangang,Australia,-32.86,151.733,2,3,NA,NA,NA,riverine,1,0,1,III~V,261,,261,Yes
Saintilan et al. (2013),Marra Marra,Australia,-33.53,151.05,2,2,NA,NA,NA,riverine,1,0,1,III~V,343,,343,Yes
Sanders et al. (2016),Sanders-JW1,Australia,-21.7114,165.8183,4,4,NA,NA,NA,fringe,0.5,0,0.5,III~V,212.39,,212.39,Yes
Sanders et al. (2016),Sanders-JW2,Australia,-21.7114,165.8183,4,4,NA,NA,NA,fringe,0.5,0,0.5,III~V,220.16,,220.16,Yes
Sanders et al. unpublished data,Barwon-Sanders,Australia,-38.4407,144.8352,3,4,NA,NA,NA,NA,NA,NA,NA,III~V,273,,273,Yes
Sanders et al. unpublished data,Darwin-sanders,Australia,-12.4409,130.4168,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,489,,489,Yes
Sanders et al. unpublished data,Hinchinbrook-Sanders,Australia,-18.4313,146.2646,3,4,NA,NA,NA,NA,NA,NA,NA,III~V,579,,579,Yes
Sanders et al. unpublished data,Jacobs well-Sanders,Australia,-27.7806,153.3789,3,4,NA,NA,NA,NA,NA,NA,NA,III~V,306,,306,Yes
Sanders et al. unpublished data,New Castle-Sanders,Australia,-32.1347,152.2688,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,289,,289,Yes
Sanders et al. unpublished data,Seventy-seven-saunders,Australia,-24.1906,151.8766,3,4,NA,NA,NA,NA,NA,NA,NA,III~V,282,,282,Yes
Serrano et al. (unpublished data),Lake Macleod,Australia,-23.95,113.633333,2,6,NA,NA,NA,NA,NA,NA,NA,III~V,155.9,,155.9,Yes
Serrano et al. (unpublished data),Port Broughton1,Australia,-33.572789,137.953171,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,224.4,,224.4,Yes
Serrano et al. (unpublished data),Port Broughton2,Australia,-33.572789,137.953171,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,199.3,,199.3,Yes
Serrano et al. (unpublished data),Port Broughton3,Australia,-33.572789,137.953171,6,6,NA,NA,NA,NA,NA,NA,NA,III~V,236.3,,236.3,Yes
Serrano et al. (unpublished data),Whyalla,Australia,-33.04929,137.5696,6,4,NA,NA,NA,NA,NA,NA,NA,III~V,300.2,,300.2,Yes
Koch and Madden (2001),M,Bahamas,24.25,-76,2,0,NA,NA,scrub shrub,fringe,0.2,0,0.2,III~V,91,,91,Yes
Donato et al. (2011),G1,Bangladesh,22.2559,89.2696,4,4,NA,NA,scrub shrub,riverine,3,0,3,III~V,155.48,,155.48,Yes
Donato et al. (2011),G2,Bangladesh,22.3194,89.6288,4,4,NA,NA,forested to shrub,riverine,3,0,3,III~V,160.08,,160.08,Yes
Rahman et al. (2015),VT-1,Bangladesh,22,89.5,0,1,NA,freshwater,forested,NA,1,0,1,III~V,131.73157,,131.73157,Yes
Rahman et al. (2015),VT-10,Bangladesh,22,89.5,0,1,NA,moderate to strong saline,NA,NA,1,0,1,III~V,86.45553,,86.45553,Yes
Rahman et al. (2015),VT-2,Bangladesh,22,89.5,0,1,NA,freshwater to strong saline,forested,NA,1,0,1,III~V,123.7708,,123.7708,Yes
Rahman et al. (2015),VT-3,Bangladesh,22,89.5,0,1,NA,freshwater to strong saline,forested,NA,1,0,1,III~V,130.89507,,130.89507,Yes
Rahman et al. (2015),VT-4,Bangladesh,22,89.5,0,1,NA,freshwater to strong saline,forested,NA,1,0,1,III~V,122.924995,,122.924995,Yes
Rahman et al. (2015),VT-5,Bangladesh,22,89.5,0,1,NA,moderate saline,forested,NA,1,0,1,III~V,88.55842,,88.55842,Yes
Rahman et al. (2015),VT-6,Bangladesh,22,89.5,0,1,NA,moderate to strong saline,forested to shrub,NA,1,0,1,III~V,107.001114,,107.001114,Yes
Rahman et al. (2015),VT-8,Bangladesh,22,89.5,0,1,NA,moderate to strong saline,forested,NA,1,0,1,III~V,125.079,,125.079,Yes
Rahman et al. (2015),VT-9,Bangladesh,22,89.5,0,1,NA,strong saline,forested,NA,1,0,1,III~V,66.119064,,66.119064,Yes
Keuskamp et al. (2015),Keuskamp-dwarf,Belize,16.8166,-88.41,4,2,NA,NA,scrub shrub,dwarf,0.1,0,0.1,III~V,684.23,,684.23,Yes
Keuskamp et al. (2015),keuskamp-fringe,Belize,16.8166,-88.41,4,2,NA,NA,forested to shrub,fringe,0.1,0,0.1,III~V,706.4951711,,706.495171,Yes
McKee et al. (2002),dwarf1,Belize,16.8335,-88.0974,4,4,NA,mixoeuhaline,scrub shrub,dwarf,0.2,0,0.2,III~V,522.288908,,522.288908,Yes
McKee et al. (2002),fringe1,Belize,16.8335,-88.0974,4,4,NA,mixoeuhaline,forested to shrub,fringe,0.2,0,0.2,III~V,534.172884,,534.172884,Yes
McKee et al. (2002),trans1,Belize,16.8335,-88.0974,4,4,NA,mixoeuhaline,scrub shrub,interior,0.2,0,0.2,III~V,530.979024,,530.979024,Yes
Wooller et al. (2003),d11,Belize,16.8335,-88.1035,4,4,NA,mixoeuhaline,scrub shrub,overwash,NA,0,NA,III~V,709.3,,709.3,Yes
Wooller et al. (2003),d14,Belize,16.8335,-88.1035,4,4,NA,mixoeuhaline,scrub shrub,overwash,NA,0,NA,III~V,641.4,,641.4,Yes
Wooller et al. (2003),e5,Belize,16.8335,-88.1035,4,4,NA,mixoeuhaline,scrub shrub,overwash,NA,0,NA,III~V,657.1,,657.1,Yes
Wooller et al. (2003),e9,Belize,16.8335,-88.1035,4,4,NA,mixoeuhaline,scrub shrub,overwash,NA,0,NA,III~V,681.3,,681.3,Yes
Wooller et al. (2003),g12,Belize,16.8335,-88.1035,4,4,NA,mixoeuhaline,scrub shrub,overwash,NA,0,NA,III~V,673.3,,673.3,Yes
Wooller et al. (2003),h13,Belize,16.8335,-88.1035,4,4,NA,mixoeuhaline,scrub shrub,dwarf,NA,0,NA,III~V,675.3,,675.3,Yes
Wooller et al. (2003),i12,Belize,16.8335,-88.1035,4,4,NA,mixoeuhaline,scrub shrub,overwash,NA,0,NA,III~V,700.8,,700.8,Yes
Wooller et al. (2003),"Man of War Cay, Belize",Belize,16.8335,-88.1035,4,4,NA,NA,forested,overwash,NA,0,NA,III~V,695,,695,Yes
Ajonina et al. (2014),Kpe?tou ,Benin,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,III~V,179.39,,179.39,Yes
Ajonina et al. (2014),Dje?gbadji ,Benin,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,III~V,288.45,,288.45,Yes
Ajonina et al. (2014),Adounko-degraded ,Benin,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,III~V,231.57,,231.57,Yes
Ajonina et al. (2014),Adounko-nondegraded,Benin,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,III~V,183.68,,183.68,Yes
Ferreira et al. (2010),P15T1,Brazil,-24,-46.1166,0,4,NA,NA,NA,riverine,0.8,0,0.8,III~V,524.47,,524.47,Yes
Ferreira et al. (2010),P17T2,Brazil,-24,-46.1166,0,4,NA,NA,NA,riverine,0.8,0,0.8,III~V,338.17,,338.17,Yes
Ferreira et al. (2010),P1T1,Brazil,-24,-46.1166,0,4,NA,NA,NA,riverine,0.8,0,0.8,III~V,518.19,,518.19,Yes
Ferreira et al. (2010),P1T2,Brazil,-24,-46.1166,0,4,NA,NA,NA,riverine,0.8,0,0.8,III~V,632.21,,632.21,Yes
Ferreira et al. (2010),P6T1,Brazil,-24,-46.1166,0,4,NA,NA,NA,riverine,0.8,0,0.8,III~V,474.37,,474.37,Yes
Ferreira et al. (2010),P9T2,Brazil,-24,-46.1166,0,4,NA,NA,NA,riverine,0.8,0,0.8,III~V,640.73,,640.73,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil1,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,221.37528,,221.37528,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil2,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,206.70246,,206.70246,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil3,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,197.911,,197.911,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil4,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,187.6584,,187.6584,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil5,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,187.6584,,187.6584,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil6,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,134.8484,,134.8484,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil7,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,197.911,,197.911,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil8,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,187.6584,,187.6584,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil9,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,233.47,,233.47,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil10,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,227.67912,,227.67912,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil11,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,300.92633,,300.92633,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil12,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,334.15461,,334.15461,Yes
Jennerjahn et al (2002) in Kristensen et al (2008),Brazil13,Brazil,-22.9913,-43.6584,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,339.335328,,339.335328,Yes
