study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,habitat,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Trettin_et_al_2017,29,29_5,NA,NA,NA,NA,-18.767,36.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,29,29_6,NA,NA,NA,NA,-18.767,36.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,175
Trettin_et_al_2017,32B,32B_1,NA,NA,NA,NA,-18.746,36.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,32B,32B_2,NA,NA,NA,NA,-18.746,36.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,32B,32B_3,NA,NA,NA,NA,-18.746,36.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,32B,32B_4,NA,NA,NA,NA,-18.746,36.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,32B,32B_5,NA,NA,NA,NA,-18.746,36.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,32B,32B_6,NA,NA,NA,NA,-18.746,36.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,190
Trettin_et_al_2017,35,35_1,NA,NA,NA,NA,-18.747,36.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,35,35_2,NA,NA,NA,NA,-18.747,36.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,35,35_3,NA,NA,NA,NA,-18.747,36.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,35,35_4,NA,NA,NA,NA,-18.747,36.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,153
Trettin_et_al_2017,35,35_5,NA,NA,NA,NA,-18.747,36.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,35,35_6,NA,NA,NA,NA,-18.747,36.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,183
Trettin_et_al_2017,36,36_1,NA,NA,NA,NA,-18.746,36.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,36,36_2,NA,NA,NA,NA,-18.746,36.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,36,36_3,NA,NA,NA,NA,-18.746,36.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,190
Trettin_et_al_2017,36,36_4,NA,NA,NA,NA,-18.746,36.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,36,36_5,NA,NA,NA,NA,-18.746,36.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,36,36_6,NA,NA,NA,NA,-18.746,36.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,37,37_1,NA,NA,NA,NA,-18.752,36.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,95
Trettin_et_al_2017,37,37_2,NA,NA,NA,NA,-18.752,36.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,83
Trettin_et_al_2017,37,37_3,NA,NA,NA,NA,-18.752,36.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,193
Trettin_et_al_2017,37,37_4,NA,NA,NA,NA,-18.752,36.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,37,37_5,NA,NA,NA,NA,-18.752,36.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,191
Trettin_et_al_2017,37,37_6,NA,NA,NA,NA,-18.752,36.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,806,806_1,NA,NA,NA,NA,-18.808457,36.3035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,176
Trettin_et_al_2017,806,806_2,NA,NA,NA,NA,-18.808457,36.3035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,806,806_3,NA,NA,NA,NA,-18.808457,36.3035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,806,806_4,NA,NA,NA,NA,-18.808457,36.3035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,806,806_5,NA,NA,NA,NA,-18.808457,36.3035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,864,864_1,NA,NA,NA,NA,-18.818504,36.24601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,190
Trettin_et_al_2017,864,864_2,NA,NA,NA,NA,-18.818504,36.24601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,864,864_3,NA,NA,NA,NA,-18.818504,36.24601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,864,864_4,NA,NA,NA,NA,-18.818504,36.24601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,188
Trettin_et_al_2017,864,864_5,NA,NA,NA,NA,-18.818504,36.24601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9001,9001_1,NA,NA,NA,NA,-18.831602,36.264041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9001,9001_2,NA,NA,NA,NA,-18.831602,36.264041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9001,9001_3,NA,NA,NA,NA,-18.831602,36.264041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,9001,9001_4,NA,NA,NA,NA,-18.831602,36.264041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9001,9001_5,NA,NA,NA,NA,-18.831602,36.264041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9002,9002_1,NA,NA,NA,NA,-18.850342,36.26043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,9002,9002_2,NA,NA,NA,NA,-18.850342,36.26043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9002,9002_3,NA,NA,NA,NA,-18.850342,36.26043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9002,9002_4,NA,NA,NA,NA,-18.850342,36.26043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,187
Trettin_et_al_2017,9003,9003_1,NA,NA,NA,NA,-18.875474,36.275058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9003,9003_2,NA,NA,NA,NA,-18.875474,36.275058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9003,9003_3,NA,NA,NA,NA,-18.875474,36.275058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9003,9003_4,NA,NA,NA,NA,-18.875474,36.275058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,180
Trettin_et_al_2017,9003,9003_5,NA,NA,NA,NA,-18.875474,36.275058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9004,9004_1,NA,NA,NA,NA,-18.833962,36.18594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9004,9004_3,NA,NA,NA,NA,-18.833962,36.18594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,193
Trettin_et_al_2017,9004,9004_4,NA,NA,NA,NA,-18.833962,36.18594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9004,9004_5,NA,NA,NA,NA,-18.833962,36.18594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,178
Trettin_et_al_2017,9005,9005_1,NA,NA,NA,NA,-18.824439,36.218115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9005,9005_2,NA,NA,NA,NA,-18.824439,36.218115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,177
Trettin_et_al_2017,9005,9005_3,NA,NA,NA,NA,-18.824439,36.218115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9005,9005_4,NA,NA,NA,NA,-18.824439,36.218115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9005,9005_5,NA,NA,NA,NA,-18.824439,36.218115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9006,9006_1,NA,NA,NA,NA,-18.870643,36.270942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9006,9006_2,NA,NA,NA,NA,-18.870643,36.270942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,9006,9006_3,NA,NA,NA,NA,-18.870643,36.270942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9006,9006_5,NA,NA,NA,NA,-18.870643,36.270942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,9007,9007_1,NA,NA,NA,NA,-18.822449,36.132373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,189
Trettin_et_al_2017,9007,9007_2,NA,NA,NA,NA,-18.822449,36.132373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,177
Trettin_et_al_2017,9007,9007_3,NA,NA,NA,NA,-18.822449,36.132373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9007,9007_4,NA,NA,NA,NA,-18.822449,36.132373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9007,9007_5,NA,NA,NA,NA,-18.822449,36.132373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,181
Trettin_et_al_2017,9008,9008_1,NA,NA,NA,NA,-18.812733,36.128404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9008,9008_2,NA,NA,NA,NA,-18.812733,36.128404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,9008,9008_3,NA,NA,NA,NA,-18.812733,36.128404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9008,9008_4,NA,NA,NA,NA,-18.812733,36.128404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9008,9008_5,NA,NA,NA,NA,-18.812733,36.128404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9009,9009_1,NA,NA,NA,NA,-18.845133,36.118808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9009,9009_2,NA,NA,NA,NA,-18.845133,36.118808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,180
Trettin_et_al_2017,9009,9009_3,NA,NA,NA,NA,-18.845133,36.118808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9009,9009_4,NA,NA,NA,NA,-18.845133,36.118808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9009,9009_5,NA,NA,NA,NA,-18.845133,36.118808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9010,9010_1,NA,NA,NA,NA,-18.891503,36.177483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9010,9010_2,NA,NA,NA,NA,-18.891503,36.177483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,127
Trettin_et_al_2017,9010,9010_3,NA,NA,NA,NA,-18.891503,36.177483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,40
Trettin_et_al_2017,9010,9010_4,NA,NA,NA,NA,-18.891503,36.177483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9010,9010_5,NA,NA,NA,NA,-18.891503,36.177483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,148
Trettin_et_al_2017,9011,9011_1,NA,NA,NA,NA,-18.884576,36.170079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9011,9011_2,NA,NA,NA,NA,-18.884576,36.170079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,190
Trettin_et_al_2017,9011,9011_3,NA,NA,NA,NA,-18.884576,36.170079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9011,9011_4,NA,NA,NA,NA,-18.884576,36.170079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9011,9011_5,NA,NA,NA,NA,-18.884576,36.170079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,9012,9012_1,NA,NA,NA,NA,-18.895905,36.16247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9012,9012_2,NA,NA,NA,NA,-18.895905,36.16247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,190
Trettin_et_al_2017,9012,9012_3,NA,NA,NA,NA,-18.895905,36.16247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9012,9012_4,NA,NA,NA,NA,-18.895905,36.16247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9012,9012_5,NA,NA,NA,NA,-18.895905,36.16247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
Trettin_et_al_2017,9013,9013_1,NA,NA,NA,NA,-18.873529,36.21079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9013,9013_2,NA,NA,NA,NA,-18.873529,36.21079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9013,9013_3,NA,NA,NA,NA,-18.873529,36.21079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,9013,9013_4,NA,NA,NA,NA,-18.873529,36.21079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9013,9013_5,NA,NA,NA,NA,-18.873529,36.21079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,9014,9014_1,NA,NA,NA,NA,-18.881318,36.205854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9014,9014_2,NA,NA,NA,NA,-18.881318,36.205854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,180
Trettin_et_al_2017,9014,9014_3,NA,NA,NA,NA,-18.881318,36.205854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9014,9014_4,NA,NA,NA,NA,-18.881318,36.205854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,176
Trettin_et_al_2017,9014,9014_5,NA,NA,NA,NA,-18.881318,36.205854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,173
Trettin_et_al_2017,9017,9017_1,NA,NA,NA,NA,-18.869369,36.186352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,197
Trettin_et_al_2017,9017,9017_2,NA,NA,NA,NA,-18.869369,36.186352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,190
Trettin_et_al_2017,9017,9017_3,NA,NA,NA,NA,-18.869369,36.186352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,75
Trettin_et_al_2017,9017,9017_4,NA,NA,NA,NA,-18.869369,36.186352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,150
Trettin_et_al_2017,9017,9017_5,NA,NA,NA,NA,-18.869369,36.186352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,mangrove,study-level habitat manually coded by manager,C2,NA,NA,195
