Authors,title,Year,Source Title,Included
"Hodoki, Y; Ohbayashi, K; Kunii, H",Analysis of population clonal diversity using microsatellite markers in the salt marsh sedge Carex scabrifolia in western Japan,2014,LANDSCAPE AND ECOLOGICAL ENGINEERING,N
ER Hillmann,Analysis of Submerged Aquatic Vegetation Resources across the Northern Gulf of Mexico: Communities and Biomass,2018,NA,N
"AA Putra, CSU Dewi","Analysis of The Ability of Mangrove Sequestration and Carbon Stock In Pejarakan Village, Buleleng Regency, Bali",2019,Jurnal Ilmu dan Teknologi Kelautan Tropis,N
"Cruz-Escalona, VH; Arreguin-Sanchez, F; Zetina-Rejon, M","Analysis of the ecosystem structure of Laguna Alvarado, western Gulf of Mexico, by means of a mass balance model",2007,ESTUARINE COASTAL AND SHELF SCIENCE,N
"Vohnik, M; Borovec, O; Zupan, I; Vondrasek, D; Petrtyl, M; Sudova, R",Anatomically and morphologically unique dark septate endophytic association in the roots of the Mediterranean endemic seagrass Posidonia oceanica,2015,MYCORRHIZA,N
"Fuentes-Reines, JM; Suarez-Morales, E","ANNOTATED CHECKLIST AND NEW RECORDS OF HARPACTICOIDA (COPEPODA) FROM A COASTAL SYSTEM OF NORTHERN COLOMBIA, SOUTH AMERICA",2014,CRUSTACEANA,N
"Yuan, YQ; Li, XZ; Xie, ZL; Xue, LM; Yang, B; Zhao, WZ; Craft, CB",Annual Lateral Organic Carbon Exchange Between Salt Marsh and Adjacent Water: A Case Study of East Headland Marshes at the Yangtze Estuary,2022,FRONTIERS IN MARINE SCIENCE,N
"Curran, MC; Able, KW",Annual stability in the use of coves near inlets as settlement areas for winter flounder (Pseudopleuronectes americanus),2002,ESTUARIES,N
"Baldry, K; Saderne, V; McCorkle, DC; Churchill, JH; Agust, S; Duarte, CM",Anomalies in the carbonate system of Red Sea coastal habitats,2020,BIOGEOSCIENCES,N
"RODRIGUEZ, RW; WEBB, RMT; BUSH, DM","ANOTHER LOOK AT THE IMPACT OF HURRICANE HUGO ON THE SHELF AND COASTAL RESOURCES OF PUERTO-RICO, USA",1994,JOURNAL OF COASTAL RESEARCH,N
"Newton, A; Icely, J; Cristina, S; Perillo, GME; Turner, RE; Ashan, D; Cragg, S; Luo, YM; Tu, C; Li, Y; Zhang, HB; Ramesh, R; Forbes, DL; Solidoro, C; Bejaoui, B; Gao, S; Pastres, R; Kelsey, H; Taillie, D; Nhan, N; Brito, AC; de Lima, R; Kuenzer, C","Anthropogenic, Direct Pressures on Coastal Wetlands",2020,FRONTIERS IN ECOLOGY AND EVOLUTION,N
"Rabaoui, L; Cusack, M; Saderne, V; Krishnakumar, PK; Lin, YJ; Shemsi, AM; El Zrelli, R; Arias-Ortiz, A; Masque, P; Duarte, CM; Qurban, MA",Anthropogenic-induced acceleration of elemental burial rates in blue carbon repositories of the Arabian Gulf,2020,SCIENCE OF THE TOTAL ENVIRONMENT,N
"PREMANATHAN, M; KATHIRESAN, K; CHANDRA, K",ANTIVIRAL EVALUATION OF SOME MARINE PLANTS AGAINST SEMLIKI FOREST VIRUS,1995,INTERNATIONAL JOURNAL OF PHARMACOGNOSY,N
"Nielsen, SL; Thingstrup, I; Wigand, C",Apparent lack of vesicular-arbuscular mycorrhiza (VAM) in the seagrasses Zostera marina L. and Thalassia testudinum Banks ex Konig,1999,AQUATIC BOTANY,N
"Nayak, S; Bahuguna, A",Application of remote sensing data to monitor mangroves and other coastal vegetation of India,2001,INDIAN JOURNAL OF MARINE SCIENCES,N
"Immordino, F; Barsanti, M; Candigliota, E; Cocito, S; Delbono, I; Peirano, A","Application of Sentinel-2 Multispectral Data for Habitat Mapping of Pacific Islands: Palau Republic (Micronesia, Pacific Ocean)",2019,JOURNAL OF MARINE SCIENCE AND ENGINEERING,N
"M Hori, H Hamaoka, M Hirota, F Lagarde, S Vaz…",Application of the coastal ecosystem complex concept toward integrated management for sustainable coastal fisheries under oligotrophication,2018,Fisheries science,N
AL Greene,Applications of side scan and parametric echosounders for mapping shallow seagrass habitats and their associated organic carbon,2017,NA,N
"Mateos-Molina, D; Antonopoulou, M; Baldwin, R; Bejarano, I; Burt, JA; Garcia-Charton, JA; Al-Ghais, SM; Walgamage, J; Taylor, OJS",Applying an integrated approach to coastal marine habitat mapping in the north-western United Arab Emirates,2020,MARINE ENVIRONMENTAL RESEARCH,N
"A Ghermandi, J Agard, PALD Nunes",Applying Geographic Information Systems to ecosystem services valuation and mapping in Trinidad and Tobago,2018,Letters in spatial and resource …,N
"Gilby, BL; Olds, AD; Brown, CJ; Connolly, RM; Henderson, CJ; Maxwell, PS; Schlacher, TA",Applying systematic conservation planning to improve the allocation of restoration actions at multiple spatial scales,2021,RESTORATION ECOLOGY,N
"LCZ Jimenez, HM Queiroz, MR Cherubin, TO Ferreira",Applying the Soil Management Assessment Framework (SMAF) to Assess Mangrove Soil Quality,2022,Sustainability,N
"Mendoza-Carranza, M; Hoeinghaus, DJ; Garcia, AM; Romero-Rodriguez, A","Aquatic food webs in mangrove and seagrass habitats of Centla Wetland, a Biosphere Reserve in Southeastern Mexico",2010,NEOTROPICAL ICHTHYOLOGY,N
"Lewis, M; Thursby, G",Aquatic plants: Test species sensitivity and minimum data requirement evaluations for chemical risk assessments and aquatic life criteria development for the USA,2018,ENVIRONMENTAL POLLUTION,N
"Nagelkerken, I; van der Velde, G",Are Caribbean mangroves important feeding grounds for juvenile reef fish from adjacent seagrass beds?,2004,MARINE ECOLOGY PROGRESS SERIES,N
"Lefcheck, JS; Hughes, BB; Johnson, AJ; Pfirrmann, BW; Rasher, DB; Smyth, AR; Williams, BL; Beck, MW; Orth, RJ",Are coastal habitats important nurseries? A meta-analysis,2019,CONSERVATION LETTERS,N
"Mahoney, PC; Bishop, MJ",Are geomorphological typologies for estuaries also useful for classifying their ecosystems?,2018,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,N
"Halpern, BS",Are mangroves a limiting resource for two coral reef fishes?,2004,MARINE ECOLOGY PROGRESS SERIES,N
"Loneragan, NR; Bunn, SE; Kellaway, DM",Are mangroves and seagrasses sources of organic carbon for penaeid prawns in a tropical Australian estuary? A multiple stable-isotope study,1997,MARINE BIOLOGY,N
"Madi Moussa, R",Are mangroves important for reef fish on Mayotte Island (Indian Ocean)?,2018,CYBIUM,N
"Al-Maslamani, I; Walton, MEM; Kennedy, HA; Al-Mohannadi, M; Le Vay, L",Are mangroves in arid environments isolated systems? Life-history and evidence of dietary contribution from inwelling in a mangrove-resident shrimp species,2013,ESTUARINE COASTAL AND SHELF SCIENCE,N
"Sheridan, P; Hays, C",Are mangroves nursery habitat for transient fishes and decapods?,2003,WETLANDS,N
"Quevedo, JMD; Uchiyama, Y; Lukman, KM; Kohsaka, R",Are Municipalities Ready for Integrating Blue Carbon Concepts?: Content Analysis of Coastal Management Plans in the Philippines,2021,COASTAL MANAGEMENT,N
"Nagelkerken, I",Are non-estuarine mangroves connected to coral reefs through fish migration?,2007,BULLETIN OF MARINE SCIENCE,N
"Sano, M; Nakamura, Y; Shibuno, T; Horinouchi, M",Are seagrass beds and mangroves in the tropics nursery habitats for many fish species?,2008,NIPPON SUISAN GAKKAISHI,N
"Barnes, RSK",Are seaward pneumatophore fringes transitional between mangrove and lower-shore system compartments,2017,MARINE ENVIRONMENTAL RESEARCH,N
"Silliman, BR; Hughes, BB; Gaskins, LC; He, Q; Tinker, MT; Read, A; Nifong, J; Stepp, R",Are the ghosts of nature's past haunting ecology today?,2018,CURRENT BIOLOGY,N
"Wang, M; Huang, ZY; Shi, FS; Wang, WQ","Are vegetated areas of mangroves attractive to juvenile and small fish? The case of Dongzhaigang Bay, Hainan Island, China",2009,ESTUARINE COASTAL AND SHELF SCIENCE,N
"Thomson, D; Maher, W; Foster, S","Arsenic and selected elements in marine angiosperms, south-east coast, NSW, Australia",2007,APPLIED ORGANOMETALLIC CHEMISTRY,N
"Patranella, A; Kilfoyle, K; Pioch, S; Spieler, RE",Artificial Reefs as Juvenile Fish Habitat in a Marina,2017,JOURNAL OF COASTAL RESEARCH,N
"Exton, DA; Ahmadia, GN; Cullen-Unsworth, LC; Jompa, J; May, D; Rice, J; Simonin, PW; Unsworth, RKF; Smith, DJ",Artisanal fish fences pose broad and unexpected threats to the tropical coastal seascape,2019,NATURE COMMUNICATIONS,N
"Takada, Y; Ikeda, H; Hirano, Y; Saigusa, M; Hashimoto, K; Abe, O; Shibuno, T","Assemblages of cryptic animals in coral rubble along an estuarine gradient spanning mangrove, seagrass, and coral reef habitats",2014,BULLETIN OF MARINE SCIENCE,N
"Payne, NL; Gillanders, BM",Assemblages of fish along a mangrove-mudflat gradient in temperate Australia,2009,MARINE AND FRESHWATER RESEARCH,N
"Clynick, B; Chapman, MG",Assemblages of small fish in patchy mangrove forests in Sydney Harbour,2002,MARINE AND FRESHWATER RESEARCH,N
"St. Laurent, K.A., Hribar, D.J., Carlson, A.J. et al.",Assessing coastal carbon variability in two Delaware tidal marshes,2020,Journal of Coastal Conservation ,n
"Arellano, AR; Coble, PG",Assessing carbon and nutrient inputs in a spring-fed estuary using fluorescence spectroscopy and discriminatory classification,2015,LIMNOLOGY AND OCEANOGRAPHY,N
"Berkstrom, C; Lindborg, R; Thyresson, M; Gullstrom, M",Assessing connectivity in a tropical embayment: Fish migrations and seascape ecology,2013,BIOLOGICAL CONSERVATION,N
"Ya, C; Anderson, W; Jaffe, R",Assessing dissolved organic matter dynamics and source strengths in a subtropical estuary: Application of stable carbon isotopes and optical properties,2015,CONTINENTAL SHELF RESEARCH,N
"Jones, AB; O'Donohue, MJ; Udy, J; Dennison, WC",Assessing ecological impacts of shrimp and sewage effluent: Biological indicators with standard water quality analyses,2001,ESTUARINE COASTAL AND SHELF SCIENCE,N
"Smith, TM; Hindell, JS","Assessing effects of diel period, gear selectivity and predation on patterns of microhabitat use by fish in a mangrove dominated system in SE Australia",2005,MARINE ECOLOGY PROGRESS SERIES,N
"Arkema, KK; Verutes, G; Bernhardt, JR; Clarke, C; Rosado, S; Canto, M; Wood, SA; Ruckelshaus, M; Rosenthal, A; McField, M; de Zegher, J",Assessing habitat risk from human activities to inform coastal and marine spatial planning: a demonstration in Belize,2014,ENVIRONMENTAL RESEARCH LETTERS,N
"Franca, S; Costa, MJ; Cabral, HN",Assessing habitat specific fish assemblages in estuaries along the Portuguese coast,2009,ESTUARINE COASTAL AND SHELF SCIENCE,N
"NS Wendländer, T Lange, RM Connolly…",Assessing methods for restoring seagrass (Zostera muelleri) in Australia's subtropical waters,2019,Marine and …,M
"Smyth, AR; Thompson, SP; Siporin, KN; Gardner, WS; McCarthy, MJ; Piehler, MF",Assessing Nitrogen Dynamics Throughout the Estuarine Landscape,2013,ESTUARIES AND COASTS,N
"Hindell, JS; Jenkins, GP","Assessing patterns of fish zonation in temperate mangroves, with emphasis on evaluating sampling artefacts",2005,MARINE ECOLOGY PROGRESS SERIES,N
"Fauzi, AI; Sakti, AD; Robbani, BF; Ristiyani, M; Agustin, RT; Yati, E; Nuha, MU; Anika, N; Putra, R; Siregar, DI; Prasetyo, BA; Julzarika, A; Wikantika, K",Assessing Potential Climatic and Human Pressures in Indonesian Coastal Ecosystems Using a Spatial Data-Driven Approach,2021,ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,N
"Lopes, CL; Mendes, R; Cacador, I; Dias, JM",Assessing salt marsh loss and degradation by combining long-term LANDSAT imagery and numerical modelling,2021,LAND DEGRADATION & DEVELOPMENT,N
"CM Duarte, H Kennedy, N Marbà, I Hendriks",Assessing the capacity of seagrass meadows for carbon burial: current limitations and future strategies,2013,Ocean & coastal …,N
MAC Lima,Assessing the carbon sink potential and impacts of global change on intertidal seagrass meadows in central southern England,2020,NA,Y
"J Hu, PS Loh, S Pradit, TPQ Le, C Oeurng…",Assessing the Effect of Age and Geomorphic Setting on Organic Carbon Accumulation in High-Latitude Human-Planted Mangroves,2022,Forests,N
"Hastings, R; Cummins, V; Holloway, P",Assessing the Impact of Physical and Anthropogenic Environmental Factors in Determining the Habitat Suitability of Seagrass Ecosystems,2020,SUSTAINABILITY,N
"Guzman, HM; Kaiser, S; Weil, E",Assessing the long-term effects of a catastrophic oil spill on subtidal coral reef communities off the Caribbean coast of Panama (1985-2017),2020,MARINE BIODIVERSITY,N
"Watson, SCL; Preston, J; Beaumont, NJ; Watson, GJ",Assessing the natural capital value of water quality and climate regulation in temperate marine systems using a EUNIS biotope classification approach,2020,SCIENCE OF THE TOTAL ENVIRONMENT,N
"Gutteridge, AN; Bennett, MB; Huveneers, C; Tibbetts, IR",Assessing the overlap between the diet of a coastal shark and the surrounding prey communities in a sub-tropical embayment,2011,JOURNAL OF FISH BIOLOGY,N
"Lovelock, CE; Atwood, T; Baldock, J; Duarte, CM; Hickey, S; Lavery, PS; Masque, P; Macreadie, PI; Ricart, AM; Serrano, O; Steven, A",Assessing the risk of carbon dioxide emissions from blue carbon ecosystems,2017,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,N
"S Aljenaid, M Abido, GK Redha, M AlKhuzaei…","Assessing the spatiotemporal changes, associated carbon stock, and potential emissions of mangroves in Bahrain using GIS and remote sensing data",2022,Regional Studies in …,N
"da Silva, VEL; Dolbeth, M; Fabre, NN",Assessing tropical coastal dynamics across habitats and seasons through different dimensions of fish diversity,2021,MARINE ENVIRONMENTAL RESEARCH,N
"Newton, A; Brito, AC; Icely, JD; Derolez, V; Clara, I; Angus, S; Schernewski, G; Inacio, M; Lillebo, AI; Sousa, AI; Bejaoui, B; Solidoro, C; Tosic, M; Canedo-Arguelles, M; Yamamuro, M; Reizopoulou, S; Tseng, HC; Canu, D; Roselli, L; Maanan, M; Cristina, S; Ruiz-Fernandez, AC; de Lima, RF; Kjerfve, B; Rubio-Cisneros, N; Perez-Ruzafa, A; Marcos, C; Pastres, R; Pranovi, F; Snoussi, M; Turpie, J; Tuchkovenko, Y; Dyack, B; Brookes, J; Povilanskas, R; Khokhlov, V","Assessing, quantifying and valuing the ecosystem services of coastal lagoons",2018,JOURNAL FOR NATURE CONSERVATION,N
"EB Watson, A Hinojosa Corona",Assessment of blue carbon storage by Baja California (Mexico) tidal wetlands and evidence for wetland stability in the face of anthropogenic and climatic impacts,2017,Sensors,Y
"Y Li, J Qiu, Z Li, Y Li",Assessment of blue carbon storage loss in coastal wetlands under rapid reclamation,2018,Sustainability,N
"Sridhar, R; Thangaradjou, T; Kannan, L; Astalakshmi, S","Assessment of Coastal Bio-resources of the Palk Bay, India, using IRS-LISS-III data",2010,JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING,N
"TM Danielson, VH Rivera-Monroy…",Assessment of Everglades mangrove forest resilience: Implications for above-ground net primary productivity and carbon dynamics,2017,Forest Ecology and …,N
"West, TL; Clough, LM; Ambrose, WC",Assessment of function in an oligohaline environment: Lessons learned by comparing created and natural habitats,2000,ECOLOGICAL ENGINEERING,N
"S Chakraborty, D Majumdar, S Sahoo…",Assessment of future coastal risk zones along the Andaman coast to strengthen sustainable development,2021,Environmental Earth …,N
"GN Ajonina, J Kairo, G Grimsditch, T Sembres…","Assessment of mangrove carbon stocks in Cameroon, Gabon, the Republic of Congo (RoC) and the Democratic Republic of Congo (DRC) including their potential for …",2014,The land/ocean …,N
"Barnes, N; Bamber, RN; Bennell, G; Cornelius, N; Glassom, D; Henderson, SCD; Jiddawi, N; Lee, CNW; Macia, A; Msangameno, DJ; Paula, J; Yahya, S; Ferrero, TJ",Assessment of regional and local biodiversity in tropical and subtropical coastal habitats in the East African Marine Ecoregion,2011,BIODIVERSITY AND CONSERVATION,N
"Jennings, DE; DiBattista, JD; Stump, KL; Hussey, NE; Franks, BR; Grubbs, RD; Gruber, SH","Assessment of the aquatic biodiversity of a threatened coastal lagoon at Bimini, Bahamas",2012,JOURNAL OF COASTAL CONSERVATION,N
GA Juma,"Assessment of The Distribution, Abundance and Carbon Stocks in Seagrass Meadows Within Eastern and Western Creeks of Gazi Bay, Kenya",2019,NA,Y
"Hossain, MS; Hashim, M; Bujang, JS; Zakaria, MH; Muslim, AM","Assessment of the impact of coastal reclamation activities on seagrass meadows in Sungai Pulai estuary, Malaysia, using Landsat data (1994-2017)",2019,INTERNATIONAL JOURNAL OF REMOTE SENSING,N
"Haynes, D; Brodie, J; Waterhouse, J; Bainbridge, Z; Bass, D; Hart, B",Assessment of the water quality and ecosystem health of the Great Barrier Reef (Australia): Conceptual models,2007,ENVIRONMENTAL MANAGEMENT,N
P Apichanangkool,Assessment of tropical blue carbon reserves in Thailand,2015,NA,Y
"Howley, C; Devlin, M; Burford, M","Assessment of water quality from the Normanby River catchment to coastal flood plumes on the northern Great Barrier Reef, Australia",2018,MARINE AND FRESHWATER RESEARCH,N
"Vieira, JV; Ruiz-Delgado, MC; Reyes-Martinez, MJ; Borzone, CA; Asenjo, A; Sanchez-Moyano, JE; Garcia-Garcia, FJ",Assessment the short-term effects of wrack removal on supralittoral arthropods using the M-BACI design on Atlantic sandy beaches of Brazil and Spain,2016,MARINE ENVIRONMENTAL RESEARCH,N
"Nicastro, A; Lee, KM; Bishop, MJ",Assimilation of organic matter by two benthic consumers across gradients of latitude and nutrient enrichment,2017,MARINE AND FRESHWATER RESEARCH,N
"Dumbauld, BR; Hosack, GR; Bosley, KM",Association of Juvenile Salmon and Estuarine Fish with Intertidal Seagrass and Oyster Aquaculture Habitats in a Northeast Pacific Estuary,2015,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,N
"Wagner, S; Jaffe, R; Cawley, K; Dittmar, T; Stubbins, A","Associations Between the Molecular and Optical Properties of Dissolved Organic Matter in the Florida Everglades, a Model Coastal Wetland System",2015,FRONTIERS IN CHEMISTRY,N
"Lichiheb, N; Heuer, M; Hicks, BB; Saylor, R; Vargas, R; Vazquez-Lule, A; St Laurent, K; Myles, L",Atmospheric Ammonia Measurements Over a Coastal Salt Marsh Ecosystem Along the Mid-Atlantic US,2021,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,N
"Silliman, BR; Bertness, MD",Atrophic cascade regulates salt marsh primary production,2002,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,N
