study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,method_id,compaction_notes,cs137_activity,cs137_unit,depth_interval_notes
Breithaupt_et_al_2017,Harney_River,WSC08A,18,19,0.17081653500000002,0.6694377909999998,0.315601111,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08A,19,20,0.181430892,0.6358450520000002,0.30585111,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08A,20,21,0.182369577,0.647353834,0.300194015,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08A,21,22,0.239701546,0.6532784420000001,0.307027421,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08A,22,23,0.206366207,0.6656169819999999,0.2994817410000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08A,23,24,0.17928876600000002,0.65700094,0.30178314199999995,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08A,24,25,0.199001143,0.6161103049999999,0.305001686,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08A,25,26,0.272074132,0.5382165609999998,0.28895721900000004,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08A,26,27,0.252265479,0.511783227,0.300884452,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08A,27,28,0.210481978,0.665065752,0.315096434,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08A,28,29,0.20321319000000004,0.6363851709999999,0.29691425500000007,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08B,0,2,0.07851254600000002,0.783874923,0.3904708630000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08B,2,4,0.094518322,0.796791444,0.365515913,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08B,4,6,0.097334376,0.788699308,0.35469767399999996,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08B,6,8,0.065322823,0.7851879149999998,0.324895302,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08B,8,10,0.17847042500000002,0.7924477409999998,0.5727908460000002,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08B,10,11,0.15021361100000002,0.79202051,0.32137336000000005,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08B,11,12,0.15663999000000003,0.7902581439999998,0.585770743,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08B,12,13,0.14790300300000003,0.7921887709999998,0.376795075,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC08B,13,14,0.15637523300000003,0.7915961209999998,0.36836979,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,0,2,0.176135748,0.542976223,0.250697515,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,2,4,0.332872014,0.345408532,0.11664324100000002,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,4,6,0.392033215,0.202388261,0.11012526100000002,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,6,8,0.27730910400000003,0.34548452900000004,0.226116672,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,8,10,0.210361634,0.392791762,0.21784135000000004,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,10,11,0.15883025500000003,0.5018942260000001,0.21795684000000004,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,11,12,0.16766351799999998,0.511340798,0.234574903,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,12,13,0.17428244800000003,0.538737743,0.229653385,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,13,14,0.16903544100000004,0.5212871989999999,0.243800367,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,14,15,0.17486010000000002,0.5384721269999999,0.23779306200000003,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,15,16,0.146170046,0.5417421370000001,0.22946759200000005,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,16,17,0.192695108,0.536597552,0.231352058,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,17,18,0.17912028400000002,0.486697124,0.225813348,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,18,19,0.185907696,0.470740549,0.223888344,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,19,20,0.162681268,0.5262612809999999,0.222167457,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,20,21,0.197869908,0.49142440100000007,0.22277912,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,21,22,0.190023467,0.491830272,0.23550530300000003,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,22,23,0.182899091,0.518489275,0.225176224,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,23,24,0.203646429,0.4884765390000001,0.235681606,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,24,25,0.19873638600000004,0.49521618,0.236891226,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,25,26,0.20044527300000003,0.5142891449999999,0.25264247300000003,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,26,27,0.17242914700000003,0.59840871,0.248364572,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,27,28,0.168770684,0.56959498,0.25410936100000003,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,28,29,0.181743787,0.584955635,0.24204602200000003,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,29,30,0.20506649000000005,0.5697183100000001,0.222679146,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,30,31,0.16824117000000002,0.599713877,0.23576346300000003,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,31,32,0.197195981,0.524228,0.235153464,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,32,33,0.233588062,0.509634209,0.23194877100000005,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,33,34,0.23491184800000003,0.5241803279999999,0.222087926,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,34,35,0.21919489700000003,0.5279455360000002,0.225669693,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,35,36,0.21529574600000004,0.573169368,0.24101616400000003,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC09,36,37,0.198327216,0.573665049,0.242259647,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,0,1,0.41281665600000006,0.17587383,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,1,2,0.41718515,0.13679109200000003,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,2,3,0.380937481,0.158179061,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,3,4,0.4293760150000001,0.11855713399999998,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,4,5,0.5082977320000001,0.112247555,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,5,6,0.770034298,0.145688119,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,6,7,0.944292677,0.109754543,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,7,8,0.8088091940000001,0.125848113,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,8,9,0.89283350399999994,0.114435908,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,9,10,0.5012575969999999,0.25861903399999997,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,10,11,0.534568867,0.274561009,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,11,12,0.5740898970000001,0.228618145,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,12,13,0.857428245,0.137800359,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,13,14,0.465154341,0.25742523,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,14,15,0.471219688,0.26483808400000003,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,15,16,0.464793309,0.26218217600000004,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,16,17,0.4681148080000001,0.2603218670000001,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,17,18,0.563114507,0.239784579,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,18,19,0.891654131,0.11256276,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,19,20,0.5252782960000001,0.221590909,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,20,21,0.686154402,0.17756419300000004,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,21,22,0.563523678,0.176397728,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,22,23,0.7123653649999998,0.139372234,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,23,24,0.5543053130000001,0.1967868,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,24,25,0.5952464049999999,0.184020056,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,25,26,0.5597448700000002,0.23146714800000004,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,26,27,0.65452795,0.21497389100000003,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,27,28,0.5177447500000001,0.238575612,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,28,29,0.494518322,0.194733768,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,29,30,0.8594259580000001,0.17349539300000005,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,30,31,0.6780672719999999,0.212373988,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,31,32,0.6486551540000001,0.20604823700000005,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,32,33,0.576207955,0.21349206300000004,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,33,34,0.6276671279999999,0.22639773,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Harney_River,WSC10_1,34,35,0.576328299,0.23896429300000005,NA,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,0,2,0.092328058,0.868222106,0.4144893810000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,2,4,0.134532764,0.8531174520000001,0.412931589,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,4,6,0.129682893,0.8550482550000001,0.42654816600000006,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,6,8,0.130260545,0.8559682190000001,0.415115759,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,8,10,0.12637342799999998,0.854870965,0.4234623620000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,10,11,0.16901137300000002,0.8568783820000001,0.4182709930000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,11,12,0.15514772200000002,0.8682904130000002,0.4169132810000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,12,13,0.14405198900000002,0.866833751,0.4134580690000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,13,14,0.17031109000000005,0.8616449970000002,0.413244947,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,14,15,0.190962152,0.8598437110000001,0.4195663790000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,15,16,0.164775257,0.861086766,0.428709037,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,16,17,0.15382393600000002,0.8562040370000001,0.4279248580000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,17,18,0.17238101,0.8545099130000001,0.4277740900000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,18,19,0.16658042,0.8533448920000002,0.4268010870000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,19,20,0.17599133500000003,0.8603665209999999,0.4353155060000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,20,21,0.176833745,0.8589900640000001,0.419238218,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,21,22,0.16658042,0.8591244040000001,0.444219437,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,22,23,0.15059871200000002,0.8628735820000001,0.4313049290000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,23,24,0.14641073500000004,0.8578004270000001,0.439593404,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,24,25,0.14044166300000002,0.8599828620000001,0.443263383,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC01,25,26,0.199843553,0.8567987470000001,0.4285669920000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,0,2,0.098886816,0.81343556,0.41602082600000007,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,2,4,0.108863349,0.833185939,0.4108366600000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,4,6,0.104470786,0.8308950580000002,0.41664099500000007,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,6,8,0.100643841,0.813822791,0.40895295100000006,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,8,10,0.09363981,0.832926359,0.410835888,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,10,11,0.121331007,0.8351517560000001,0.416692547,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,11,12,0.109104038,0.836973307,0.4140096820000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,12,13,0.11050003,0.8394685249999999,0.4314599640000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,13,14,0.124459955,0.8470315220000001,0.4392225710000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,14,15,0.11512124700000002,0.8488396400000001,0.43228060600000007,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,15,16,0.126914977,0.8443011570000001,0.4489089640000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02A,16,17,0.121403213,0.8667724030000001,0.43559706900000006,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02B,0,2,0.08949997,0.8356864330000001,0.4276731680000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02B,2,4,0.08639509000000001,0.8437108230000001,0.43145198200000007,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02B,4,6,0.108394007,0.8494504270000001,0.432403544,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02B,6,8,0.12170407400000002,0.8596855530000002,0.42951554300000006,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC02B,8,10,0.15631506100000003,0.8793594580000001,0.457163626,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,0,2,0.103483964,0.708687057,0.36341458700000007,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,2,4,0.15257235700000002,0.63361729,0.308830892,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,4,6,0.124014682,0.765259583,0.384739747,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,6,8,0.130128167,0.7796171279999999,0.380339106,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,8,10,0.15590589100000005,0.795137013,0.40405999500000006,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,10,11,0.167470967,0.8107214720000002,0.417154555,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,11,12,0.137264577,0.806768368,0.3978307890000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,12,13,0.191275047,0.798791997,0.392257392,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,13,14,0.15861363500000003,0.775872534,0.394472556,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,14,15,0.15435345100000003,0.7866832999999999,0.40248200200000006,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,15,16,0.14559239400000004,0.8024466849999999,0.402634811,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,16,17,0.15620675100000003,0.7767334360000001,0.407237731,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,17,18,0.165858355,0.7974169209999997,0.400147719,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,18,19,0.136229617,0.802120141,0.4064669620000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,19,20,0.16046693500000003,0.782960852,0.40443597100000006,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC03,20,21,0.161453758,0.7859272509999999,0.389079642,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,0,2,0.161886997,0.590544157,0.300432011,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,2,4,0.17075636300000002,0.546338713,0.236353643,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,4,6,0.112894879,0.6154994140000001,0.307948374,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,6,8,0.114363078,0.624539619,0.2955126900000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,8,10,0.12809435000000002,0.6230740320000001,0.28832289900000013,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,10,11,0.15059871200000002,0.609397475,0.29763947300000004,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,11,12,0.16812082599999997,0.6032927699999999,0.30264702399999993,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,12,13,0.167422829,0.655405405,0.30287737200000003,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,13,14,0.17098501700000002,0.6720157659999999,0.2976824350000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,14,15,0.171370119,0.637640449,0.3073899030000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,15,16,0.19101028900000003,0.6697328629999999,0.312312022,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,16,17,0.169179854,0.624697681,0.28815871800000004,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,17,18,0.16280161299999998,0.5824955649999999,0.305405978,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,18,19,0.197605151,0.606090134,0.2978565170000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,19,20,0.17170708200000004,0.6312026909999999,0.301449537,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,20,21,0.167182141,0.5990498130000002,0.30188965900000003,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,21,22,0.221144473,0.605245973,0.318162108,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,22,23,0.19454840800000003,0.6026227889999999,0.29650000000000004,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,23,24,0.190504844,0.5801642449999999,0.282789053,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,24,25,0.170623985,0.607984201,0.2915685700000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,25,26,0.181214273,0.636605127,0.28997300300000006,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,26,27,0.17428244800000003,0.6238088660000001,0.27380174,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,27,28,0.180732896,0.5619922760000001,0.265754845,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,28,29,0.19016788,0.554107075,0.274111236,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,29,30,0.200613755,0.560167966,0.27767756000000005,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,30,31,0.201648715,0.54702793,0.277223639,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,31,32,0.21016908400000003,0.5767292720000002,0.28078863900000006,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,32,33,0.16833744500000003,0.618673148,0.288539087,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,33,34,0.213586858,0.593757043,0.305397298,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,34,35,0.224032734,0.6005586589999999,0.2995710670000001,single set of methods,NA,NA,NA,NA
Breithaupt_et_al_2017,Shark_River,WSC04_1,35,36,0.190504844,0.61692988,0.30779073199999996,single set of methods,NA,NA,NA,NA
